,Unnamed: 단위(mm),길곡강수량,대병강수량,창녕강수량,창덕강수량,함안강수량,date,time
19008,19008,0.0,0.0,0.0,0.0,0.0,2014-10-28,1
19009,19009,0.0,0.0,0.0,0.0,0.0,2014-10-28,2
19010,19010,0.0,0.0,0.0,0.0,0.0,2014-10-28,3
19011,19011,0.0,0.0,0.0,0.0,0.0,2014-10-28,4
19012,19012,0.0,0.0,0.0,0.0,0.0,2014-10-28,5
19013,19013,0.0,0.0,0.0,0.0,0.0,2014-10-28,6
19014,19014,0.0,0.0,0.0,0.0,0.0,2014-10-28,7
19015,19015,0.0,0.0,0.0,0.0,0.0,2014-10-28,8
19016,19016,0.0,0.0,0.0,0.0,0.0,2014-10-28,9
19017,19017,0.0,0.0,0.0,0.0,0.0,2014-10-28,10
19018,19018,0.0,0.0,0.0,0.0,0.0,2014-10-28,11
19019,19019,0.0,0.0,0.0,0.0,0.0,2014-10-28,12
19020,19020,0.0,0.0,0.0,0.0,0.0,2014-10-28,13
19021,19021,0.0,0.0,0.0,0.0,0.0,2014-10-28,14
19022,19022,0.0,0.0,0.0,0.0,0.0,2014-10-28,15
19023,19023,0.0,0.0,0.0,0.0,0.0,2014-10-28,16
19024,19024,0.0,0.0,0.0,0.0,0.0,2014-10-28,17
19025,19025,0.0,0.0,0.0,0.0,0.0,2014-10-28,18
19026,19026,0.0,0.0,0.0,0.0,0.0,2014-10-28,19
19027,19027,0.0,0.0,0.0,0.0,0.0,2014-10-28,20
19028,19028,0.0,0.0,0.0,0.0,0.0,2014-10-28,21
19029,19029,0.0,0.0,0.0,0.0,0.0,2014-10-28,22
19030,19030,0.0,0.0,0.0,0.0,0.0,2014-10-28,23
19031,19031,0.0,0.0,0.0,0.0,0.0,2014-10-29,0
19032,19032,0.0,0.0,0.0,0.0,0.0,2014-10-29,1
19033,19033,0.0,0.0,0.0,0.0,0.0,2014-10-29,2
19034,19034,0.0,0.0,0.0,0.0,0.0,2014-10-29,3
19035,19035,0.0,0.0,0.0,0.0,0.0,2014-10-29,4
19036,19036,0.0,0.0,0.0,0.0,0.0,2014-10-29,5
19037,19037,0.0,0.0,0.0,0.0,0.0,2014-10-29,6
19038,19038,0.0,0.0,0.0,0.0,0.0,2014-10-29,7
19039,19039,0.0,0.0,0.0,0.0,0.0,2014-10-29,8
19040,19040,0.0,0.0,0.0,0.0,0.0,2014-10-29,9
19041,19041,0.0,0.0,0.0,0.0,0.0,2014-10-29,10
19042,19042,0.0,0.0,0.0,0.0,0.0,2014-10-29,11
19043,19043,0.0,0.0,0.0,0.0,0.0,2014-10-29,12
19044,19044,0.0,0.0,0.0,0.0,0.0,2014-10-29,13
19045,19045,0.0,0.0,0.0,0.0,0.0,2014-10-29,14
19046,19046,0.0,0.0,0.0,0.0,0.0,2014-10-29,15
19047,19047,0.0,0.0,0.0,0.0,0.0,2014-10-29,16
19048,19048,0.0,0.0,0.0,0.0,0.0,2014-10-29,17
19049,19049,0.0,0.0,0.0,0.0,0.0,2014-10-29,18
19050,19050,0.0,0.0,0.0,0.0,0.0,2014-10-29,19
19051,19051,0.0,0.0,0.0,0.0,0.0,2014-10-29,20
19052,19052,0.0,0.0,0.0,0.0,0.0,2014-10-29,21
19053,19053,0.0,0.0,0.0,0.0,0.0,2014-10-29,22
19054,19054,0.0,0.0,0.0,0.0,0.0,2014-10-29,23
19055,19055,0.0,0.0,0.0,0.0,0.0,2014-10-30,0
19056,19056,0.0,0.0,0.0,0.0,0.0,2014-10-30,1
19057,19057,0.0,0.0,0.0,0.0,0.0,2014-10-30,2
19058,19058,0.0,0.0,0.0,0.0,0.0,2014-10-30,3
19059,19059,0.0,0.0,0.0,0.0,0.0,2014-10-30,4
19060,19060,0.0,0.0,0.0,0.0,0.0,2014-10-30,5
19061,19061,0.0,0.0,0.0,0.0,0.0,2014-10-30,6
19062,19062,0.0,0.0,0.0,0.0,0.0,2014-10-30,7
19063,19063,0.0,0.0,0.0,0.0,0.0,2014-10-30,8
19064,19064,0.0,0.0,0.0,0.0,0.0,2014-10-30,9
19065,19065,0.0,0.0,0.0,0.0,0.0,2014-10-30,10
19066,19066,0.0,0.0,0.0,0.0,0.0,2014-10-30,11
19067,19067,0.0,0.0,0.0,0.0,0.0,2014-10-30,12
19068,19068,0.0,0.0,0.0,0.0,0.0,2014-10-30,13
19069,19069,0.0,0.0,0.0,0.0,0.0,2014-10-30,14
19070,19070,0.0,0.0,0.0,0.0,0.0,2014-10-30,15
19071,19071,0.0,0.0,0.0,0.0,0.0,2014-10-30,16
19072,19072,0.0,0.0,0.0,0.0,0.0,2014-10-30,17
19073,19073,0.0,0.0,0.0,0.0,0.0,2014-10-30,18
19074,19074,0.0,0.0,0.0,0.0,0.0,2014-10-30,19
19075,19075,0.0,0.0,0.0,0.0,0.0,2014-10-30,20
19076,19076,0.0,0.0,0.0,0.0,0.0,2014-10-30,21
19077,19077,0.0,0.0,0.0,0.0,0.0,2014-10-30,22
19078,19078,0.0,0.0,0.0,0.0,0.0,2014-10-30,23
19079,19079,0.0,0.0,0.0,0.0,0.0,2014-10-31,0
19080,19080,0.0,0.0,0.0,0.0,0.0,2014-10-31,1
19081,19081,0.0,0.0,0.0,0.0,0.0,2014-10-31,2
19082,19082,0.0,0.0,0.0,0.0,0.0,2014-10-31,3
19083,19083,0.0,0.0,0.0,0.0,0.0,2014-10-31,4
19084,19084,0.0,0.0,0.0,0.5,0.0,2014-10-31,5
19085,19085,0.5,1.0,0.5,0.5,0.5,2014-10-31,6
19086,19086,1.0,0.5,0.5,0.5,0.0,2014-10-31,7
19087,19087,0.5,1.0,1.5,1.5,1.0,2014-10-31,8
19088,19088,0.5,1.0,0.0,0.0,0.5,2014-10-31,9
19089,19089,1.0,3.0,2.0,2.0,1.5,2014-10-31,10
19090,19090,1.5,0.0,0.5,1.0,0.5,2014-10-31,11
19091,19091,0.0,0.5,0.0,0.0,0.0,2014-10-31,12
19092,19092,0.0,1.5,0.0,1.0,0.0,2014-10-31,13
19093,19093,0.0,2.5,0.5,0.5,0.0,2014-10-31,14
19094,19094,0.0,1.5,0.0,0.5,0.5,2014-10-31,15
19095,19095,1.0,1.0,0.0,0.5,2.0,2014-10-31,16
19096,19096,0.5,3.5,1.0,1.0,0.5,2014-10-31,17
19097,19097,1.0,2.0,2.0,1.0,1.0,2014-10-31,18
19098,19098,0.5,0.5,0.5,0.5,1.0,2014-10-31,19
19099,19099,0.0,1.0,0.5,1.5,0.0,2014-10-31,20
19100,19100,0.5,0.5,1.5,1.5,1.0,2014-10-31,21
19101,19101,1.0,0.5,3.0,2.0,1.0,2014-10-31,22
19102,19102,0.5,0.0,1.5,0.5,0.5,2014-10-31,23
19103,19103,1.0,0.0,0.5,0.5,1.0,2014-11-01,0
19104,19104,0.0,0.0,0.5,0.0,0.0,2014-11-01,1
19105,19105,0.0,0.0,0.0,0.0,0.5,2014-11-01,2
19106,19106,0.0,0.0,0.0,0.0,0.0,2014-11-01,3
19107,19107,0.0,0.0,0.0,0.0,0.0,2014-11-01,4
19108,19108,0.0,0.0,0.0,0.0,0.0,2014-11-01,5
19109,19109,0.0,0.5,0.0,0.0,0.0,2014-11-01,6
19110,19110,0.0,0.0,0.0,0.0,0.0,2014-11-01,7
19111,19111,0.0,0.0,0.0,0.0,0.0,2014-11-01,8
19112,19112,0.0,0.0,0.0,0.0,0.0,2014-11-01,9
19113,19113,0.0,0.0,0.0,0.0,0.0,2014-11-01,10
19114,19114,0.0,0.0,0.0,0.0,0.0,2014-11-01,11
19115,19115,0.0,0.0,0.0,0.0,0.0,2014-11-01,12
19116,19116,0.0,0.0,0.0,0.0,0.0,2014-11-01,13
19117,19117,0.0,0.0,0.0,0.0,0.0,2014-11-01,14
19118,19118,0.0,0.0,0.0,0.0,0.0,2014-11-01,15
19119,19119,0.0,0.0,0.0,0.0,0.0,2014-11-01,16
19120,19120,0.0,0.0,0.0,0.0,0.0,2014-11-01,17
19121,19121,0.0,0.0,0.0,0.0,0.0,2014-11-01,18
19122,19122,0.0,0.0,0.0,0.0,0.0,2014-11-01,19
19123,19123,0.0,0.0,0.0,0.0,0.0,2014-11-01,20
19124,19124,0.0,0.0,0.0,0.0,0.0,2014-11-01,21
19125,19125,0.0,0.0,0.0,0.0,0.0,2014-11-01,22
19126,19126,0.0,0.0,0.0,0.0,0.0,2014-11-01,23
19127,19127,0.0,0.0,0.0,0.0,0.0,2014-11-02,0
19128,19128,0.0,0.0,0.0,0.0,0.0,2014-11-02,1
19129,19129,0.0,0.0,0.0,0.0,0.0,2014-11-02,2
19130,19130,0.0,0.0,0.0,0.0,0.0,2014-11-02,3
19131,19131,0.0,0.0,0.0,0.0,0.0,2014-11-02,4
19132,19132,0.0,0.0,0.0,0.0,0.0,2014-11-02,5
19133,19133,0.0,0.0,0.0,0.0,0.0,2014-11-02,6
19134,19134,0.0,0.0,0.0,0.0,0.0,2014-11-02,7
19135,19135,0.0,0.0,0.0,0.0,0.0,2014-11-02,8
19136,19136,0.0,0.5,0.0,0.0,0.0,2014-11-02,9
19137,19137,0.0,0.0,0.0,0.0,0.0,2014-11-02,10
19138,19138,0.0,0.0,0.0,0.0,0.0,2014-11-02,11
19139,19139,0.0,0.0,0.0,0.0,0.0,2014-11-02,12
19140,19140,0.0,0.0,0.0,0.0,0.0,2014-11-02,13
19141,19141,0.0,0.5,0.0,0.0,0.0,2014-11-02,14
19142,19142,0.5,0.5,0.0,0.0,0.0,2014-11-02,15
19143,19143,0.0,0.0,0.0,0.0,0.0,2014-11-02,16
19144,19144,0.0,1.0,0.0,0.0,0.0,2014-11-02,17
19145,19145,0.0,0.0,0.0,0.0,0.0,2014-11-02,18
19146,19146,0.0,0.0,0.0,0.0,0.0,2014-11-02,19
19147,19147,0.0,0.0,0.0,0.0,0.0,2014-11-02,20
19148,19148,0.0,0.0,0.0,0.0,0.0,2014-11-02,21
19149,19149,0.0,0.0,0.0,0.0,0.0,2014-11-02,22
19150,19150,0.0,0.0,0.0,0.0,0.0,2014-11-02,23
19151,19151,0.0,0.0,0.0,0.0,0.0,2014-11-03,0
19152,19152,0.0,0.0,0.0,0.0,0.0,2014-11-03,1
19153,19153,0.0,0.0,0.0,0.0,0.0,2014-11-03,2
19154,19154,0.0,0.0,0.0,0.0,0.0,2014-11-03,3
19155,19155,0.0,0.0,0.0,0.0,0.0,2014-11-03,4
19156,19156,0.0,0.0,0.0,0.0,0.0,2014-11-03,5
19157,19157,0.0,0.0,0.0,0.0,0.0,2014-11-03,6
19158,19158,0.0,0.0,0.0,0.0,0.0,2014-11-03,7
19159,19159,0.0,0.0,0.0,0.0,0.0,2014-11-03,8
19160,19160,0.0,0.0,0.0,0.0,0.0,2014-11-03,9
19161,19161,0.0,0.0,0.0,0.0,0.0,2014-11-03,10
19162,19162,0.0,0.0,0.0,0.0,0.0,2014-11-03,11
19163,19163,0.0,0.0,0.0,0.0,0.0,2014-11-03,12
19164,19164,0.0,0.0,0.0,0.0,0.0,2014-11-03,13
19165,19165,0.0,0.0,0.0,0.0,0.0,2014-11-03,14
19166,19166,0.0,0.0,0.0,0.0,0.0,2014-11-03,15
19167,19167,0.0,0.0,0.0,0.0,0.0,2014-11-03,16
19168,19168,0.0,0.0,0.0,0.0,0.0,2014-11-03,17
19169,19169,0.0,0.0,0.0,0.0,0.0,2014-11-03,18
19170,19170,0.0,0.0,0.0,0.0,0.0,2014-11-03,19
19171,19171,0.0,0.0,0.0,0.0,0.0,2014-11-03,20
19172,19172,0.0,0.0,0.0,0.0,0.0,2014-11-03,21
19173,19173,0.0,0.0,0.0,0.0,0.0,2014-11-03,22
19174,19174,0.0,0.0,0.0,0.0,0.0,2014-11-03,23
19175,19175,0.0,0.0,0.0,0.0,0.0,2014-11-04,0
19176,19176,0.0,0.0,0.0,0.0,0.0,2014-11-04,1
19177,19177,0.0,0.0,0.0,0.0,0.0,2014-11-04,2
19178,19178,0.0,0.0,0.0,0.0,0.0,2014-11-04,3
19179,19179,0.0,0.0,0.0,0.0,0.0,2014-11-04,4
19180,19180,0.0,0.0,0.0,0.0,0.0,2014-11-04,5
19181,19181,0.0,0.0,0.0,0.0,0.0,2014-11-04,6
19182,19182,0.0,0.0,0.0,0.0,0.0,2014-11-04,7
19183,19183,0.0,0.0,0.0,0.0,0.0,2014-11-04,8
19184,19184,0.0,0.0,0.0,0.0,0.0,2014-11-04,9
19185,19185,0.0,0.0,0.0,0.0,0.0,2014-11-04,10
19186,19186,0.0,0.0,0.0,0.0,0.0,2014-11-04,11
19187,19187,0.0,0.0,0.0,0.0,0.0,2014-11-04,12
19188,19188,0.0,0.0,0.0,0.0,0.0,2014-11-04,13
19189,19189,0.0,0.0,0.0,0.0,0.0,2014-11-04,14
19190,19190,0.0,0.0,0.0,0.0,0.0,2014-11-04,15
19191,19191,0.0,0.0,0.0,0.0,0.0,2014-11-04,16
19192,19192,0.0,0.0,0.0,0.0,0.0,2014-11-04,17
19193,19193,0.0,0.0,0.0,0.0,0.0,2014-11-04,18
19194,19194,0.0,0.0,0.0,0.0,0.0,2014-11-04,19
19195,19195,0.0,0.0,0.0,0.0,0.0,2014-11-04,20
19196,19196,0.0,0.0,0.0,0.0,0.0,2014-11-04,21
19197,19197,0.0,0.0,0.0,0.0,0.0,2014-11-04,22
19198,19198,0.0,0.0,0.0,0.0,0.0,2014-11-04,23
19199,19199,0.0,0.0,0.0,0.0,0.0,2014-11-05,0
19200,19200,0.0,0.0,0.0,0.0,0.0,2014-11-05,1
19201,19201,0.0,0.0,0.0,0.0,0.0,2014-11-05,2
19202,19202,0.0,0.0,0.0,0.0,0.0,2014-11-05,3
19203,19203,0.0,0.0,0.0,0.0,0.0,2014-11-05,4
19204,19204,0.0,0.0,0.0,0.0,0.0,2014-11-05,5
19205,19205,0.0,0.0,0.0,0.0,0.0,2014-11-05,6
19206,19206,0.0,0.0,0.0,0.0,0.0,2014-11-05,7
19207,19207,0.0,0.0,0.0,0.0,0.0,2014-11-05,8
19208,19208,0.0,0.0,0.0,0.0,0.0,2014-11-05,9
19209,19209,0.0,0.0,0.0,0.0,0.0,2014-11-05,10
19210,19210,0.0,0.0,0.0,0.0,0.0,2014-11-05,11
19211,19211,0.0,0.0,0.0,0.0,0.0,2014-11-05,12
19212,19212,0.0,0.0,0.0,0.0,0.0,2014-11-05,13
19213,19213,0.0,0.0,0.0,0.0,0.0,2014-11-05,14
19214,19214,0.0,0.0,0.0,0.0,0.0,2014-11-05,15
19215,19215,0.0,0.0,0.0,0.0,0.0,2014-11-05,16
19216,19216,0.0,0.0,0.0,0.0,0.0,2014-11-05,17
19217,19217,0.0,0.0,0.0,0.0,0.0,2014-11-05,18
19218,19218,0.0,0.0,0.0,0.0,0.0,2014-11-05,19
19219,19219,0.0,0.0,0.0,0.0,0.0,2014-11-05,20
19220,19220,0.0,0.0,0.0,0.0,0.0,2014-11-05,21
19221,19221,0.0,0.0,0.0,0.0,0.0,2014-11-05,22
19222,19222,0.0,0.0,0.0,0.0,0.0,2014-11-05,23
19223,19223,0.0,0.0,0.0,0.0,0.0,2014-11-06,0
19224,19224,0.0,0.0,0.0,0.0,0.0,2014-11-06,1
19225,19225,0.0,0.0,0.0,0.0,0.0,2014-11-06,2
19226,19226,0.0,0.0,0.0,0.0,0.0,2014-11-06,3
19227,19227,0.0,0.0,0.0,0.0,0.0,2014-11-06,4
19228,19228,0.0,0.0,0.0,0.0,0.0,2014-11-06,5
19229,19229,0.0,0.0,0.0,0.0,0.0,2014-11-06,6
19230,19230,0.0,0.0,0.0,0.0,0.0,2014-11-06,7
19231,19231,0.0,0.0,0.0,0.0,0.0,2014-11-06,8
19232,19232,0.0,0.0,0.0,0.0,0.0,2014-11-06,9
19233,19233,0.0,0.0,0.0,0.0,0.0,2014-11-06,10
19234,19234,0.0,0.0,0.0,0.0,0.0,2014-11-06,11
19235,19235,0.0,0.0,0.0,0.0,0.0,2014-11-06,12
19236,19236,0.0,0.0,0.0,0.0,0.0,2014-11-06,13
19237,19237,0.0,0.0,0.0,0.0,0.0,2014-11-06,14
19238,19238,0.0,0.0,0.0,0.0,0.0,2014-11-06,15
19239,19239,0.0,0.0,0.0,0.0,0.0,2014-11-06,16
19240,19240,0.0,0.0,0.0,0.0,0.0,2014-11-06,17
19241,19241,0.0,0.0,0.0,0.0,0.0,2014-11-06,18
19242,19242,0.0,0.0,0.0,0.0,0.0,2014-11-06,19
19243,19243,0.0,0.0,0.0,0.0,0.0,2014-11-06,20
19244,19244,0.0,0.0,0.0,0.0,0.0,2014-11-06,21
19245,19245,0.0,0.0,0.0,0.0,0.0,2014-11-06,22
19246,19246,0.0,0.0,0.0,0.0,0.0,2014-11-06,23
19247,19247,0.0,0.0,0.0,0.0,0.0,2014-11-07,0
19248,19248,0.0,0.0,0.0,0.0,0.0,2014-11-07,1
19249,19249,0.0,0.0,0.0,0.0,0.0,2014-11-07,2
19250,19250,0.0,0.0,0.0,0.0,0.0,2014-11-07,3
19251,19251,0.0,0.0,0.0,0.0,0.0,2014-11-07,4
19252,19252,0.0,0.0,0.0,0.0,0.0,2014-11-07,5
19253,19253,0.0,0.0,0.0,0.0,0.0,2014-11-07,6
19254,19254,0.0,0.0,0.0,0.0,0.0,2014-11-07,7
19255,19255,0.0,0.0,0.0,0.0,0.0,2014-11-07,8
19256,19256,0.0,0.0,0.0,0.0,0.0,2014-11-07,9
19257,19257,0.0,0.0,0.0,0.0,0.0,2014-11-07,10
19258,19258,0.0,0.0,0.0,0.0,0.0,2014-11-07,11
19259,19259,0.0,0.0,0.0,0.0,0.0,2014-11-07,12
19260,19260,0.0,0.0,0.0,0.0,0.0,2014-11-07,13
19261,19261,0.0,0.0,0.0,0.0,0.0,2014-11-07,14
19262,19262,0.0,0.0,0.0,0.0,0.0,2014-11-07,15
19263,19263,0.0,0.0,0.0,0.0,0.0,2014-11-07,16
19264,19264,0.0,0.0,0.0,0.0,0.0,2014-11-07,17
19265,19265,0.0,0.0,0.0,0.0,0.0,2014-11-07,18
19266,19266,0.0,0.0,0.0,0.0,0.0,2014-11-07,19
19267,19267,0.0,0.0,0.0,0.0,0.0,2014-11-07,20
19268,19268,0.0,0.0,0.0,0.0,0.0,2014-11-07,21
19269,19269,0.0,0.0,0.0,0.0,0.0,2014-11-07,22
19270,19270,0.0,0.0,0.0,0.0,0.0,2014-11-07,23
19271,19271,0.0,0.0,0.0,0.0,0.0,2014-11-08,0
19272,19272,0.0,0.0,0.0,0.0,0.0,2014-11-08,1
19273,19273,0.0,0.0,0.0,0.0,0.0,2014-11-08,2
19274,19274,0.0,0.0,0.0,0.0,0.0,2014-11-08,3
19275,19275,0.0,0.0,0.0,0.0,0.0,2014-11-08,4
19276,19276,0.0,0.0,0.0,0.0,0.0,2014-11-08,5
19277,19277,0.0,0.0,0.0,0.0,0.0,2014-11-08,6
19278,19278,0.0,0.0,0.0,0.0,0.0,2014-11-08,7
19279,19279,0.0,0.0,0.0,0.0,0.0,2014-11-08,8
19280,19280,0.0,0.0,0.0,0.0,0.0,2014-11-08,9
19281,19281,0.0,0.0,0.0,0.0,0.0,2014-11-08,10
19282,19282,0.0,0.0,0.0,0.0,0.0,2014-11-08,11
19283,19283,0.0,0.0,0.0,0.0,0.0,2014-11-08,12
19284,19284,0.0,0.0,0.0,0.0,0.0,2014-11-08,13
19285,19285,0.0,0.0,0.0,0.0,0.0,2014-11-08,14
19286,19286,0.0,0.0,0.0,0.0,0.0,2014-11-08,15
19287,19287,0.0,0.0,0.0,0.0,0.0,2014-11-08,16
19288,19288,0.5,0.5,0.5,0.0,1.0,2014-11-08,17
19289,19289,0.5,0.0,0.5,0.5,1.0,2014-11-08,18
19290,19290,0.5,0.0,0.5,0.0,0.0,2014-11-08,19
19291,19291,0.0,0.0,0.0,0.0,0.5,2014-11-08,20
19292,19292,0.0,0.0,0.0,0.0,0.0,2014-11-08,21
19293,19293,0.0,0.0,0.0,0.0,0.0,2014-11-08,22
19294,19294,0.0,0.0,0.0,0.0,0.0,2014-11-08,23
19295,19295,0.0,0.0,0.0,0.0,0.0,2014-11-09,0
19296,19296,0.0,0.0,0.0,0.0,0.0,2014-11-09,1
19297,19297,0.0,0.0,0.0,0.0,0.0,2014-11-09,2
19298,19298,0.0,0.0,0.0,0.0,0.0,2014-11-09,3
19299,19299,0.0,0.0,0.0,0.0,0.0,2014-11-09,4
19300,19300,0.0,0.0,0.0,0.0,0.0,2014-11-09,5
19301,19301,0.0,0.0,0.0,0.0,0.0,2014-11-09,6
19302,19302,0.0,0.0,0.0,0.0,0.0,2014-11-09,7
19303,19303,0.0,0.0,0.0,0.0,0.0,2014-11-09,8
19304,19304,0.0,0.0,0.0,0.0,0.0,2014-11-09,9
19305,19305,0.0,0.0,0.0,0.0,0.0,2014-11-09,10
19306,19306,0.0,0.0,0.0,0.0,0.0,2014-11-09,11
19307,19307,0.0,0.0,0.0,0.0,0.0,2014-11-09,12
19308,19308,0.0,0.0,0.0,0.0,0.0,2014-11-09,13
19309,19309,0.0,0.0,0.0,0.0,0.0,2014-11-09,14
19310,19310,0.0,0.0,0.0,0.0,0.0,2014-11-09,15
19311,19311,0.0,0.0,0.0,0.0,0.0,2014-11-09,16
19312,19312,0.0,0.0,0.0,0.0,0.0,2014-11-09,17
19313,19313,0.0,0.0,0.0,0.0,0.0,2014-11-09,18
19314,19314,0.0,0.0,0.0,0.0,0.0,2014-11-09,19
19315,19315,0.0,0.0,0.0,0.0,0.0,2014-11-09,20
19316,19316,0.0,0.0,0.0,0.0,0.0,2014-11-09,21
19317,19317,0.0,0.0,0.0,0.0,0.0,2014-11-09,22
19318,19318,0.0,0.0,0.0,0.0,0.0,2014-11-09,23
19319,19319,0.0,0.0,0.0,0.0,0.0,2014-11-10,0
19320,19320,0.0,0.0,0.0,0.0,0.0,2014-11-10,1
19321,19321,0.0,0.0,0.0,0.0,0.0,2014-11-10,2
19322,19322,0.0,0.0,0.0,0.0,0.0,2014-11-10,3
19323,19323,0.0,0.0,0.0,0.0,0.0,2014-11-10,4
19324,19324,0.0,0.0,0.0,0.0,0.0,2014-11-10,5
19325,19325,0.0,0.0,0.0,0.0,0.0,2014-11-10,6
19326,19326,0.0,0.0,0.0,0.0,0.0,2014-11-10,7
19327,19327,0.0,0.0,0.0,0.0,0.0,2014-11-10,8
19328,19328,0.0,0.0,0.0,0.0,0.0,2014-11-10,9
19329,19329,0.0,0.0,0.0,0.0,0.0,2014-11-10,10
19330,19330,0.0,0.0,0.0,0.0,0.0,2014-11-10,11
19331,19331,0.0,0.0,0.0,0.0,0.0,2014-11-10,12
19332,19332,0.0,0.0,0.0,0.0,0.0,2014-11-10,13
19333,19333,0.0,0.0,0.0,0.0,0.0,2014-11-10,14
19334,19334,0.0,0.0,0.0,0.0,0.0,2014-11-10,15
19335,19335,0.0,0.0,0.0,0.0,0.0,2014-11-10,16
19336,19336,0.0,0.0,0.0,0.0,0.0,2014-11-10,17
19337,19337,0.0,0.0,0.0,0.0,0.0,2014-11-10,18
19338,19338,0.0,0.0,0.0,0.0,0.0,2014-11-10,19
19339,19339,0.0,0.0,0.0,0.0,0.0,2014-11-10,20
19340,19340,0.0,0.0,0.0,0.0,0.0,2014-11-10,21
19341,19341,0.0,0.0,0.0,0.0,0.0,2014-11-10,22
19342,19342,0.0,0.0,0.0,0.0,0.0,2014-11-10,23
19343,19343,0.0,0.0,0.0,0.0,0.0,2014-11-11,0
19344,19344,0.0,0.0,0.0,0.0,0.0,2014-11-11,1
19345,19345,0.0,0.0,0.0,0.0,0.0,2014-11-11,2
19346,19346,0.0,0.0,0.0,0.0,0.0,2014-11-11,3
19347,19347,0.0,0.0,0.0,0.0,0.0,2014-11-11,4
19348,19348,0.0,0.0,0.0,0.0,0.0,2014-11-11,5
19349,19349,0.0,0.0,0.0,0.0,0.0,2014-11-11,6
19350,19350,0.0,0.0,0.0,0.0,0.0,2014-11-11,7
19351,19351,0.0,0.0,0.0,0.0,0.0,2014-11-11,8
19352,19352,0.0,0.0,0.0,0.0,0.0,2014-11-11,9
19353,19353,0.0,0.0,0.0,0.0,0.0,2014-11-11,10
19354,19354,0.0,0.0,0.0,0.0,0.0,2014-11-11,11
19355,19355,0.0,0.0,0.0,0.0,0.0,2014-11-11,12
19356,19356,0.0,0.0,0.0,0.0,0.0,2014-11-11,13
19357,19357,0.0,0.0,0.0,0.0,0.0,2014-11-11,14
19358,19358,0.0,0.0,0.0,0.0,0.0,2014-11-11,15
19359,19359,0.0,0.0,0.0,0.0,0.0,2014-11-11,16
19360,19360,0.0,0.0,0.0,0.0,0.0,2014-11-11,17
19361,19361,0.0,0.0,0.0,0.0,0.0,2014-11-11,18
19362,19362,0.0,0.0,0.0,0.0,0.0,2014-11-11,19
19363,19363,0.0,0.0,0.0,0.0,0.0,2014-11-11,20
19364,19364,0.0,0.0,0.0,0.0,0.0,2014-11-11,21
19365,19365,0.0,0.0,0.0,0.0,0.0,2014-11-11,22
19366,19366,0.0,0.0,0.0,0.0,0.0,2014-11-11,23
19367,19367,0.0,0.0,0.0,0.0,0.0,2014-11-12,0
19368,19368,0.0,0.0,0.0,0.0,0.0,2014-11-12,1
19369,19369,0.0,0.0,0.0,0.0,0.0,2014-11-12,2
19370,19370,0.0,0.0,0.0,0.0,0.0,2014-11-12,3
19371,19371,0.0,0.0,0.0,0.0,0.0,2014-11-12,4
19372,19372,0.0,0.0,0.0,0.0,0.0,2014-11-12,5
19373,19373,0.0,0.0,0.0,0.0,0.0,2014-11-12,6
19374,19374,0.0,0.0,0.0,0.0,0.0,2014-11-12,7
19375,19375,0.0,0.5,0.0,0.0,0.0,2014-11-12,8
19376,19376,0.0,0.0,0.0,0.0,0.0,2014-11-12,9
19377,19377,0.0,0.0,0.0,0.0,0.0,2014-11-12,10
19378,19378,0.0,0.0,0.0,0.0,0.0,2014-11-12,11
19379,19379,0.0,0.0,0.0,0.0,0.0,2014-11-12,12
19380,19380,0.0,0.0,0.0,0.0,0.0,2014-11-12,13
19381,19381,0.0,0.0,0.0,0.0,0.0,2014-11-12,14
19382,19382,0.0,0.0,0.0,0.0,0.0,2014-11-12,15
19383,19383,0.0,0.0,0.0,0.0,0.0,2014-11-12,16
19384,19384,0.0,0.0,0.0,0.0,0.0,2014-11-12,17
19385,19385,0.0,0.0,0.0,0.0,0.0,2014-11-12,18
19386,19386,0.0,0.5,0.0,0.0,0.0,2014-11-12,19
19387,19387,0.0,0.0,0.0,0.0,0.0,2014-11-12,20
19388,19388,0.0,0.0,0.0,0.0,0.0,2014-11-12,21
19389,19389,0.0,0.0,0.0,0.0,0.0,2014-11-12,22
19390,19390,0.0,0.0,0.0,0.0,0.0,2014-11-12,23
19391,19391,0.0,0.0,0.0,0.0,0.0,2014-11-13,0
19392,19392,0.0,0.0,0.0,0.0,0.0,2014-11-13,1
19393,19393,0.0,0.0,0.0,0.0,0.0,2014-11-13,2
19394,19394,0.0,0.0,0.0,0.0,0.0,2014-11-13,3
19395,19395,0.0,0.0,0.0,0.0,0.0,2014-11-13,4
19396,19396,0.0,0.0,0.0,0.0,0.0,2014-11-13,5
19397,19397,0.0,0.0,0.0,0.0,0.0,2014-11-13,6
19398,19398,0.0,0.0,0.0,0.0,0.0,2014-11-13,7
19399,19399,0.0,0.0,0.0,0.0,0.0,2014-11-13,8
19400,19400,0.0,0.0,0.0,0.0,0.0,2014-11-13,9
19401,19401,0.0,0.0,0.0,0.0,0.0,2014-11-13,10
19402,19402,0.0,0.0,0.0,0.0,0.0,2014-11-13,11
19403,19403,0.0,0.0,0.0,0.0,0.0,2014-11-13,12
19404,19404,0.0,0.0,0.0,0.0,0.0,2014-11-13,13
19405,19405,0.0,0.0,0.0,0.0,0.0,2014-11-13,14
