,Unnamed: 단위(mm),길곡강수량,대병강수량,창녕강수량,창덕강수량,함안강수량,date,time
0,0,0.0,0.0,0.0,0.0,0.0,2012-08-27,1
1,1,0.0,0.0,0.0,0.0,0.0,2012-08-27,2
2,2,0.0,0.0,0.0,0.0,0.0,2012-08-27,3
3,3,0.0,0.0,0.0,0.0,0.0,2012-08-27,4
4,4,0.0,0.0,0.0,0.0,0.0,2012-08-27,5
5,5,0.0,0.0,0.0,0.0,0.0,2012-08-27,6
6,6,0.0,0.0,0.0,0.0,0.0,2012-08-27,7
7,7,0.0,0.0,0.0,0.0,0.0,2012-08-27,8
8,8,0.0,0.0,0.0,0.0,0.0,2012-08-27,9
9,9,0.0,0.0,0.0,0.0,0.0,2012-08-27,10
10,10,0.0,0.0,0.0,0.0,0.0,2012-08-27,11
11,11,0.0,0.0,0.0,0.0,0.0,2012-08-27,12
12,12,0.0,0.0,0.0,0.0,0.0,2012-08-27,13
13,13,0.0,0.0,0.0,0.0,0.0,2012-08-27,14
14,14,0.0,0.0,0.0,0.0,0.0,2012-08-27,15
15,15,0.0,0.0,0.0,0.0,0.0,2012-08-27,16
16,16,1.0,0.0,0.0,0.0,0.0,2012-08-27,17
17,17,0.5,0.0,0.0,0.0,0.0,2012-08-27,18
18,18,0.5,0.0,0.0,0.5,0.0,2012-08-27,19
19,19,0.0,0.0,0.0,0.0,0.0,2012-08-27,20
20,20,0.0,0.0,0.0,0.0,0.0,2012-08-27,21
21,21,0.0,0.0,0.0,0.0,0.0,2012-08-27,22
22,22,0.0,0.0,0.0,0.0,0.0,2012-08-27,23
23,23,0.0,0.0,0.0,0.0,1.0,2012-08-28,0
24,24,1.0,5.0,0.5,1.5,6.5,2012-08-28,1
25,25,2.5,6.0,3.0,4.0,4.0,2012-08-28,2
26,26,2.5,4.0,1.5,3.0,2.0,2012-08-28,3
27,27,1.5,2.0,1.5,1.0,1.5,2012-08-28,4
28,28,0.5,2.0,0.0,0.5,1.0,2012-08-28,5
29,29,8.0,17.0,3.0,2.0,6.0,2012-08-28,6
30,30,0.5,5.5,4.5,1.0,4.5,2012-08-28,7
31,31,0.0,13.0,2.0,0.5,6.0,2012-08-28,8
32,32,6.0,4.0,6.0,9.0,11.5,2012-08-28,9
33,33,7.5,1.5,5.5,9.0,6.0,2012-08-28,10
34,34,7.5,8.5,4.5,1.5,1.5,2012-08-28,11
35,35,3.5,2.0,2.5,0.5,2.5,2012-08-28,12
36,36,3.0,1.5,0.0,2.0,2.5,2012-08-28,13
37,37,1.5,2.0,0.5,0.0,0.0,2012-08-28,14
38,38,0.5,2.0,0.5,1.0,0.5,2012-08-28,15
39,39,0.0,2.5,0.5,0.0,0.5,2012-08-28,16
40,40,0.0,3.0,0.0,0.0,0.0,2012-08-28,17
41,41,0.0,2.0,0.0,0.0,0.0,2012-08-28,18
42,42,0.0,1.5,0.0,0.0,0.0,2012-08-28,19
43,43,0.0,1.0,0.0,0.0,0.0,2012-08-28,20
44,44,0.0,0.0,0.0,0.0,0.0,2012-08-28,21
45,45,0.0,0.0,0.0,0.0,0.0,2012-08-28,22
46,46,0.0,0.5,0.0,0.0,0.0,2012-08-28,23
47,47,0.0,0.0,0.0,0.0,0.0,2012-08-29,0
48,48,0.0,0.0,0.0,0.0,0.0,2012-08-29,1
49,49,0.0,0.0,0.0,0.0,0.0,2012-08-29,2
50,50,0.0,0.0,0.0,0.0,0.0,2012-08-29,3
51,51,0.0,0.0,0.0,0.0,0.0,2012-08-29,4
52,52,0.0,0.0,0.0,0.0,0.0,2012-08-29,5
53,53,0.0,0.0,0.0,0.0,0.0,2012-08-29,6
54,54,0.0,0.0,0.0,0.0,0.0,2012-08-29,7
55,55,0.0,0.0,0.0,0.0,0.0,2012-08-29,8
56,56,0.0,0.0,0.0,0.0,0.0,2012-08-29,9
57,57,0.0,0.0,0.0,0.0,0.0,2012-08-29,10
58,58,0.0,0.0,0.0,0.0,0.0,2012-08-29,11
59,59,0.0,0.0,0.0,0.0,0.0,2012-08-29,12
60,60,0.0,0.0,0.0,0.0,0.0,2012-08-29,13
61,61,0.0,0.0,0.0,0.0,0.0,2012-08-29,14
62,62,0.0,0.0,0.0,0.0,0.0,2012-08-29,15
63,63,0.0,0.0,0.0,0.0,0.0,2012-08-29,16
64,64,0.0,0.0,0.0,0.0,0.0,2012-08-29,17
65,65,0.0,0.0,0.0,0.0,0.0,2012-08-29,18
66,66,0.0,0.0,0.0,0.0,0.0,2012-08-29,19
67,67,0.0,0.0,0.0,0.0,0.0,2012-08-29,20
68,68,0.0,0.0,0.0,0.0,0.0,2012-08-29,21
69,69,0.0,0.0,0.0,0.0,0.0,2012-08-29,22
70,70,0.0,0.0,0.0,0.0,0.0,2012-08-29,23
71,71,0.0,0.0,0.0,0.0,0.0,2012-08-30,0
72,72,0.0,0.0,0.0,0.0,0.0,2012-08-30,1
73,73,0.0,0.0,0.0,0.0,0.0,2012-08-30,2
74,74,0.0,0.0,0.0,0.0,0.0,2012-08-30,3
75,75,2.5,3.5,0.5,0.5,0.0,2012-08-30,4
76,76,0.0,1.0,0.0,0.0,0.0,2012-08-30,5
77,77,1.0,0.0,0.5,0.0,0.0,2012-08-30,6
78,78,13.5,5.5,7.5,2.0,1.0,2012-08-30,7
79,79,1.5,6.5,10.0,10.5,4.5,2012-08-30,8
80,80,1.5,0.5,2.5,4.0,1.0,2012-08-30,9
81,81,0.0,0.5,0.0,2.5,0.0,2012-08-30,10
82,82,0.0,4.0,0.0,0.5,2.5,2012-08-30,11
83,83,0.5,3.0,1.0,1.0,1.0,2012-08-30,12
84,84,0.0,1.0,0.0,0.0,0.0,2012-08-30,13
85,85,0.0,4.0,0.0,0.5,0.0,2012-08-30,14
86,86,0.0,6.0,0.0,0.5,0.0,2012-08-30,15
87,87,0.0,0.0,0.0,0.5,0.0,2012-08-30,16
88,88,0.0,2.5,0.0,0.5,0.0,2012-08-30,17
89,89,0.0,0.0,0.0,0.0,0.0,2012-08-30,18
90,90,0.0,0.0,0.0,0.0,0.0,2012-08-30,19
91,91,0.0,0.0,0.0,0.0,0.0,2012-08-30,20
92,92,0.0,0.0,0.0,0.0,0.0,2012-08-30,21
93,93,0.0,0.0,0.0,0.0,0.0,2012-08-30,22
94,94,0.0,0.0,0.0,0.0,0.0,2012-08-30,23
95,95,0.0,0.0,0.0,0.0,0.0,2012-08-31,0
96,96,0.0,0.0,0.0,0.0,0.0,2012-08-31,1
97,97,0.0,0.0,0.0,0.0,0.0,2012-08-31,2
98,98,0.0,0.0,0.0,0.0,0.0,2012-08-31,3
99,99,0.0,0.0,0.0,0.0,0.0,2012-08-31,4
100,100,0.0,0.0,0.0,0.0,0.0,2012-08-31,5
101,101,0.0,0.0,0.0,0.0,0.0,2012-08-31,6
102,102,0.0,0.0,0.0,0.0,0.0,2012-08-31,7
103,103,0.0,0.0,0.0,0.0,0.0,2012-08-31,8
104,104,0.0,0.0,0.0,0.0,0.0,2012-08-31,9
105,105,0.0,0.0,0.0,0.0,0.0,2012-08-31,10
106,106,0.0,0.0,0.0,0.0,0.0,2012-08-31,11
107,107,0.0,0.0,0.0,0.0,0.0,2012-08-31,12
108,108,0.0,0.0,0.0,0.0,0.0,2012-08-31,13
109,109,0.0,0.0,0.0,0.0,0.0,2012-08-31,14
110,110,0.0,0.0,0.0,0.0,0.0,2012-08-31,15
111,111,0.0,0.0,0.0,0.0,0.0,2012-08-31,16
112,112,0.0,0.0,0.0,0.0,0.0,2012-08-31,17
113,113,0.0,0.0,0.0,0.0,0.0,2012-08-31,18
114,114,0.0,0.0,0.0,0.0,0.0,2012-08-31,19
115,115,0.0,0.0,0.0,0.0,0.0,2012-08-31,20
116,116,0.0,0.0,0.0,0.0,0.0,2012-08-31,21
117,117,0.0,0.0,0.0,0.5,0.0,2012-08-31,22
118,118,0.0,0.0,0.0,0.0,0.0,2012-08-31,23
119,119,0.0,0.0,0.0,0.0,0.0,2012-09-01,0
120,120,0.0,0.0,0.0,0.0,0.0,2012-09-01,1
121,121,0.0,0.0,0.0,0.0,0.0,2012-09-01,2
122,122,0.0,0.0,0.0,0.0,0.0,2012-09-01,3
123,123,0.0,0.0,0.0,0.0,0.0,2012-09-01,4
124,124,0.0,0.0,0.0,0.0,0.0,2012-09-01,5
125,125,0.0,0.0,0.0,0.0,0.0,2012-09-01,6
126,126,0.0,0.0,0.0,0.0,0.0,2012-09-01,7
127,127,0.0,0.0,0.0,0.0,0.0,2012-09-01,8
128,128,0.0,0.0,0.0,0.0,0.0,2012-09-01,9
129,129,0.0,0.0,0.0,0.0,0.0,2012-09-01,10
130,130,0.0,0.0,0.0,0.0,0.0,2012-09-01,11
131,131,0.0,0.0,0.0,0.0,0.0,2012-09-01,12
132,132,0.0,0.0,0.0,0.0,0.0,2012-09-01,13
133,133,0.0,0.0,0.0,0.0,0.0,2012-09-01,14
134,134,0.0,0.0,0.0,0.0,0.0,2012-09-01,15
135,135,0.0,0.0,0.0,0.0,0.0,2012-09-01,16
136,136,0.0,0.0,0.0,0.0,0.0,2012-09-01,17
137,137,0.0,0.0,0.0,0.0,0.0,2012-09-01,18
138,138,0.0,0.0,0.0,0.0,0.0,2012-09-01,19
139,139,0.0,0.0,0.0,0.0,0.0,2012-09-01,20
140,140,0.0,0.0,0.0,0.0,0.0,2012-09-01,21
141,141,0.0,0.0,0.0,0.0,0.0,2012-09-01,22
142,142,0.0,0.0,0.0,0.0,0.0,2012-09-01,23
143,143,0.0,0.0,0.0,0.0,0.0,2012-09-02,0
144,144,0.0,0.0,0.0,0.0,0.0,2012-09-02,1
145,145,0.0,0.0,0.0,0.0,0.0,2012-09-02,2
146,146,0.0,0.0,0.0,0.0,0.0,2012-09-02,3
147,147,0.0,0.0,0.0,0.0,0.0,2012-09-02,4
148,148,0.0,0.0,0.0,0.0,0.0,2012-09-02,5
149,149,0.0,0.0,0.0,0.0,0.0,2012-09-02,6
150,150,0.0,0.0,0.0,0.0,0.0,2012-09-02,7
151,151,0.0,0.0,0.0,0.0,0.0,2012-09-02,8
152,152,0.0,0.0,0.0,0.0,0.0,2012-09-02,9
153,153,0.0,0.0,0.0,0.0,0.0,2012-09-02,10
154,154,0.0,0.0,0.0,0.0,0.0,2012-09-02,11
155,155,0.0,0.0,0.0,0.0,0.0,2012-09-02,12
156,156,0.0,0.0,0.0,0.0,0.0,2012-09-02,13
157,157,0.0,0.0,0.0,0.0,0.0,2012-09-02,14
158,158,0.0,0.0,0.0,0.0,0.0,2012-09-02,15
159,159,0.0,0.0,0.0,0.0,0.0,2012-09-02,16
160,160,0.0,0.0,0.0,0.0,0.0,2012-09-02,17
161,161,0.0,0.0,0.0,0.0,0.0,2012-09-02,18
162,162,0.0,0.0,0.0,0.0,0.0,2012-09-02,19
163,163,0.0,0.0,0.0,0.0,0.0,2012-09-02,20
164,164,0.0,0.0,0.0,0.0,0.0,2012-09-02,21
165,165,0.0,0.0,0.0,0.0,0.0,2012-09-02,22
166,166,0.0,0.0,0.0,0.0,0.0,2012-09-02,23
167,167,0.0,0.0,0.0,0.0,0.0,2012-09-03,0
168,168,0.0,0.0,0.0,0.0,0.0,2012-09-03,1
169,169,0.0,0.0,0.0,0.0,0.0,2012-09-03,2
170,170,0.0,0.0,0.0,0.0,0.0,2012-09-03,3
171,171,0.0,0.0,0.0,0.0,0.0,2012-09-03,4
172,172,0.0,0.0,0.0,0.0,0.0,2012-09-03,5
173,173,0.0,0.0,0.0,0.0,0.0,2012-09-03,6
174,174,0.0,0.0,0.0,0.0,0.0,2012-09-03,7
175,175,0.0,0.0,0.0,0.0,0.0,2012-09-03,8
176,176,0.0,0.0,0.0,0.0,0.0,2012-09-03,9
177,177,0.0,0.0,0.0,0.0,0.0,2012-09-03,10
178,178,0.0,0.0,0.0,0.0,0.0,2012-09-03,11
179,179,0.0,0.0,0.0,0.0,0.0,2012-09-03,12
180,180,0.0,0.0,0.0,0.0,0.0,2012-09-03,13
181,181,0.0,0.0,0.0,0.0,0.0,2012-09-03,14
182,182,0.0,0.0,0.0,0.0,0.0,2012-09-03,15
183,183,0.0,0.0,0.0,0.0,0.0,2012-09-03,16
184,184,0.0,0.0,0.0,0.0,0.0,2012-09-03,17
185,185,0.0,0.0,0.0,0.0,0.0,2012-09-03,18
186,186,0.0,0.0,0.0,0.0,0.0,2012-09-03,19
187,187,0.0,0.0,0.0,0.0,0.0,2012-09-03,20
188,188,0.0,0.0,0.0,0.0,0.0,2012-09-03,21
189,189,0.0,0.0,0.0,0.0,0.0,2012-09-03,22
190,190,0.0,0.0,0.0,0.0,0.0,2012-09-03,23
191,191,0.0,0.0,0.0,0.0,0.0,2012-09-04,0
192,192,0.0,0.0,0.0,0.0,0.0,2012-09-04,1
193,193,0.0,0.0,0.0,0.0,0.0,2012-09-04,2
194,194,0.0,0.0,0.0,0.0,0.0,2012-09-04,3
195,195,0.0,0.0,0.0,0.0,0.0,2012-09-04,4
196,196,0.0,0.0,0.0,0.0,0.0,2012-09-04,5
197,197,0.0,0.0,0.0,0.0,0.0,2012-09-04,6
198,198,0.0,0.0,0.0,0.0,0.0,2012-09-04,7
199,199,0.0,1.5,0.0,0.0,0.0,2012-09-04,8
200,200,0.0,0.0,1.0,1.0,0.0,2012-09-04,9
201,201,2.5,0.0,3.0,0.5,2.5,2012-09-04,10
202,202,1.0,0.0,0.0,0.0,0.5,2012-09-04,11
203,203,0.0,0.0,0.0,0.0,1.0,2012-09-04,12
204,204,17.5,0.0,0.0,0.0,0.5,2012-09-04,13
205,205,0.0,0.0,0.0,0.0,0.0,2012-09-04,14
206,206,0.0,0.0,0.0,0.0,0.0,2012-09-04,15
207,207,0.0,0.5,0.0,0.0,0.0,2012-09-04,16
208,208,0.0,3.5,0.0,0.0,0.0,2012-09-04,17
209,209,0.0,0.0,0.0,0.0,0.0,2012-09-04,18
210,210,0.0,0.0,0.0,0.0,0.0,2012-09-04,19
211,211,0.0,2.5,0.0,0.0,0.0,2012-09-04,20
212,212,0.0,0.0,0.0,0.0,0.0,2012-09-04,21
213,213,0.0,0.0,0.0,0.0,0.0,2012-09-04,22
214,214,0.0,0.5,0.0,0.0,0.0,2012-09-04,23
215,215,0.0,0.0,0.0,0.0,0.0,2012-09-05,0
216,216,0.0,0.0,0.0,0.0,0.0,2012-09-05,1
217,217,0.0,0.0,0.0,0.0,0.0,2012-09-05,2
218,218,0.0,0.0,0.0,0.0,0.0,2012-09-05,3
219,219,0.0,0.0,0.0,0.0,0.0,2012-09-05,4
220,220,0.0,7.5,0.0,7.5,6.0,2012-09-05,5
221,221,6.0,0.0,11.5,3.0,1.5,2012-09-05,6
222,222,0.5,0.0,0.0,0.5,0.0,2012-09-05,7
223,223,0.0,0.0,0.0,0.0,0.0,2012-09-05,8
224,224,0.0,0.0,0.0,0.0,0.0,2012-09-05,9
225,225,0.0,0.0,0.0,0.0,0.0,2012-09-05,10
226,226,0.0,0.0,0.0,0.0,0.0,2012-09-05,11
227,227,0.0,0.0,0.0,0.0,0.0,2012-09-05,12
228,228,0.0,0.0,0.0,0.0,0.0,2012-09-05,13
229,229,0.0,0.0,0.0,0.0,0.0,2012-09-05,14
230,230,0.0,0.0,0.0,0.0,0.0,2012-09-05,15
231,231,0.0,0.0,0.0,0.0,0.0,2012-09-05,16
232,232,0.0,0.0,0.0,0.0,0.0,2012-09-05,17
233,233,0.0,0.0,0.0,0.0,0.0,2012-09-05,18
234,234,0.0,0.0,0.0,0.0,0.0,2012-09-05,19
235,235,0.0,0.0,0.0,0.0,0.0,2012-09-05,20
236,236,0.0,0.0,0.0,0.0,0.0,2012-09-05,21
237,237,0.0,0.0,0.0,0.0,0.0,2012-09-05,22
238,238,0.0,0.0,0.0,0.0,0.0,2012-09-05,23
239,239,0.0,0.0,0.0,0.0,0.0,2012-09-06,0
240,240,0.0,0.0,0.0,0.0,0.0,2012-09-06,1
241,241,0.0,0.0,0.0,0.0,0.0,2012-09-06,2
242,242,0.0,0.0,0.0,0.0,0.0,2012-09-06,3
243,243,0.0,0.0,0.0,0.0,0.0,2012-09-06,4
244,244,0.0,0.0,0.0,0.0,0.0,2012-09-06,5
245,245,0.0,0.0,0.0,0.0,0.0,2012-09-06,6
246,246,0.0,0.0,0.0,0.0,0.0,2012-09-06,7
247,247,0.0,0.0,0.0,0.0,0.0,2012-09-06,8
248,248,0.0,0.0,0.0,0.0,0.0,2012-09-06,9
249,249,0.0,0.0,0.0,0.0,0.0,2012-09-06,10
250,250,0.0,0.0,0.0,0.0,0.0,2012-09-06,11
251,251,0.0,0.0,0.0,0.0,0.0,2012-09-06,12
252,252,0.0,0.0,0.0,0.0,0.0,2012-09-06,13
253,253,0.0,0.0,0.0,0.0,0.0,2012-09-06,14
254,254,0.0,0.0,0.0,0.0,0.0,2012-09-06,15
255,255,0.0,0.0,0.0,0.0,0.0,2012-09-06,16
256,256,0.0,0.0,0.0,0.0,0.0,2012-09-06,17
257,257,0.0,0.0,0.0,0.0,0.0,2012-09-06,18
258,258,0.0,0.0,0.0,0.0,0.0,2012-09-06,19
259,259,0.0,0.0,0.0,0.0,0.0,2012-09-06,20
260,260,0.0,0.0,0.0,0.0,0.0,2012-09-06,21
261,261,0.0,0.0,0.0,0.0,0.0,2012-09-06,22
262,262,0.0,0.0,0.0,0.0,0.0,2012-09-06,23
263,263,0.0,0.0,0.0,0.0,0.0,2012-09-07,0
264,264,0.0,0.0,0.0,0.0,0.0,2012-09-07,1
265,265,0.0,0.0,0.0,0.0,0.0,2012-09-07,2
266,266,0.0,0.0,0.0,0.0,0.0,2012-09-07,3
267,267,0.0,0.0,0.0,0.0,0.0,2012-09-07,4
268,268,0.0,0.0,0.0,0.0,0.0,2012-09-07,5
269,269,0.0,0.0,0.0,0.0,0.0,2012-09-07,6
270,270,0.0,0.0,0.0,0.0,0.0,2012-09-07,7
271,271,0.0,0.0,0.0,0.0,0.0,2012-09-07,8
272,272,0.0,0.0,0.0,0.0,0.0,2012-09-07,9
273,273,0.0,0.0,0.0,0.0,0.0,2012-09-07,10
274,274,0.0,0.0,0.0,0.0,0.0,2012-09-07,11
275,275,0.0,0.0,0.0,0.0,0.0,2012-09-07,12
276,276,0.0,0.0,0.0,0.0,0.0,2012-09-07,13
277,277,0.0,0.0,0.0,0.0,0.0,2012-09-07,14
278,278,0.0,0.0,0.0,0.0,0.0,2012-09-07,15
279,279,0.0,0.0,0.0,0.0,0.0,2012-09-07,16
280,280,0.0,0.0,0.0,0.0,0.0,2012-09-07,17
281,281,0.0,0.0,0.0,0.0,0.0,2012-09-07,18
282,282,0.0,0.0,0.0,0.0,0.0,2012-09-07,19
283,283,0.0,0.0,0.0,0.0,0.0,2012-09-07,20
284,284,0.0,0.0,0.0,0.0,0.0,2012-09-07,21
285,285,0.0,1.0,0.0,0.0,0.0,2012-09-07,22
286,286,0.0,2.5,0.0,0.0,0.0,2012-09-07,23
287,287,0.0,8.5,0.0,0.0,0.0,2012-09-08,0
288,288,1.0,19.0,0.0,1.0,0.0,2012-09-08,1
289,289,0.5,8.0,0.5,21.5,0.0,2012-09-08,2
290,290,0.5,6.5,7.5,52.0,1.0,2012-09-08,3
291,291,49.5,3.5,44.0,17.5,43.5,2012-09-08,4
292,292,17.5,1.0,11.0,1.0,13.5,2012-09-08,5
293,293,6.5,0.0,0.5,0.0,2.5,2012-09-08,6
294,294,1.5,0.0,0.0,0.0,0.0,2012-09-08,7
295,295,0.0,0.0,0.0,0.0,0.0,2012-09-08,8
296,296,0.0,0.0,0.0,0.0,0.0,2012-09-08,9
297,297,0.0,0.0,0.0,0.0,0.0,2012-09-08,10
298,298,0.0,0.0,0.0,0.0,0.0,2012-09-08,11
299,299,0.0,0.0,0.0,0.0,0.0,2012-09-08,12
300,300,0.0,0.0,0.0,0.0,0.0,2012-09-08,13
301,301,0.0,0.0,0.0,0.0,0.0,2012-09-08,14
302,302,0.0,0.0,0.0,0.0,0.0,2012-09-08,15
303,303,0.0,0.0,0.0,0.0,0.0,2012-09-08,16
304,304,0.0,0.0,0.0,0.0,0.0,2012-09-08,17
305,305,0.0,0.0,0.0,0.0,0.0,2012-09-08,18
306,306,0.0,0.0,0.0,0.0,0.0,2012-09-08,19
307,307,0.0,0.0,0.0,0.0,0.0,2012-09-08,20
308,308,0.0,0.0,0.0,0.0,0.0,2012-09-08,21
309,309,0.0,0.0,0.0,0.0,0.0,2012-09-08,22
310,310,0.0,0.0,0.0,0.0,0.0,2012-09-08,23
311,311,0.0,0.0,0.0,0.0,0.0,2012-09-09,0
312,312,0.0,0.0,0.0,0.0,0.0,2012-09-09,1
313,313,0.0,0.0,0.0,0.0,0.0,2012-09-09,2
314,314,0.0,0.0,0.0,0.0,0.0,2012-09-09,3
315,315,0.0,0.0,0.0,0.0,0.0,2012-09-09,4
316,316,0.0,0.0,0.0,0.0,0.0,2012-09-09,5
317,317,0.0,0.0,0.0,0.0,0.0,2012-09-09,6
318,318,0.0,0.0,0.0,0.0,0.0,2012-09-09,7
319,319,0.0,2.0,0.0,0.0,0.5,2012-09-09,8
320,320,0.0,1.0,2.0,3.0,0.5,2012-09-09,9
321,321,3.0,1.0,1.0,1.0,4.5,2012-09-09,10
322,322,2.0,1.0,1.0,1.0,1.5,2012-09-09,11
323,323,0.5,0.0,0.5,0.0,0.5,2012-09-09,12
324,324,0.0,0.0,0.0,0.0,0.0,2012-09-09,13
325,325,0.0,0.0,0.0,0.0,0.0,2012-09-09,14
326,326,0.5,0.5,0.0,0.5,1.5,2012-09-09,15
327,327,3.0,1.0,2.0,1.5,2.5,2012-09-09,16
328,328,1.5,1.0,2.5,1.0,1.0,2012-09-09,17
329,329,0.5,0.5,0.5,0.5,0.5,2012-09-09,18
330,330,0.5,0.0,0.5,0.0,0.0,2012-09-09,19
331,331,0.0,0.0,0.0,0.0,0.5,2012-09-09,20
332,332,0.0,0.0,0.0,0.0,0.0,2012-09-09,21
333,333,0.0,0.0,0.0,0.0,0.0,2012-09-09,22
334,334,0.0,0.0,0.5,0.0,0.0,2012-09-09,23
335,335,0.5,3.5,1.0,1.0,0.0,2012-09-10,0
336,336,0.5,4.0,6.0,6.5,3.5,2012-09-10,1
337,337,12.0,1.0,2.0,3.0,7.0,2012-09-10,2
338,338,1.0,0.5,0.5,0.5,1.5,2012-09-10,3
339,339,1.5,2.5,5.0,2.5,2.5,2012-09-10,4
340,340,2.5,2.0,4.5,2.0,5.0,2012-09-10,5
341,341,10.0,2.0,5.0,5.0,9.0,2012-09-10,6
342,342,2.5,0.5,1.0,1.5,0.5,2012-09-10,7
343,343,1.0,0.0,0.5,2.0,1.0,2012-09-10,8
344,344,0.5,0.0,0.5,0.5,0.0,2012-09-10,9
345,345,0.0,0.0,0.0,0.0,0.0,2012-09-10,10
346,346,0.0,0.0,0.0,0.0,0.0,2012-09-10,11
347,347,0.0,0.0,0.0,0.0,0.0,2012-09-10,12
348,348,0.0,0.0,0.0,0.0,0.0,2012-09-10,13
349,349,0.0,0.0,0.0,0.0,0.0,2012-09-10,14
350,350,0.0,0.0,0.0,0.0,0.0,2012-09-10,15
351,351,0.0,0.0,0.0,0.0,0.0,2012-09-10,16
352,352,0.0,0.0,0.0,0.0,0.0,2012-09-10,17
353,353,0.0,0.0,0.0,0.0,0.0,2012-09-10,18
354,354,0.0,0.0,0.0,0.0,0.0,2012-09-10,19
355,355,0.0,0.0,0.0,0.0,0.0,2012-09-10,20
356,356,0.0,0.0,0.0,0.0,0.0,2012-09-10,21
357,357,0.0,0.0,0.0,0.0,0.0,2012-09-10,22
358,358,0.0,0.0,0.0,0.0,0.0,2012-09-10,23
359,359,0.0,0.0,0.0,0.0,0.0,2012-09-11,0
360,360,0.0,0.0,0.0,0.0,0.0,2012-09-11,1
361,361,0.0,0.0,0.0,0.0,0.0,2012-09-11,2
362,362,0.0,0.0,0.0,0.0,0.0,2012-09-11,3
363,363,0.0,0.0,0.0,0.0,0.0,2012-09-11,4
364,364,0.0,0.0,0.0,0.0,0.0,2012-09-11,5
365,365,0.0,0.0,0.0,0.0,0.0,2012-09-11,6
366,366,0.0,0.0,0.0,0.0,0.0,2012-09-11,7
367,367,0.0,0.0,0.0,0.0,0.0,2012-09-11,8
368,368,0.0,0.0,0.0,0.0,0.0,2012-09-11,9
369,369,0.0,0.0,0.0,0.0,0.0,2012-09-11,10
370,370,0.0,0.0,0.0,0.0,0.0,2012-09-11,11
371,371,0.0,0.0,0.0,0.0,0.0,2012-09-11,12
372,372,0.0,0.0,0.0,0.0,0.0,2012-09-11,13
373,373,0.0,0.0,0.0,0.0,0.0,2012-09-11,14
374,374,0.0,0.0,0.0,0.0,0.0,2012-09-11,15
375,375,0.0,0.0,0.0,0.0,0.0,2012-09-11,16
376,376,0.0,0.0,0.0,0.0,0.0,2012-09-11,17
377,377,0.0,0.0,0.0,0.0,0.0,2012-09-11,18
378,378,0.0,0.0,0.0,0.0,0.0,2012-09-11,19
379,379,0.0,0.0,0.0,0.0,0.0,2012-09-11,20
380,380,0.0,0.0,0.0,0.0,0.0,2012-09-11,21
381,381,0.0,0.0,0.0,0.0,0.0,2012-09-11,22
382,382,0.0,0.0,0.0,0.0,0.0,2012-09-11,23
383,383,0.0,0.0,0.0,0.0,0.0,2012-09-12,0
384,384,0.0,0.0,0.0,0.0,0.0,2012-09-12,1
385,385,0.0,0.0,0.0,0.0,0.0,2012-09-12,2
386,386,0.0,0.0,0.0,0.0,0.0,2012-09-12,3
387,387,0.0,0.0,0.0,0.0,0.0,2012-09-12,4
388,388,0.0,0.0,0.0,0.0,0.0,2012-09-12,5
389,389,0.0,0.0,0.0,0.0,0.0,2012-09-12,6
390,390,0.0,0.0,0.0,0.0,0.0,2012-09-12,7
391,391,0.0,0.0,0.0,0.0,0.0,2012-09-12,8
392,392,0.0,0.0,0.0,0.0,0.0,2012-09-12,9
393,393,0.0,0.0,0.0,0.0,0.0,2012-09-12,10
394,394,0.0,0.0,0.0,0.0,0.0,2012-09-12,11
395,395,0.0,0.0,0.0,0.0,0.0,2012-09-12,12
396,396,0.0,0.0,0.0,0.0,0.0,2012-09-12,13
397,397,0.0,0.0,0.0,0.0,0.0,2012-09-12,14
398,398,0.0,0.0,0.0,0.0,0.0,2012-09-12,15
399,399,0.0,0.0,0.0,0.0,0.0,2012-09-12,16
400,400,0.0,0.0,0.0,0.0,0.0,2012-09-12,17
401,401,0.0,0.0,0.0,0.0,0.0,2012-09-12,18
402,402,0.0,0.0,0.0,0.0,0.0,2012-09-12,19
403,403,0.0,0.0,0.0,0.0,0.0,2012-09-12,20
404,404,0.0,0.0,0.0,0.0,0.0,2012-09-12,21
405,405,0.0,0.0,0.0,0.0,0.0,2012-09-12,22
406,406,0.0,0.0,0.0,0.0,0.0,2012-09-12,23
407,407,0.0,0.0,0.0,0.0,0.0,2012-09-13,0
408,408,0.0,0.0,0.0,0.0,0.0,2012-09-13,1
409,409,0.0,0.0,0.0,0.0,0.0,2012-09-13,2
410,410,0.0,0.0,0.0,0.0,0.0,2012-09-13,3
411,411,0.0,0.0,0.0,0.0,0.0,2012-09-13,4
412,412,0.0,0.0,0.0,0.0,0.0,2012-09-13,5
413,413,0.0,0.0,0.0,0.0,0.0,2012-09-13,6
414,414,0.0,0.0,0.0,0.0,0.0,2012-09-13,7
415,415,0.0,0.0,0.0,0.0,0.0,2012-09-13,8
416,416,0.0,0.0,0.0,0.0,0.0,2012-09-13,9
417,417,0.0,0.0,0.0,0.0,0.0,2012-09-13,10
418,418,0.0,0.0,0.0,0.0,0.0,2012-09-13,11
419,419,0.0,0.0,0.0,0.0,0.0,2012-09-13,12
420,420,0.0,0.0,0.0,0.0,0.0,2012-09-13,13
421,421,0.0,0.0,0.0,0.0,0.0,2012-09-13,14
