,수위,총유입량,총방류량
16067,5.23,219.033,219.033
16068,5.23,218.607,218.607
16069,5.22,137.804,170.776
16070,5.22,119.522,119.522
16071,5.22,94.843,94.843
16072,5.22,94.582,94.582
16073,5.22,94.585,94.585
16074,5.23,128.229,95.257
16075,5.23,101.332,101.332
16076,5.24,139.88,106.88
16077,5.25,146.303,113.331
16078,5.25,152.868,152.868
16079,5.26,192.435,159.463
16080,5.26,159.738,159.738
16081,5.25,126.886,159.858
16082,5.26,193.352,160.38
16083,5.26,160.548,160.548
16084,5.26,160.309,160.309
16085,5.26,161.568,161.568
16086,5.26,197.366,197.366
16087,5.26,200.333,200.333
16088,5.25,167.358,200.33
16089,5.26,233.138,200.166
16090,5.26,198.94,198.94
16091,5.26,198.653,198.653
16092,5.25,294.564,327.536
16093,5.23,350.613,416.585
16094,5.25,542.197,476.225
16095,5.26,540.558,507.586
16096,5.23,445.51,544.454
16097,5.16,319.234,550.123
16098,5.1,326.142,524.031
16099,5.13,570.576,471.632
16100,5.15,549.289,483.317
16101,5.17,558.357,492.385
16102,5.18,532.208,499.236
16103,5.19,537.788,504.788
16104,5.19,507.297,507.297
16105,5.12,230.878,461.767
16106,5.09,250.862,349.806
16107,5.09,298.895,298.895
16108,5.11,361.896,295.952
16109,5.11,298.733,298.733
16110,5.1,187.294,220.266
16111,5.11,166.487,133.515
16112,5.11,34.192,34.192
16113,5.1,0.0,30.752
16114,5.1,29.29,29.29
16115,5.1,29.29,29.29
16116,5.1,29.29,29.29
16117,5.1,29.29,29.29
16118,5.1,29.29,29.29
16119,5.11,67.422,34.45
16120,5.12,69.428,36.428
16121,5.12,39.524,39.524
16122,5.13,73.872,40.9
16123,5.13,44.598,44.598
16124,5.14,80.092,47.092
16125,5.14,49.93,49.93
16126,5.15,85.568,52.596
16127,5.15,55.09,55.09
16128,5.16,88.922,55.95
16129,5.15,47.949,80.921
16130,5.16,130.56,97.588
16131,5.16,97.936,97.936
16132,5.16,97.947,97.947
16133,5.16,97.855,97.855
16134,5.16,97.882,97.882
16135,5.16,97.904,97.904
16136,5.16,98.93,98.93
16137,5.16,98.136,98.136
16138,5.19,206.176,107.204
16139,5.21,209.554,143.61
16140,5.21,200.963,200.963
16141,5.22,234.393,201.393
16142,5.22,207.555,207.555
16143,5.2,137.441,203.413
16144,5.17,86.827,185.771
16145,5.16,141.787,174.787
16146,5.16,173.833,173.833
16147,5.15,133.335,166.307
16148,5.15,143.93,143.93
16149,5.15,161.288,161.288
16150,5.15,168.748,168.748
16151,5.15,168.595,168.595
16152,5.15,170.933,170.933
16153,5.17,240.859,174.887
16154,5.17,179.016,179.016
16155,5.17,182.674,182.674
16156,5.19,251.481,185.509
16157,5.19,189.186,189.186
16158,5.2,225.859,192.887
16159,5.21,229.7,196.728
16160,5.21,204.868,204.868
16161,5.22,275.728,242.728
16162,5.22,245.527,245.527
16163,5.22,245.283,245.283
16164,5.22,245.488,245.488
16165,5.22,245.528,245.528
16166,5.22,245.392,245.392
16167,5.22,244.938,244.938
16168,5.22,245.503,245.503
16169,5.22,245.471,245.471
16170,5.21,205.858,238.858
16171,5.21,238.86,238.86
16172,5.2,205.878,238.85
16173,5.2,238.898,238.898
16174,5.19,195.131,228.103
16175,5.18,175.589,208.589
16176,5.17,171.364,204.336
16177,5.16,166.045,199.045
16178,5.15,159.984,192.956
16179,5.14,155.321,188.293
16180,5.13,151.262,184.262
16181,5.13,179.403,179.403
16182,5.12,141.994,174.966
16183,5.11,128.584,161.584
16184,5.11,134.454,134.454
16185,5.11,133.054,133.054
16186,5.1,99.772,132.744
16187,5.1,104.315,104.315
16188,5.1,101.868,101.868
16189,5.1,101.812,101.812
16190,5.1,101.788,101.788
16191,5.1,101.708,101.708
16192,5.11,136.125,103.153
16193,5.11,106.568,106.568
16194,5.12,144.343,111.343
16195,5.13,148.975,116.003
16196,5.16,225.446,126.502
16197,5.18,223.19,157.218
16198,5.18,212.664,212.664
16199,5.19,248.541,215.541
16200,5.19,220.054,220.054
16201,5.2,258.23,225.258
16202,5.2,225.64,225.64
16203,5.21,265.74,232.768
16204,5.22,275.991,242.991
16205,5.22,245.893,245.893
16206,5.23,279.645,246.673
16207,5.22,219.203,252.175
16208,5.24,322.272,256.3
16209,5.24,259.43,259.43
16210,5.25,298.045,265.073
16211,5.26,328.77,295.798
16212,5.26,393.36,393.36
16213,5.27,503.648,470.648
16214,5.27,566.96,566.96
16215,5.28,703.807,670.835
16216,5.28,691.501,691.501
16217,5.28,691.84,691.84
16218,5.29,729.513,696.513
16219,5.29,699.352,699.352
16220,5.29,699.073,699.073
16221,5.29,699.74,699.74
16222,5.29,700.104,700.104
16223,5.25,552.91,684.854
16224,5.23,575.466,641.438
16225,5.22,291.507,324.479
16226,5.21,283.41,316.41
16227,5.19,242.023,307.967
16228,5.19,300.988,300.988
16229,5.2,334.087,301.115
16230,5.2,316.738,316.738
16231,5.21,379.288,346.316
16232,5.21,474.427,474.427
16233,5.22,509.843,476.843
16234,5.22,480.965,480.965
16235,5.22,483.306,483.306
16236,5.23,517.756,484.784
16237,5.23,492.54,492.54
16238,5.23,493.156,493.156
16239,5.23,493.238,493.238
16240,5.23,493.417,493.417
16241,5.23,494.297,494.297
16242,5.23,494.556,494.556
16243,5.23,495.142,495.142
16244,5.23,495.37,495.37
16245,5.23,495.225,495.225
16246,5.22,461.651,494.623
16247,5.21,453.695,486.695
16248,5.2,444.911,477.883
16249,5.19,437.562,470.534
16250,5.18,432.131,465.131
16251,5.17,427.022,459.994
16252,5.16,421.999,454.999
16253,5.15,385.227,418.199
16254,5.15,361.179,361.179
16255,5.15,361.229,361.229
16256,5.15,361.609,361.609
16257,5.14,328.587,361.559
16258,5.16,432.24,366.296
16259,5.17,402.38,369.38
16260,5.17,372.786,372.786
16261,5.18,408.512,375.54
16262,5.18,378.309,378.309
16263,5.19,413.144,380.144
16264,5.19,383.801,383.801
16265,5.19,384.181,384.181
16266,5.19,384.256,384.256
16267,5.2,420.121,387.149
16268,5.2,390.084,390.084
16269,5.2,389.788,389.788
16270,5.2,390.143,390.143
16271,5.19,355.619,388.591
16272,5.18,348.639,381.639
16273,5.16,308.984,374.956
16274,5.15,335.985,368.957
16275,5.14,330.792,363.764
16276,5.13,325.424,358.424
16277,5.13,253.359,253.359
16278,5.13,195.925,195.925
16279,5.12,163.091,196.063
16280,5.13,228.886,195.914
16281,5.13,195.897,195.897
16282,5.13,196.024,196.024
16283,5.13,195.858,195.858
16284,5.14,231.882,198.882
16285,5.15,235.337,202.365
16286,5.16,240.042,207.07
16287,5.16,211.418,211.418
16288,5.16,211.686,211.686
16289,5.16,211.725,211.725
16290,5.17,245.134,212.134
16291,5.17,216.898,216.898
16292,5.17,216.751,216.751
16293,5.17,216.784,216.784
16294,5.17,216.865,216.865
16295,5.17,216.724,216.724
16296,5.17,216.728,216.728
16297,5.17,216.918,216.918
16298,5.17,216.57,216.57
16299,5.18,251.398,218.426
16300,5.18,221.793,221.793
16301,5.18,221.825,221.825
16302,5.18,221.693,221.693
16303,5.18,221.762,221.762
16304,5.18,221.651,221.651
16305,5.18,221.744,221.744
16306,5.18,221.704,221.704
16307,5.18,221.801,221.801
16308,5.18,221.653,221.653
16309,5.18,221.633,221.633
16310,5.18,221.615,221.615
16311,5.18,221.721,221.721
16312,5.18,221.742,221.742
16313,5.18,221.748,221.748
16314,5.18,221.745,221.745
16315,5.18,221.803,221.803
16316,5.19,259.542,226.542
16317,5.19,226.945,226.945
16318,5.2,263.576,230.604
16319,5.2,232.245,232.245
16320,5.2,231.868,231.868
16321,5.21,271.385,238.413
16322,5.21,239.218,239.218
16323,5.22,272.455,239.455
16324,5.22,245.783,245.783
16325,5.22,245.747,245.747
16326,5.22,245.921,245.921
16327,5.23,283.117,250.145
16328,5.23,254.666,254.666
16329,5.23,506.3,506.3
16330,5.2,544.718,643.662
16331,5.2,631.726,631.726
16332,5.2,630.484,630.484
16333,5.18,559.541,625.513
16334,5.16,546.184,612.156
16335,5.15,570.195,603.167
16336,5.12,494.312,593.256
16337,5.09,479.052,577.996
16338,5.07,501.12,567.092
16339,5.05,494.516,560.488
16340,5.03,486.8,552.772
16341,5.0,447.259,546.203
16342,4.98,415.537,536.065
16343,4.96,403.482,523.982
16344,4.93,92.552,273.33
16345,4.92,138.815,199.065
16346,4.9,99.377,219.905
16347,4.89,157.364,217.614
16348,4.89,243.932,243.932
16349,4.89,382.501,382.501
16350,4.87,441.312,561.84
16351,4.85,570.31,690.81
16352,4.83,557.027,677.555
16353,4.81,544.158,664.686
16354,4.79,151.395,271.895
16355,4.77,0.0,58.753
16356,4.76,0.0,20.487
16357,4.75,0.0,1.29
16358,4.75,1.29,1.29
16359,4.78,182.06,1.31
16360,4.79,61.568,1.29
16361,4.83,260.726,19.698
16362,4.87,296.485,55.457
16363,4.9,236.279,55.501
16364,4.93,236.3,55.522
16365,4.95,192.205,71.677
16366,4.97,205.913,85.413
16367,4.99,232.416,111.888
16368,5.01,220.953,127.731
16369,5.01,151.2,151.2
16370,5.02,186.049,153.049
16371,5.03,189.255,156.283
16372,5.03,157.17,157.17
16373,5.03,157.182,157.182
16374,5.04,130.76,97.76
16375,5.05,99.129,66.157
16376,5.05,68.971,68.971
16377,5.05,69.013,69.013
16378,5.05,69.173,69.173
16379,5.05,69.255,69.255
16380,5.05,69.937,69.937
16381,5.05,70.463,70.463
16382,5.05,70.818,70.818
16383,5.06,106.52,73.548
16384,5.06,73.841,73.841
16385,5.07,109.191,76.191
16386,5.09,144.988,79.016
16387,5.1,116.97,83.998
16388,5.11,122.153,89.181
16389,5.11,90.178,90.178
16390,5.12,123.728,90.728
16391,5.13,128.748,95.776
16392,5.13,97.337,97.337
16393,5.12,64.31,97.282
16394,5.14,166.88,100.908
16395,5.14,108.626,108.626
16396,5.14,108.786,108.786
16397,5.14,108.905,108.905
16398,5.15,147.298,114.326
16399,5.15,117.014,117.014
16400,5.15,123.533,123.533
16401,5.15,81.229,81.229
16402,5.16,95.309,62.337
16403,5.16,111.061,111.061
16404,5.16,139.649,139.649
16405,5.16,139.603,139.603
16406,5.16,140.312,140.312
16407,5.16,140.421,140.421
16408,5.16,140.588,140.588
16409,5.16,141.225,141.225
16410,5.16,141.332,141.332
16411,5.16,140.455,140.455
16412,5.16,136.063,136.063
16413,5.16,135.871,135.871
16414,5.16,136.025,136.025
16415,5.16,135.753,135.753
16416,5.15,102.625,135.597
16417,5.16,168.648,135.676
16418,5.15,95.849,128.821
16419,5.15,120.499,120.499
16420,5.15,120.359,120.359
16421,5.14,87.333,120.305
16422,5.15,153.375,120.403
16423,5.15,120.478,120.478
16424,5.15,120.6,120.6
16425,5.14,84.23,117.202
16426,5.14,114.088,114.088
16427,5.14,108.508,108.508
16428,5.14,74.702,74.702
16429,5.14,49.586,49.586
16430,5.14,49.414,49.414
16431,5.13,16.414,49.414
16432,5.15,116.762,50.79
16433,5.15,54.66,54.66
16434,5.16,91.846,58.874
16435,5.16,60.164,60.164
16436,5.16,65.152,65.152
16437,5.18,134.908,68.936
16438,5.18,70.484,70.484
16439,5.19,104.516,71.516
16440,5.19,75.558,75.558
16441,5.2,113.518,80.546
16442,5.21,119.6,86.628
16443,5.22,125.478,92.478
16444,5.23,132.2,99.228
16445,5.23,100.915,100.915
16446,5.24,135.378,102.378
16447,5.24,107.553,107.553
16448,5.25,145.475,112.503
16449,5.25,114.303,114.303
16450,5.26,152.825,119.853
16451,5.26,158.508,158.508
16452,5.27,193.84,160.84
16453,5.28,202.552,169.58
16454,5.28,176.425,176.425
16455,5.29,212.093,179.093
16456,5.29,179.583,179.583
16457,5.29,194.631,194.631
16458,5.29,205.422,205.422
16459,5.29,204.353,204.353
16460,5.28,177.208,210.208
16461,5.28,206.973,206.973
16462,5.28,207.258,207.258
16463,5.28,207.041,207.041
16464,5.28,207.025,207.025
16465,5.28,207.118,207.118
16466,5.28,207.106,207.106
16467,5.28,207.121,207.121
16468,5.28,218.691,218.691
16469,5.28,223.493,223.493
16470,5.27,184.965,217.937
16471,5.27,216.436,216.436
16472,5.25,145.551,211.523
16473,5.25,205.861,205.861
16474,5.25,202.661,202.661
16475,5.24,164.294,197.266
16476,5.23,161.378,194.378
16477,5.22,156.156,189.128
16478,5.23,222.43,189.458
16479,5.22,154.828,187.8
16480,5.22,162.081,162.081
16481,5.22,115.99,115.99
16482,5.21,60.715,93.715
16483,5.22,127.165,94.165
16484,5.22,93.94,93.94
16485,5.23,129.95,96.978
16486,5.23,100.803,100.803
16487,5.23,100.465,100.465
16488,5.24,135.49,102.49
16489,5.24,107.328,107.328
16490,5.24,107.89,107.89
16491,5.24,107.778,107.778
16492,5.24,107.778,107.778
16493,5.24,107.778,107.778
16494,5.24,107.89,107.89
16495,5.24,107.553,107.553
16496,5.24,107.665,107.665
16497,5.25,143.225,110.253
16498,5.25,137.337,137.337
16499,5.25,137.635,137.635
16500,5.25,137.746,137.746
16501,5.25,137.66,137.66
16502,5.25,137.948,137.948
16503,5.25,137.427,137.427
16504,5.25,137.705,137.705
16505,5.25,137.68,137.68
16506,5.25,137.775,137.775
16507,5.25,137.51,137.51
16508,5.25,137.768,137.768
16509,5.25,137.523,137.523
16510,5.25,137.786,137.786
16511,5.25,137.642,137.642
16512,5.25,137.736,137.736
16513,5.24,104.641,137.613
16514,5.25,170.575,137.603
16515,5.25,137.751,137.751
16516,5.25,137.748,137.748
16517,5.25,137.692,137.692
16518,5.25,137.516,137.516
16519,5.25,137.991,137.991
16520,5.25,137.975,137.975
16521,5.25,138.068,138.068
16522,5.25,137.895,137.895
16523,5.25,138.082,138.082
16524,5.25,137.658,137.658
16525,5.25,137.98,137.98
16526,5.25,137.775,137.775
16527,5.25,137.892,137.892
16528,5.25,137.888,137.888
16529,5.25,137.538,137.538
16530,5.25,137.563,137.563
16531,5.25,137.745,137.745
16532,5.25,137.703,137.703
16533,5.25,137.607,137.607
16534,5.25,137.761,137.761
16535,5.25,137.472,137.472
16536,5.25,137.775,137.775
16537,5.25,137.791,137.791
16538,5.25,137.393,137.393
16539,5.24,104.403,137.375
16540,5.25,170.642,137.67
16541,5.25,137.541,137.541
16542,5.25,137.746,137.746
16543,5.25,137.763,137.763
16544,5.25,137.447,137.447
16545,5.25,138.117,138.117
16546,5.25,138.127,138.127
16547,5.26,171.618,138.646
16548,5.26,144.662,144.662
16549,5.27,190.135,157.135
16550,5.28,201.167,168.195
16551,5.28,172.711,172.711
16552,5.29,212.248,179.248
16553,5.29,203.903,203.903
16554,5.3,248.21,215.238
16555,5.3,261.63,261.63
16556,5.3,261.897,261.897
16557,5.3,261.95,261.95
16558,5.31,300.506,267.534
16559,5.31,269.522,269.522
16560,5.31,269.452,269.452
16561,5.29,196.097,262.041
16562,5.28,220.358,253.358
16563,5.27,214.486,247.458
16564,5.26,206.747,239.747
16565,5.25,200.333,233.305
16566,5.25,227.97,227.97
16567,5.24,189.596,222.568
16568,5.24,221.002,221.002
16569,5.24,211.38,211.38
16570,5.24,220.955,220.955
16571,5.24,221.113,221.113
16572,5.24,221.087,221.087
16573,5.27,261.387,162.443
16574,5.28,343.822,310.85
16575,5.24,544.941,676.858
16576,5.23,624.346,657.346
16577,5.24,694.48,661.48
16578,5.23,629.966,662.966
16579,5.2,505.995,604.939
16580,5.2,444.916,444.916
16581,5.19,410.698,443.67
16582,5.16,300.672,399.644
16583,5.16,243.284,243.284
16584,5.17,248.152,215.152
16585,5.18,254.676,221.704
16586,5.18,221.685,221.685
16587,5.2,295.071,229.099
16588,5.22,306.97,240.998
16589,5.22,245.633,245.633
16590,5.24,318.585,252.613
16591,5.25,295.952,262.98
16592,5.27,339.084,273.112
16593,5.28,313.498,280.526
16594,5.29,320.41,287.41
16595,5.3,329.5,296.528
16596,5.31,385.184,352.212
16597,5.31,388.708,388.708
16598,5.3,354.832,387.804
16599,5.31,421.125,388.153
16600,5.31,388.521,388.521
16601,5.31,389.16,389.16
16602,5.31,389.413,389.413
16603,5.31,389.431,389.431
16604,5.31,389.53,389.53
16605,5.31,389.821,389.821
16606,5.31,390.383,390.383
16607,5.3,357.75,390.722
16608,5.31,424.188,391.216
16609,5.31,391.714,391.714
16610,5.31,392.446,392.446
16611,5.31,392.232,392.232
16612,5.31,392.439,392.439
16613,5.31,392.289,392.289
16614,5.3,359.491,392.463
16615,5.31,424.442,391.47
16616,5.31,392.317,392.317
16617,5.31,392.174,392.174
16618,5.31,392.271,392.271
16619,5.31,392.679,392.679
16620,5.31,393.542,393.542
16621,5.3,361.516,394.488
16622,5.3,394.652,394.652
16623,5.3,388.005,388.005
16624,5.29,351.312,384.284
16625,5.29,317.592,317.592
16626,5.29,295.265,295.265
16627,5.29,295.543,295.543
16628,5.29,295.914,295.914
16629,5.29,296.088,296.088
16630,5.29,296.004,296.004
16631,5.29,295.98,295.98
16632,5.28,261.722,294.722
16633,5.28,289.326,289.326
16634,5.28,289.207,289.207
16635,5.28,289.466,289.466
16636,5.27,251.318,284.29
16637,5.27,282.316,282.316
16638,5.27,281.992,281.992
16639,5.26,247.741,280.741
16640,5.26,275.396,275.396
16641,5.26,275.152,275.152
16642,5.26,275.623,275.623
16643,5.25,209.404,242.376
16644,5.25,268.648,268.648
16645,5.25,268.931,268.931
16646,5.24,233.911,266.883
16647,5.24,262.409,262.409
16648,5.24,262.655,262.655
16649,5.23,225.428,258.428
16650,5.23,255.976,255.976
16651,5.23,256.295,256.295
16652,5.22,220.61,253.582
16653,5.21,215.695,248.695
16654,5.21,242.868,242.868
16655,5.2,206.717,239.689
16656,5.2,236.83,236.83
16657,5.19,201.044,234.016
16658,5.19,231.288,231.288
16659,5.18,197.717,230.717
16660,5.18,226.519,226.519
16661,5.18,226.479,226.479
16662,5.17,189.236,222.208
16663,5.17,218.986,218.986
16664,5.16,181.831,214.831
16665,5.16,211.805,211.805
16666,5.15,176.433,209.405
16667,5.15,174.44,174.44
16668,5.15,130.592,130.592
16669,5.15,130.488,130.488
16670,5.14,96.536,129.508
16671,5.14,125.16,125.16
16672,5.14,125.258,125.258
16673,5.14,125.285,125.285
16674,5.14,125.034,125.034
16675,5.15,160.34,127.368
16676,5.16,164.679,131.707
16677,5.16,135.499,135.499
16678,5.17,170.813,137.813
16679,5.17,140.913,140.913
16680,5.18,178.803,145.831
16681,5.18,145.925,145.925
16682,5.19,182.682,149.682
16683,5.19,151.097,151.097
16684,5.2,187.171,154.199
16685,5.2,156.264,156.264
16686,5.2,157.048,157.048
16687,5.21,195.955,162.983
16688,5.22,198.625,165.625
16689,5.22,240.305,240.305
16690,5.22,245.785,245.785
16691,5.22,245.948,245.948
16692,5.22,245.858,245.858
16693,5.21,211.178,244.178
16694,5.21,238.763,238.763
16695,5.2,205.188,238.16
16696,5.2,232.349,232.349
16697,5.19,194.854,227.826
16698,5.18,287.799,320.799
16699,5.15,374.153,473.097
16700,5.13,421.206,487.178
16701,5.11,409.742,475.714
16702,5.09,400.146,466.09
16703,5.07,393.633,459.605
16704,5.05,387.003,452.975
16705,5.03,381.222,447.194
16706,5.01,375.499,441.471
16707,5.0,328.631,361.603
16708,4.99,199.169,259.419
16709,4.97,136.653,257.181
16710,4.96,194.291,254.541
16711,4.96,222.35,222.35
16712,4.96,152.797,152.797
16713,4.96,152.838,152.838
16714,4.95,92.658,152.908
16715,4.95,152.758,152.758
16716,4.95,152.797,152.797
16717,4.95,152.845,152.845
16718,4.95,152.865,152.865
16719,4.95,152.972,152.972
16720,4.95,152.985,152.985
16721,4.95,152.857,152.857
16722,4.95,80.24,80.24
16723,4.95,64.063,64.063
16724,4.96,99.285,39.035
16725,4.97,99.423,39.173
16726,4.98,99.307,39.057
16727,5.0,159.578,39.05
16728,5.01,73.277,40.305
16729,5.02,76.753,43.753
16730,5.04,113.892,47.92
16731,5.05,84.905,51.933
16732,5.07,122.074,56.102
16733,5.08,92.695,59.723
16734,5.09,96.137,63.137
16735,5.11,156.293,90.349
16736,5.11,109.733,109.733
16737,5.12,147.75,114.75
16738,5.13,151.124,118.152
16739,5.13,120.027,120.027
16740,5.13,120.168,120.168
16741,5.13,120.168,120.168
16742,5.14,155.558,122.558
16743,5.14,125.2,125.2
16744,5.14,125.319,125.319
16745,5.14,128.237,128.237
16746,5.15,163.594,130.622
16747,5.15,130.47,130.47
16748,5.16,168.957,135.985
16749,5.16,135.764,135.764
16750,5.16,130.665,130.665
16751,5.16,130.675,130.675
16752,5.16,130.486,130.486
16753,5.16,130.477,130.477
16754,5.16,130.468,130.468
16755,5.16,130.591,130.591
16756,5.16,130.765,130.765
16757,5.16,130.367,130.367
16758,5.16,130.586,130.586
16759,5.16,130.724,130.724
16760,5.16,130.629,130.629
16761,5.16,130.665,130.665
16762,5.16,130.522,130.522
16763,5.16,130.684,130.684
16764,5.16,130.794,130.794
16765,5.16,130.852,130.852
16766,5.16,130.807,130.807
16767,5.16,130.809,130.809
16768,5.16,130.876,130.876
16769,5.16,130.679,130.679
16770,5.16,130.841,130.841
16771,5.16,130.894,130.894
16772,5.16,130.867,130.867
16773,5.16,130.629,130.629
16774,5.16,130.851,130.851
16775,5.16,130.725,130.725
16776,5.16,130.672,130.672
16777,5.16,130.395,130.395
16778,5.15,97.531,130.503
16779,5.16,163.699,130.727
16780,5.16,130.584,130.584
16781,5.16,130.443,130.443
16782,5.16,130.699,130.699
16783,5.16,130.579,130.579
16784,5.16,130.578,130.578
16785,5.16,130.66,130.66
16786,5.16,130.462,130.462
16787,5.16,130.724,130.724
16788,5.15,97.564,130.536
16789,5.16,152.361,119.389
16790,5.16,118.851,118.851
16791,5.16,118.915,118.915
16792,5.16,118.863,118.863
16793,5.16,119.054,119.054
16794,5.16,119.014,119.014
16795,5.16,111.444,111.444
16796,5.16,89.614,89.614
16797,5.16,89.569,89.569
16798,5.16,89.778,89.778
16799,5.16,89.95,89.95
16800,5.17,125.444,92.444
16801,5.18,131.952,98.98
16802,5.18,100.184,100.184
16803,5.19,133.7,100.7
16804,5.19,105.258,105.258
16805,5.2,142.014,109.042
16806,5.2,110.504,110.504
16807,5.2,116.096,116.096
16808,5.2,137.866,137.866
16809,5.2,133.654,133.654
16810,5.2,133.763,133.763
16811,5.2,128.134,128.134
16812,5.2,132.069,132.069
16813,5.19,88.394,121.366
16814,5.19,133.783,133.783
16815,5.17,63.358,129.33
16816,5.17,128.719,128.719
16817,5.17,124.019,124.019
16818,5.17,124.031,124.031
16819,5.17,124.071,124.071
16820,5.17,123.958,123.958
16821,5.17,124.119,124.119
16822,5.17,113.722,113.722
16823,5.17,111.703,111.703
16824,5.17,111.777,111.777
16825,5.16,78.316,111.316
16826,5.16,106.736,106.736
16827,5.16,106.607,106.607
16828,5.16,106.634,106.634
16829,5.15,70.593,103.565
16830,5.15,101.574,101.574
16831,5.15,101.849,101.849
16832,5.15,101.817,101.817
16833,5.14,67.621,100.593
16834,5.14,86.718,86.718
16835,5.14,79.366,79.366
16836,5.14,79.22,79.22
16837,5.14,79.23,79.23
16838,5.14,79.156,79.156
16839,5.14,73.819,73.819
16840,5.13,40.043,73.043
16841,5.14,106.039,73.039
16842,5.14,73.235,73.235
16843,5.14,73.044,73.044
16844,5.15,109.367,76.395
16845,5.16,111.714,78.742
16846,5.16,87.772,87.772
16847,5.16,98.198,98.198
16848,5.16,98.061,98.061
16849,5.16,98.23,98.23
16850,5.16,98.02,98.02
16851,5.16,98.302,98.302
16852,5.16,98.036,98.036
16853,5.16,98.112,98.112
16854,5.16,97.989,97.989
16855,5.16,98.134,98.134
16856,5.15,65.0,97.972
16857,5.16,131.023,98.051
16858,5.16,98.245,98.245
16859,5.16,98.223,98.223
16860,5.16,98.192,98.192
16861,5.16,83.688,83.688
16862,5.16,97.697,97.697
16863,5.16,97.78,97.78
16864,5.16,97.817,97.817
16865,5.16,97.795,97.795
16866,5.16,97.878,97.878
16867,5.16,97.853,97.853
16868,5.16,97.882,97.882
16869,5.16,98.191,98.191
16870,5.16,98.207,98.207
16871,5.16,97.938,97.938
16872,5.16,98.003,98.003
16873,5.16,97.895,97.895
16874,5.16,97.945,97.945
16875,5.16,97.9,97.9
16876,5.16,97.718,97.718
16877,5.16,97.851,97.851
16878,5.16,97.924,97.924
16879,5.16,97.848,97.848
16880,5.16,97.789,97.789
16881,5.16,97.836,97.836
16882,5.16,97.824,97.824
16883,5.16,97.8,97.8
16884,5.16,97.853,97.853
16885,5.16,97.9,97.9
16886,5.16,97.564,97.564
16887,5.16,97.787,97.787
16888,5.14,28.047,93.991
16889,5.15,125.792,92.82
16890,5.15,92.806,92.806
16891,5.15,92.704,92.704
16892,5.15,92.544,92.544
16893,5.15,92.514,92.514
16894,5.15,92.779,92.779
16895,5.15,92.638,92.638
16896,5.15,92.97,92.97
16897,5.16,130.947,97.975
16898,5.16,98.295,98.295
16899,5.16,98.457,98.457
16900,5.16,97.997,97.997
16901,5.17,134.078,101.078
16902,5.17,103.07,103.07
16903,5.18,138.282,105.31
16904,5.18,107.89,107.89
16905,5.19,218.167,185.167
16906,5.19,229.06,229.06
16907,5.19,229.069,229.069
16908,5.2,266.05,233.078
16909,5.2,213.535,213.535
16910,5.18,167.443,233.415
16911,5.19,261.983,228.983
16912,5.19,228.886,228.886
16913,5.19,218.578,218.578
16914,5.19,229.135,229.135
16915,5.19,229.005,229.005
16916,5.19,228.877,228.877
16917,5.19,228.983,228.983
16918,5.19,228.861,228.861
16919,5.19,228.95,228.95
16920,5.18,195.823,228.823
16921,5.18,223.988,223.988
16922,5.18,223.743,223.743
16923,5.18,223.642,223.642
16924,5.17,188.006,220.978
16925,5.17,218.498,218.498
16926,5.18,256.589,223.617
16927,5.18,296.464,296.464
16928,5.17,263.167,296.139
16929,5.19,366.059,300.087
16930,5.19,330.294,330.294
16931,5.19,489.323,489.323
16932,5.16,518.822,617.794
16933,5.14,632.612,698.556
16934,5.1,781.265,913.209
16935,5.07,799.209,898.153
16936,5.03,753.878,885.822
16937,4.99,712.116,871.31
16938,4.94,541.867,843.173
16939,4.88,442.621,804.177
16940,4.82,397.347,758.875
16941,4.76,352.491,714.047
16942,4.73,242.619,423.397
16943,4.73,209.845,209.845
16944,4.74,261.418,201.168
16945,4.77,439.615,258.837
16946,4.84,1054.103,632.297
16947,4.9,1446.866,1085.31
16948,4.97,1828.111,1406.305
16949,5.06,2011.527,1632.86
16950,5.23,2272.384,1711.662
16951,5.29,2281.81,2083.893
16952,5.31,2201.493,2135.549
16953,5.33,2250.891,2184.919
16954,5.33,2447.03,2447.03
16955,5.36,2616.758,2517.814
16956,5.34,2667.361,2733.305
16957,5.32,2606.193,2672.165
16958,5.32,2540.358,2540.358
16959,5.33,2577.681,2544.709
16960,5.35,2628.069,2562.097
16961,5.36,2611.523,2578.551
16962,5.37,2624.164,2591.164
16963,5.37,2591.367,2591.367
16964,5.36,2557.962,2590.962
16965,5.3,2355.974,2553.863
16966,5.22,2221.039,2484.9
16967,5.19,2056.227,2155.171
16968,5.18,2006.389,2039.389
16969,5.19,2076.701,2043.701
16970,5.24,2232.447,2067.53
16971,5.27,2196.78,2097.836
16972,5.28,2147.042,2114.07
16973,5.29,2148.535,2115.535
16974,5.29,2122.148,2122.148
16975,5.29,2239.846,2239.846
16976,5.27,2159.393,2225.365
16977,5.25,2142.041,2208.013
16978,5.23,2125.365,2191.337
16979,5.2,2072.324,2171.268
16980,5.19,2122.94,2155.912
16981,5.17,2079.83,2145.802
16982,5.13,1987.452,2119.396
16983,5.09,1960.178,2092.095
16984,5.08,1903.535,1936.535
16985,5.07,1769.543,1802.515
16986,5.07,1456.852,1456.852
16987,5.12,1503.831,1338.914
16988,5.15,1514.994,1416.05
16989,5.13,1600.162,1666.134
16990,5.12,1616.876,1649.848
16991,5.12,1645.252,1645.252
16992,5.11,1586.52,1619.52
