,수위,총유입량,총방류량
33063,5.04,142.603,142.603
33064,5.04,142.842,142.842
33065,5.05,186.076,147.409
33066,5.05,148.658,148.658
33067,5.05,148.812,148.812
33068,5.05,148.847,148.847
33069,5.06,198.957,160.29
33070,5.06,191.53,191.53
33071,5.06,191.568,191.568
33072,5.06,191.338,191.338
33073,5.06,191.508,191.508
33074,5.06,191.42,191.42
33075,5.07,232.118,193.451
33076,5.07,194.193,194.193
33077,5.07,194.362,194.362
33078,5.07,194.378,194.378
33079,5.07,196.06,196.06
33080,5.07,232.225,232.225
33081,5.07,232.21,232.21
33082,5.07,232.218,232.218
33083,5.07,232.227,232.227
33084,5.07,232.152,232.152
33085,5.07,232.22,232.22
33086,5.07,232.475,232.475
33087,5.07,236.835,236.835
33088,5.07,270.725,270.725
33089,5.06,230.995,269.662
33090,5.06,267.717,267.717
33091,5.05,228.632,267.299
33092,5.05,264.868,264.868
33093,5.05,264.712,264.712
33094,5.04,223.376,262.043
33095,5.04,262.249,262.249
33096,5.03,220.678,259.345
33097,5.02,220.631,259.298
33098,5.02,256.573,256.573
33099,5.01,216.675,255.342
33100,5.01,253.478,253.478
33101,5.0,212.423,251.09
33102,4.99,193.778,250.334
33103,4.99,248.974,248.974
33104,4.99,248.913,248.913
33105,4.99,248.903,248.903
33106,4.99,249.143,249.143
33107,4.99,248.863,248.863
33108,4.99,248.735,248.735
33109,4.99,248.993,248.993
33110,4.99,248.912,248.912
33111,4.99,271.78,271.78
33112,4.98,300.755,357.311
33113,4.97,298.994,355.55
33114,4.97,354.175,354.175
33115,4.95,238.176,351.287
33116,4.94,291.689,348.245
33117,4.93,288.594,345.15
33118,4.92,285.709,342.265
33119,4.91,251.049,307.605
33120,4.9,159.353,215.909
33121,4.89,147.506,204.062
33122,4.87,90.005,203.116
33123,4.86,140.962,197.518
33124,4.85,47.607,104.163
33125,4.85,73.567,73.567
33126,4.84,0.0,48.29
33127,4.84,42.038,42.038
33128,4.84,42.043,42.043
33129,4.84,42.038,42.038
33130,4.84,42.03,42.03
33131,4.85,98.589,42.033
33132,4.86,156.251,99.695
33133,4.87,207.544,150.988
33134,4.88,224.753,168.197
33135,4.88,171.075,171.075
33136,4.89,229.331,172.775
33137,4.89,172.903,172.903
33138,4.89,172.777,172.777
33139,4.89,172.832,172.832
33140,4.89,172.767,172.767
33141,4.89,172.842,172.842
33142,4.89,161.867,161.867
33143,4.89,152.632,152.632
33144,4.89,152.67,152.67
33145,4.89,152.73,152.73
33146,4.89,152.782,152.782
33147,4.89,152.638,152.638
33148,4.89,152.72,152.72
33149,4.89,152.687,152.687
33150,4.9,214.008,157.452
33151,4.9,171.493,171.493
33152,4.9,172.91,172.91
33153,4.91,229.488,172.932
33154,4.91,172.783,172.783
33155,4.92,229.249,172.693
33156,4.93,229.456,172.9
33157,4.94,229.364,172.808
33158,4.95,229.306,172.75
33159,4.95,172.818,172.818
33160,4.95,172.845,172.845
33161,4.95,172.787,172.787
33162,4.95,172.74,172.74
33163,4.95,172.773,172.773
33164,4.95,172.763,172.763
33165,4.95,172.795,172.795
33166,4.95,172.807,172.807
33167,4.95,172.702,172.702
33168,4.96,229.304,172.748
33169,4.96,172.772,172.772
33170,4.97,229.371,172.815
33171,4.97,172.767,172.767
33172,4.98,229.393,172.837
33173,4.98,172.775,172.775
33174,4.99,229.294,172.738
33175,4.99,172.842,172.842
33176,4.99,172.778,172.778
33177,4.99,185.468,185.468
33178,4.99,251.075,251.075
33179,4.99,209.91,209.91
33180,4.99,172.673,172.673
33181,4.99,172.737,172.737
33182,4.99,179.617,179.617
33183,4.99,250.228,250.228
33184,4.99,250.27,250.27
33185,4.99,249.95,249.95
33186,4.99,250.515,250.515
33187,4.98,229.256,285.812
33188,4.97,228.037,284.593
33189,4.97,283.659,283.659
33190,4.96,226.364,282.92
33191,4.96,281.67,281.67
33192,4.95,199.617,256.173
33193,4.95,234.857,234.857
33194,4.94,188.436,244.992
33195,4.94,243.905,243.905
33196,4.94,243.899,243.899
33197,4.94,243.78,243.78
33198,4.93,185.919,242.475
33199,4.93,188.037,188.037
33200,4.93,172.825,172.825
33201,4.93,172.95,172.95
33202,4.93,172.77,172.77
33203,4.93,172.698,172.698
33204,4.93,172.637,172.637
33205,4.93,172.948,172.948
33206,4.93,172.763,172.763
33207,4.92,116.276,172.832
33208,4.92,172.827,172.827
33209,4.92,75.608,75.608
33210,4.92,44.602,44.602
33211,4.92,44.588,44.588
33212,4.92,44.61,44.61
33213,4.93,101.159,44.603
33214,4.95,157.728,44.617
33215,4.96,101.168,44.612
33216,4.98,157.746,44.635
33217,5.0,157.723,44.612
33218,5.01,137.984,99.317
33219,5.03,217.8,140.467
33220,5.04,183.087,144.42
33221,5.06,226.042,148.709
33222,5.07,191.015,152.348
33223,5.08,132.804,94.11
33224,5.1,179.015,101.682
33225,5.1,189.982,189.982
33226,5.1,230.352,230.352
33227,5.1,264.133,264.133
33228,5.11,307.351,268.684
33229,5.11,269.735,269.735
33230,5.11,270.057,270.057
33231,5.1,231.213,269.88
33232,5.1,264.895,264.895
33233,5.1,264.88,264.88
33234,5.09,224.658,263.325
33235,5.08,221.541,260.208
33236,5.07,219.448,258.142
33237,5.07,256.383,256.383
33238,5.06,215.351,254.018
33239,5.06,253.795,253.795
33240,5.05,212.476,251.143
33241,5.05,250.856,250.856
33242,5.05,250.924,250.924
33243,5.04,211.126,249.793
33244,5.04,247.958,247.958
33245,5.04,247.805,247.805
33246,5.04,248.052,248.052
33247,5.04,248.032,248.032
33248,5.03,207.061,245.728
33249,5.03,244.936,244.936
33250,5.03,244.953,244.953
33251,5.03,245.088,245.088
33252,5.02,204.45,243.117
33253,5.02,242.227,242.227
33254,5.01,203.571,242.238
33255,5.01,239.586,239.586
33256,5.01,239.494,239.494
33257,5.0,200.415,239.082
33258,5.0,206.295,206.295
33259,5.0,204.528,204.528
33260,5.0,204.748,204.748
33261,5.0,173.477,173.477
33262,5.0,172.762,172.762
33263,5.0,172.807,172.807
33264,5.0,173.007,173.007
33265,5.0,172.837,172.837
33266,5.0,172.753,172.753
33267,5.0,172.833,172.833
33268,5.0,172.82,172.82
33269,5.0,172.852,172.852
33270,5.0,172.808,172.808
33271,5.0,172.833,172.833
33272,5.0,172.777,172.777
33273,5.0,172.675,172.675
33274,5.0,172.842,172.842
33275,5.0,172.937,172.937
33276,5.0,172.785,172.785
33277,5.0,172.855,172.855
33278,5.01,212.171,173.504
33279,5.01,175.508,175.508
33280,5.01,175.487,175.487
33281,5.01,175.607,175.607
33282,5.01,176.302,176.302
33283,5.01,289.948,289.948
33284,5.01,291.475,291.475
33285,5.01,291.278,291.278
33286,5.02,332.472,293.805
33287,5.02,294.577,294.577
33288,5.02,294.945,294.945
33289,5.03,348.417,309.75
33290,5.03,405.222,405.222
33291,5.03,405.535,405.535
33292,5.03,405.673,405.673
33293,5.02,366.345,405.012
33294,5.01,378.337,417.004
33295,5.0,401.766,440.433
33296,4.98,322.522,435.633
33297,4.97,374.502,431.058
33298,4.95,147.086,260.197
33299,4.94,116.089,172.645
33300,4.93,116.144,172.7
33301,4.93,172.877,172.877
33302,4.93,170.298,170.298
33303,4.93,172.967,172.967
33304,4.93,172.82,172.82
33305,4.93,160.298,160.298
33306,4.93,172.652,172.652
33307,4.93,115.107,115.107
33308,4.94,171.533,114.977
33309,4.94,114.945,114.945
33310,4.95,172.388,115.832
33311,4.96,237.925,181.369
33312,4.96,278.902,278.902
33313,4.97,351.796,295.24
33314,4.97,295.551,295.551
33315,4.98,353.806,297.25
33316,4.98,298.425,298.425
33317,4.98,298.318,298.318
33318,4.98,298.67,298.67
33319,4.98,298.555,298.555
33320,4.97,256.706,313.262
33321,4.97,248.102,248.102
33322,4.96,116.301,172.857
33323,4.95,116.122,172.678
33324,4.93,59.719,172.83
33325,4.93,172.79,172.79
33326,4.93,172.695,172.695
33327,4.93,172.81,172.81
33328,4.93,172.837,172.837
33329,4.93,172.852,172.852
33330,4.93,172.907,172.907
33331,4.94,229.389,172.833
33332,4.95,229.198,172.642
33333,4.97,286.036,172.925
33334,4.98,229.394,172.838
33335,4.99,229.338,172.782
33336,5.0,229.251,172.695
33337,5.01,212.572,173.905
33338,5.02,215.048,176.381
33339,5.03,217.63,178.963
33340,5.03,181.243,181.243
33341,5.04,222.134,183.467
33342,5.05,223.951,185.284
33343,5.06,225.535,186.868
33344,5.06,189.677,189.677
33345,5.06,189.657,189.657
33346,5.07,227.998,189.331
33347,5.07,192.392,192.392
33348,5.08,233.381,194.687
33349,5.08,195.122,195.122
33350,5.08,195.293,195.293
33351,5.09,236.114,197.447
33352,5.09,198.088,198.088
33353,5.09,81.855,81.855
33354,5.08,120.29,158.957
33355,5.08,158.658,158.658
33356,5.07,112.756,151.45
33357,5.07,149.618,149.618
33358,5.07,149.575,149.575
33359,5.07,149.613,149.613
33360,5.07,149.635,149.635
33361,5.07,149.68,149.68
33362,5.08,188.902,150.208
33363,5.08,152.36,152.36
33364,5.09,193.316,154.649
33365,5.1,194.719,156.052
33366,5.1,187.142,187.142
33367,5.1,200.82,200.82
33368,5.1,200.868,200.868
33369,5.1,200.783,200.783
33370,5.1,200.732,200.732
33371,5.1,200.805,200.805
33372,5.09,160.123,198.79
33373,5.09,198.055,198.055
33374,5.08,157.437,196.104
33375,5.08,195.123,195.123
33376,5.07,153.66,192.354
33377,5.06,152.181,190.848
33378,5.05,149.606,188.273
33379,5.04,147.817,186.484
33380,5.04,184.018,184.018
33381,5.03,142.6,181.267
33382,5.02,141.888,180.555
33383,5.02,178.435,178.435
33384,5.02,178.612,178.612
33385,5.02,178.355,178.355
33386,5.02,178.428,178.428
33387,5.02,178.438,178.438
33388,5.02,178.31,178.31
33389,5.02,178.513,178.513
33390,5.02,178.635,178.635
33391,5.02,178.41,178.41
33392,5.02,178.202,178.202
33393,5.02,178.167,178.167
33394,5.02,178.56,178.56
33395,5.01,138.915,177.582
33396,5.01,175.688,175.688
33397,5.01,175.62,175.62
33398,5.01,175.688,175.688
33399,5.01,175.61,175.61
33400,5.0,131.371,170.038
33401,5.0,154.585,154.585
33402,5.0,152.758,152.758
33403,5.0,152.84,152.84
33404,5.0,152.677,152.677
33405,5.0,152.848,152.848
33406,5.0,152.698,152.698
33407,5.0,152.818,152.818
33408,5.0,152.807,152.807
33409,5.0,152.827,152.827
33410,5.0,152.787,152.787
33411,5.0,152.628,152.628
33412,5.0,152.802,152.802
33413,5.01,194.105,155.438
33414,5.01,160.68,160.68
33415,5.01,160.492,160.492
33416,5.01,160.537,160.537
33417,5.01,160.583,160.583
33418,5.02,201.928,163.261
33419,5.02,163.437,163.437
33420,5.02,163.413,163.413
33421,5.03,203.292,164.625
33422,5.03,166.158,166.158
33423,5.03,166.162,166.162
33424,5.03,166.292,166.292
33425,5.03,170.243,170.243
33426,5.04,216.045,177.378
33427,5.04,184.128,184.128
33428,5.04,184.017,184.017
33429,5.04,184.098,184.098
33430,5.04,184.007,184.007
33431,5.04,183.97,183.97
33432,5.04,183.973,183.973
33433,5.05,224.022,185.355
33434,5.05,186.775,186.775
33435,5.05,186.767,186.767
33436,5.05,186.85,186.85
33437,5.05,186.775,186.775
33438,5.05,186.925,186.925
33439,5.05,186.947,186.947
33440,5.05,186.865,186.865
33441,5.05,186.775,186.775
33442,5.05,186.968,186.968
33443,5.05,186.872,186.872
33444,5.05,186.97,186.97
33445,5.05,186.933,186.933
33446,5.05,190.158,190.158
33447,5.04,193.646,232.313
33448,5.03,144.352,183.019
33449,5.02,142.403,181.07
33450,5.02,164.672,164.672
33451,5.01,98.982,137.649
33452,5.01,117.692,117.692
33453,5.0,62.538,101.205
33454,5.0,91.508,91.508
33455,5.0,91.507,91.507
33456,5.0,91.542,91.542
33457,5.0,91.513,91.513
33458,5.0,91.457,91.457
33459,5.01,130.912,92.245
33460,5.01,94.41,94.41
33461,5.02,156.62,117.953
33462,5.03,181.386,142.719
33463,5.05,246.948,169.615
33464,5.06,225.733,187.066
33465,5.06,189.537,189.537
33466,5.07,202.498,163.831
33467,5.08,194.019,155.325
33468,5.08,194.938,194.938
33469,5.08,194.763,194.763
33470,5.08,194.885,194.885
33471,5.08,194.983,194.983
33472,5.08,194.868,194.868
33473,5.08,194.548,194.548
33474,5.08,193.337,193.337
33475,5.08,193.35,193.35
33476,5.08,193.302,193.302
33477,5.08,193.41,193.41
33478,5.08,193.318,193.318
33479,5.08,193.388,193.388
33480,5.08,193.345,193.345
33481,5.09,233.339,194.672
33482,5.1,234.89,196.223
33483,5.1,198.963,198.963
33484,5.1,198.825,198.825
33485,5.1,198.907,198.907
33486,5.11,240.004,201.337
33487,5.11,204.035,204.035
33488,5.11,203.878,203.878
33489,5.11,204.103,204.103
33490,5.11,204.025,204.025
33491,5.11,204.065,204.065
33492,5.11,203.897,203.897
33493,5.11,204.045,204.045
33494,5.1,163.177,201.844
33495,5.1,198.783,198.783
33496,5.1,198.852,198.852
33497,5.1,198.848,198.848
33498,5.1,198.893,198.893
33499,5.1,198.848,198.848
33500,5.09,159.201,197.868
33501,5.09,196.038,196.038
33502,5.09,196.05,196.05
33503,5.09,196.162,196.162
33504,5.09,196.043,196.043
33505,5.09,196.113,196.113
33506,5.09,196.135,196.135
33507,5.09,196.055,196.055
33508,5.1,237.551,198.884
33509,5.1,198.993,198.993
33510,5.1,198.852,198.852
33511,5.1,198.898,198.898
33512,5.1,198.988,198.988
33513,5.1,198.872,198.872
33514,5.1,198.853,198.853
33515,5.1,198.898,198.898
33516,5.1,198.928,198.928
33517,5.1,198.837,198.837
33518,5.1,196.158,196.158
33519,5.1,191.797,191.797
33520,5.1,149.837,149.837
33521,5.09,162.048,200.715
33522,5.09,198.057,198.057
33523,5.09,198.015,198.015
33524,5.09,197.988,197.988
33525,5.08,156.535,195.202
33526,5.08,195.278,195.278
33527,5.08,195.345,195.345
33528,5.08,195.328,195.328
33529,5.08,195.25,195.25
33530,5.08,195.237,195.237
33531,5.08,195.185,195.185
33532,5.08,195.21,195.21
33533,5.08,195.413,195.413
33534,5.08,195.095,195.095
33535,5.08,195.375,195.375
33536,5.09,234.749,196.082
33537,5.1,237.132,198.465
33538,5.1,365.769,365.769
33539,5.1,434.208,434.208
33540,5.1,434.647,434.647
33541,5.1,434.815,434.815
33542,5.1,435.042,435.042
33543,5.1,435.053,435.053
33544,5.09,394.188,432.855
33545,5.09,433.375,433.375
33546,5.08,391.983,430.65
33547,5.08,429.477,429.477
33548,5.07,388.639,427.333
33549,5.07,416.665,416.665
33550,5.07,352.773,352.773
33551,5.07,352.71,352.71
33552,5.07,353.025,353.025
33553,5.07,352.615,352.615
33554,5.07,352.905,352.905
33555,5.07,352.948,352.948
33556,5.08,392.905,354.211
33557,5.09,394.739,356.072
33558,5.09,358.74,358.74
33559,5.1,399.254,360.587
33560,5.1,360.913,360.913
33561,5.11,400.917,362.25
33562,5.11,397.107,397.107
33563,5.11,438.252,438.252
33564,5.11,438.575,438.575
33565,5.11,438.777,438.777
33566,5.1,398.134,436.801
33567,5.1,432.887,432.887
33568,5.1,432.267,432.267
33569,5.09,391.77,430.437
33570,5.08,389.475,428.142
33571,5.07,386.218,424.912
33572,5.06,383.506,422.173
33573,5.05,325.037,363.704
33574,5.05,336.936,336.936
33575,5.04,296.854,335.521
33576,5.04,334.444,334.444
33577,5.04,334.287,334.287
33578,5.03,294.626,333.293
33579,5.03,330.926,330.926
33580,5.03,331.047,331.047
33581,5.03,331.039,331.039
33582,5.03,330.96,330.96
33583,5.02,291.337,330.004
33584,5.02,254.474,254.474
33585,5.02,249.428,249.428
33586,5.02,249.64,249.64
33587,5.02,249.612,249.612
33588,5.02,249.618,249.618
33589,5.02,249.77,249.77
33590,5.02,249.903,249.903
33591,5.03,289.954,251.287
33592,5.03,253.34,253.34
33593,5.03,253.135,253.135
33594,5.03,253.197,253.197
33595,5.03,253.376,253.376
33596,5.04,281.402,242.735
33597,5.04,241.883,241.883
33598,5.04,241.796,241.796
33599,5.04,248.278,248.278
33600,5.05,296.11,257.443
33601,5.05,259.088,259.088
33602,5.05,259.231,259.231
33603,5.05,259.063,259.063
33604,5.05,259.216,259.216
33605,5.05,259.135,259.135
33606,5.05,258.933,258.933
33607,5.05,259.067,259.067
33608,5.05,259.022,259.022
33609,5.05,259.036,259.036
33610,5.05,259.161,259.161
33611,5.05,259.299,259.299
33612,5.05,259.36,259.36
33613,5.05,239.945,239.945
33614,5.05,221.478,221.478
33615,5.05,221.347,221.347
33616,5.04,180.786,219.453
33617,5.04,240.787,240.787
33618,5.04,256.179,256.179
33619,5.04,256.205,256.205
33620,5.04,256.352,256.352
33621,5.04,256.383,256.383
33622,5.04,256.152,256.152
33623,5.04,256.32,256.32
33624,5.04,256.05,256.05
33625,5.04,256.049,256.049
33626,5.04,256.067,256.067
33627,5.04,256.265,256.265
33628,5.04,255.973,255.973
33629,5.04,255.979,255.979
33630,5.04,255.961,255.961
33631,5.04,255.663,255.663
33632,5.04,255.708,255.708
33633,5.04,228.838,228.838
33634,5.04,217.847,217.847
33635,5.04,218.04,218.04
33636,5.04,218.105,218.105
33637,5.04,218.56,218.56
33638,5.04,211.523,211.523
33639,5.04,218.075,218.075
33640,5.04,195.233,195.233
33641,5.04,255.833,255.833
33642,5.04,256.045,256.045
33643,5.04,255.983,255.983
33644,5.04,255.912,255.912
33645,5.04,256.02,256.02
33646,5.04,255.922,255.922
33647,5.04,255.994,255.994
33648,5.04,256.205,256.205
33649,5.04,255.932,255.932
33650,5.04,255.847,255.847
33651,5.04,255.867,255.867
33652,5.04,255.928,255.928
33653,5.04,255.814,255.814
33654,5.04,255.662,255.662
33655,5.04,255.55,255.55
33656,5.03,216.621,255.288
33657,5.02,182.79,221.457
33658,5.0,577.004,654.337
33659,4.95,632.147,914.925
33660,4.95,912.447,912.447
33661,4.95,912.423,912.423
33662,4.95,911.612,911.612
33663,4.95,910.344,910.344
33664,4.95,910.6,910.6
33665,4.9,616.17,898.948
33666,4.83,284.428,680.317
33667,4.79,0.0,154.832
33668,4.76,0.0,66.237
33669,4.72,0.0,45.028
33670,4.7,0.0,45.256
33671,4.7,45.525,45.525
33672,4.7,45.663,45.663
33673,4.69,0.0,45.444
33674,4.68,0.0,45.477
33675,4.68,45.762,45.762
33676,4.68,45.73,45.73
33677,4.68,45.565,45.565
33678,4.69,102.264,45.708
33679,4.7,102.184,45.628
33680,4.7,45.725,45.725
33681,4.7,43.007,43.007
33682,4.7,42.837,42.837
33683,4.71,99.504,42.948
33684,4.71,43.452,43.452
33685,4.71,43.737,43.737
33686,4.71,43.77,43.77
33687,4.72,100.202,43.646
33688,4.72,43.831,43.831
33689,4.72,43.852,43.852
33690,4.73,100.522,43.966
33691,4.73,44.023,44.023
33692,4.74,100.671,44.115
33693,4.75,100.668,44.112
33694,4.75,44.293,44.293
33695,4.76,100.974,44.418
33696,4.77,101.027,44.471
33697,4.77,44.55,44.55
33698,4.78,101.113,44.557
33699,4.79,101.256,44.7
33700,4.79,44.795,44.795
33701,4.8,101.433,44.877
33702,4.81,101.486,44.93
33703,4.81,44.866,44.866
33704,4.82,101.544,44.988
33705,4.83,101.602,45.046
33706,4.84,101.612,45.056
33707,4.84,45.17,45.17
33708,4.85,101.779,45.223
33709,4.86,101.821,45.265
33710,4.87,179.316,122.76
33711,4.89,251.766,138.655
33712,4.92,308.665,138.998
33713,4.96,381.109,154.887
33714,5.0,403.888,177.666
33715,5.04,338.719,184.052
33716,5.09,389.749,196.388
33717,5.15,448.23,216.23
33718,5.17,479.489,402.156
33719,5.18,513.68,475.013
33720,5.19,519.481,480.814
33721,5.19,483.302,483.302
33722,5.19,483.673,483.673
33723,5.17,400.712,478.045
33724,5.16,432.362,471.029
33725,5.16,467.537,467.537
33726,5.15,427.25,465.917
33727,5.15,461.867,461.867
33728,5.14,420.131,458.798
33729,5.14,576.02,576.02
33730,5.14,624.445,624.445
33731,5.15,696.017,657.35
33732,5.17,1061.725,984.392
33733,5.19,1278.99,1201.657
33734,5.22,1502.166,1386.166
33735,5.24,1693.201,1615.84
33736,5.24,1741.722,1741.722
33737,5.23,1579.741,1618.408
33738,5.22,1569.347,1608.041
33739,5.19,1477.646,1593.646
33740,5.16,1468.182,1584.182
33741,5.12,1411.285,1565.952
33742,5.1,1469.521,1546.854
33743,5.07,1421.36,1537.388
33744,5.05,1449.442,1526.775
33745,5.03,1364.721,1442.054
33746,5.01,1330.681,1408.014
33747,5.0,1352.469,1391.136
33748,5.0,1292.588,1292.588
33749,5.0,1290.161,1290.161
33750,5.0,1288.974,1288.974
33751,4.99,1194.923,1251.479
33752,4.99,1192.075,1192.075
33753,4.99,1193.018,1193.018
33754,4.99,1193.559,1193.559
33755,4.99,1193.31,1193.31
33756,4.99,1192.64,1192.64
33757,4.99,1191.216,1191.216
33758,4.99,1189.687,1189.687
33759,5.01,1289.509,1194.287
33760,5.01,1196.625,1196.625
33761,5.01,1195.135,1195.135
33762,5.0,1155.0,1193.667
33763,4.98,1005.071,1118.182
33764,4.98,1092.531,1092.531
33765,4.98,1094.035,1094.035
33766,4.98,1099.154,1099.154
33767,4.98,1102.605,1102.605
33768,4.99,1158.628,1102.072
33769,5.02,1240.344,1106.455
33770,5.05,1270.232,1154.232
33771,5.07,1300.143,1222.81
33772,5.09,1306.57,1229.209
33773,5.1,1273.713,1235.046
33774,5.11,1279.555,1240.888
33775,5.12,1284.769,1246.102
33776,5.12,1248.601,1248.601
33777,5.12,1249.317,1249.317
33778,5.12,1252.929,1252.929
33779,5.12,1260.183,1260.183
33780,5.12,1261.21,1261.21
33781,5.12,1259.85,1259.85
33782,5.11,1218.596,1257.263
33783,5.11,1252.318,1252.318
33784,5.1,1209.794,1248.461
33785,5.08,1570.051,1647.384
33786,5.0,1914.527,2223.888
33787,4.92,1719.268,2171.712
33788,4.84,1647.296,2099.74
33789,4.79,1763.772,2046.55
33790,4.78,2039.056,2095.612
33791,4.76,2055.62,2168.731
33792,4.74,2004.459,2117.57
33793,4.74,2114.119,2114.119
33794,4.75,2174.133,2117.577
33795,4.78,2306.624,2136.957
33796,4.82,2386.577,2160.355
33797,4.89,2599.331,2203.442
33798,4.98,2770.719,2261.719
33799,5.07,2706.184,2322.406
33800,5.21,2931.598,2390.237
33801,5.3,2838.269,2490.241
33802,5.38,2887.944,2578.611
33803,5.39,2705.738,2667.044
33804,5.41,2748.292,2670.959
33805,5.45,2830.293,2675.626
33806,5.51,2951.355,2716.744
33807,5.57,3040.594,2792.927
33808,5.6,2963.991,2840.158
33809,5.62,2956.411,2873.855
33810,5.63,2938.148,2896.87
