,일시,수위(EL.m)
871,2012-10-02 08시,5.25
872,2012-10-02 09시,5.25
873,2012-10-02 10시,5.25
874,2012-10-02 11시,5.25
875,2012-10-02 12시,5.25
876,2012-10-02 13시,5.27
877,2012-10-02 14시,5.28
878,2012-10-02 15시,5.28
879,2012-10-02 16시,5.28
880,2012-10-02 17시,5.29
881,2012-10-02 18시,5.29
882,2012-10-02 19시,5.3
883,2012-10-02 20시,5.3
884,2012-10-02 21시,5.3
885,2012-10-02 22시,5.3
886,2012-10-02 23시,5.3
887,2012-10-02 24시,5.29
888,2012-10-03 01시,5.29
889,2012-10-03 02시,5.29
890,2012-10-03 03시,5.29
891,2012-10-03 04시,5.28
892,2012-10-03 05시,5.28
893,2012-10-03 06시,5.28
894,2012-10-03 07시,5.28
895,2012-10-03 08시,5.28
896,2012-10-03 09시,5.28
897,2012-10-03 10시,5.28
898,2012-10-03 11시,5.28
899,2012-10-03 12시,5.28
900,2012-10-03 13시,5.28
901,2012-10-03 14시,5.28
902,2012-10-03 15시,5.28
903,2012-10-03 16시,5.28
904,2012-10-03 17시,5.28
905,2012-10-03 18시,5.28
906,2012-10-03 19시,5.28
907,2012-10-03 20시,5.28
908,2012-10-03 21시,5.28
909,2012-10-03 22시,5.28
910,2012-10-03 23시,5.28
911,2012-10-03 24시,5.28
912,2012-10-04 01시,5.28
913,2012-10-04 02시,5.28
914,2012-10-04 03시,5.27
915,2012-10-04 04시,5.27
916,2012-10-04 05시,5.27
917,2012-10-04 06시,5.27
918,2012-10-04 07시,5.27
919,2012-10-04 08시,5.27
920,2012-10-04 09시,5.27
921,2012-10-04 10시,5.27
922,2012-10-04 11시,5.27
923,2012-10-04 12시,5.27
924,2012-10-04 13시,5.25
925,2012-10-04 14시,5.24
926,2012-10-04 15시,5.24
927,2012-10-04 16시,5.23
928,2012-10-04 17시,5.21
929,2012-10-04 18시,5.2
930,2012-10-04 19시,5.21
931,2012-10-04 20시,5.26
932,2012-10-04 21시,5.29
933,2012-10-04 22시,5.3
934,2012-10-04 23시,5.29
935,2012-10-04 24시,5.25
936,2012-10-05 01시,5.23
937,2012-10-05 02시,5.23
938,2012-10-05 03시,5.22
939,2012-10-05 04시,5.23
940,2012-10-05 05시,5.23
941,2012-10-05 06시,5.23
942,2012-10-05 07시,5.23
943,2012-10-05 08시,5.24
944,2012-10-05 09시,5.27
945,2012-10-05 10시,5.27
946,2012-10-05 11시,5.27
947,2012-10-05 12시,5.25
948,2012-10-05 13시,5.23
949,2012-10-05 14시,5.22
950,2012-10-05 15시,5.21
951,2012-10-05 16시,5.2
952,2012-10-05 17시,5.19
953,2012-10-05 18시,5.19
954,2012-10-05 19시,5.18
955,2012-10-05 20시,5.18
956,2012-10-05 21시,5.17
957,2012-10-05 22시,5.16
958,2012-10-05 23시,5.16
959,2012-10-05 24시,5.16
960,2012-10-06 01시,5.15
961,2012-10-06 02시,5.15
962,2012-10-06 03시,5.15
963,2012-10-06 04시,5.14
964,2012-10-06 05시,5.14
965,2012-10-06 06시,5.14
966,2012-10-06 07시,5.14
967,2012-10-06 08시,5.13
968,2012-10-06 09시,5.13
969,2012-10-06 10시,5.13
970,2012-10-06 11시,5.13
971,2012-10-06 12시,5.13
972,2012-10-06 13시,5.13
973,2012-10-06 14시,5.13
974,2012-10-06 15시,5.13
975,2012-10-06 16시,5.13
976,2012-10-06 17시,5.13
977,2012-10-06 18시,5.13
978,2012-10-06 19시,5.13
979,2012-10-06 20시,5.15
980,2012-10-06 21시,5.17
981,2012-10-06 22시,5.18
982,2012-10-06 23시,5.19
983,2012-10-06 24시,5.19
984,2012-10-07 01시,5.2
985,2012-10-07 02시,5.2
986,2012-10-07 03시,5.2
987,2012-10-07 04시,5.2
988,2012-10-07 05시,5.2
989,2012-10-07 06시,5.2
990,2012-10-07 07시,5.2
991,2012-10-07 08시,5.2
992,2012-10-07 09시,5.2
993,2012-10-07 10시,5.2
994,2012-10-07 11시,5.2
995,2012-10-07 12시,5.2
996,2012-10-07 13시,5.21
997,2012-10-07 14시,5.21
998,2012-10-07 15시,5.21
999,2012-10-07 16시,5.21
1000,2012-10-07 17시,5.21
1001,2012-10-07 18시,5.21
1002,2012-10-07 19시,5.21
1003,2012-10-07 20시,5.21
1004,2012-10-07 21시,5.22
1005,2012-10-07 22시,5.22
1006,2012-10-07 23시,5.22
1007,2012-10-07 24시,5.23
1008,2012-10-08 01시,5.24
1009,2012-10-08 02시,5.24
1010,2012-10-08 03시,5.24
1011,2012-10-08 04시,5.24
1012,2012-10-08 05시,5.24
1013,2012-10-08 06시,5.24
1014,2012-10-08 07시,5.24
1015,2012-10-08 08시,5.24
1016,2012-10-08 09시,5.24
1017,2012-10-08 10시,5.24
1018,2012-10-08 11시,5.24
1019,2012-10-08 12시,5.23
1020,2012-10-08 13시,5.24
1021,2012-10-08 14시,5.23
1022,2012-10-08 15시,5.19
1023,2012-10-08 16시,5.17
1024,2012-10-08 17시,5.17
1025,2012-10-08 18시,5.15
1026,2012-10-08 19시,5.12
1027,2012-10-08 20시,5.12
1028,2012-10-08 21시,5.12
1029,2012-10-08 22시,5.11
1030,2012-10-08 23시,5.1
1031,2012-10-08 24시,5.1
1032,2012-10-09 01시,5.1
1033,2012-10-09 02시,5.1
1034,2012-10-09 03시,5.1
1035,2012-10-09 04시,5.1
1036,2012-10-09 05시,5.1
1037,2012-10-09 06시,5.1
1038,2012-10-09 07시,5.1
1039,2012-10-09 08시,5.1
1040,2012-10-09 09시,5.1
1041,2012-10-09 10시,5.1
1042,2012-10-09 11시,5.1
1043,2012-10-09 12시,5.1
1044,2012-10-09 13시,5.1
1045,2012-10-09 14시,5.1
1046,2012-10-09 15시,5.13
1047,2012-10-09 16시,5.14
1048,2012-10-09 17시,5.15
1049,2012-10-09 18시,5.2
1050,2012-10-09 19시,5.23
1051,2012-10-09 20시,5.26
1052,2012-10-09 21시,5.32
1053,2012-10-09 22시,5.34
1054,2012-10-09 23시,5.3
1055,2012-10-09 24시,5.3
1056,2012-10-10 01시,5.3
1057,2012-10-10 02시,5.3
1058,2012-10-10 03시,5.3
1059,2012-10-10 04시,5.29
1060,2012-10-10 05시,5.28
1061,2012-10-10 06시,5.24
1062,2012-10-10 07시,5.2
1063,2012-10-10 08시,5.18
1064,2012-10-10 09시,5.15
1065,2012-10-10 10시,5.13
1066,2012-10-10 11시,5.1
1067,2012-10-10 12시,5.09
1068,2012-10-10 13시,5.08
1069,2012-10-10 14시,5.08
1070,2012-10-10 15시,5.08
1071,2012-10-10 16시,5.08
1072,2012-10-10 17시,5.07
1073,2012-10-10 18시,5.07
1074,2012-10-10 19시,5.07
1075,2012-10-10 20시,5.07
1076,2012-10-10 21시,5.07
1077,2012-10-10 22시,5.08
1078,2012-10-10 23시,5.08
1079,2012-10-10 24시,5.1
1080,2012-10-11 01시,5.1
1081,2012-10-11 02시,5.11
1082,2012-10-11 03시,5.12
1083,2012-10-11 04시,5.13
1084,2012-10-11 05시,5.14
1085,2012-10-11 06시,5.14
1086,2012-10-11 07시,5.15
1087,2012-10-11 08시,5.16
1088,2012-10-11 09시,5.17
1089,2012-10-11 10시,5.17
1090,2012-10-11 11시,5.18
1091,2012-10-11 12시,5.19
1092,2012-10-11 13시,5.23
1093,2012-10-11 14시,5.28
1094,2012-10-11 15시,5.26
1095,2012-10-11 16시,5.25
1096,2012-10-11 17시,5.24
1097,2012-10-11 18시,5.24
1098,2012-10-11 19시,5.19
1099,2012-10-11 20시,5.16
1100,2012-10-11 21시,5.16
1101,2012-10-11 22시,5.13
1102,2012-10-11 23시,5.13
1103,2012-10-11 24시,5.15
1104,2012-10-12 01시,5.15
1105,2012-10-12 02시,5.15
1106,2012-10-12 03시,5.16
1107,2012-10-12 04시,5.16
1108,2012-10-12 05시,5.16
1109,2012-10-12 06시,5.15
1110,2012-10-12 07시,5.15
1111,2012-10-12 08시,5.14
1112,2012-10-12 09시,5.13
1113,2012-10-12 10시,5.13
1114,2012-10-12 11시,5.13
1115,2012-10-12 12시,5.13
1116,2012-10-12 13시,5.1
1117,2012-10-12 14시,5.08
1118,2012-10-12 15시,5.08
1119,2012-10-12 16시,5.08
1120,2012-10-12 17시,5.08
1121,2012-10-12 18시,5.07
1122,2012-10-12 19시,5.07
1123,2012-10-12 20시,5.07
1124,2012-10-12 21시,5.06
1125,2012-10-12 22시,5.05
1126,2012-10-12 23시,5.05
1127,2012-10-12 24시,5.05
1128,2012-10-13 01시,5.05
1129,2012-10-13 02시,5.05
1130,2012-10-13 03시,5.05
1131,2012-10-13 04시,5.05
1132,2012-10-13 05시,5.05
1133,2012-10-13 06시,5.05
1134,2012-10-13 07시,5.05
1135,2012-10-13 08시,5.05
1136,2012-10-13 09시,5.05
1137,2012-10-13 10시,5.05
1138,2012-10-13 11시,5.11
1139,2012-10-13 12시,5.15
1140,2012-10-13 13시,5.15
1141,2012-10-13 14시,5.1
1142,2012-10-13 15시,5.09
1143,2012-10-13 16시,5.09
1144,2012-10-13 17시,5.07
1145,2012-10-13 18시,5.06
1146,2012-10-13 19시,5.05
1147,2012-10-13 20시,5.05
1148,2012-10-13 21시,5.04
1149,2012-10-13 22시,5.04
1150,2012-10-13 23시,5.04
1151,2012-10-13 24시,5.04
1152,2012-10-14 01시,5.05
1153,2012-10-14 02시,5.07
1154,2012-10-14 03시,5.07
1155,2012-10-14 04시,5.08
1156,2012-10-14 05시,5.09
1157,2012-10-14 06시,5.1
1158,2012-10-14 07시,5.17
1159,2012-10-14 08시,5.2
1160,2012-10-14 09시,5.23
1161,2012-10-14 10시,5.25
1162,2012-10-14 11시,5.2
1163,2012-10-14 12시,5.16
1164,2012-10-14 13시,5.16
1165,2012-10-14 14시,5.14
1166,2012-10-14 15시,5.11
1167,2012-10-14 16시,5.1
1168,2012-10-14 17시,5.1
1169,2012-10-14 18시,5.08
1170,2012-10-14 19시,5.07
1171,2012-10-14 20시,5.06
1172,2012-10-14 21시,5.06
1173,2012-10-14 22시,5.05
1174,2012-10-14 23시,5.08
1175,2012-10-14 24시,5.1
1176,2012-10-15 01시,5.12
1177,2012-10-15 02시,5.13
1178,2012-10-15 03시,5.15
1179,2012-10-15 04시,5.17
1180,2012-10-15 05시,5.17
1181,2012-10-15 06시,5.18
1182,2012-10-15 07시,5.19
1183,2012-10-15 08시,5.2
1184,2012-10-15 09시,5.21
1185,2012-10-15 10시,5.21
1186,2012-10-15 11시,5.19
1187,2012-10-15 12시,5.17
1188,2012-10-15 13시,5.14
1189,2012-10-15 14시,5.13
1190,2012-10-15 15시,5.11
1191,2012-10-15 16시,5.09
1192,2012-10-15 17시,5.08
1193,2012-10-15 18시,5.07
1194,2012-10-15 19시,5.06
1195,2012-10-15 20시,5.04
1196,2012-10-15 21시,5.03
1197,2012-10-15 22시,5.02
1198,2012-10-15 23시,5.0
1199,2012-10-15 24시,5.0
1200,2012-10-16 01시,5.0
1201,2012-10-16 02시,5.03
1202,2012-10-16 03시,5.05
1203,2012-10-16 04시,5.06
1204,2012-10-16 05시,5.08
1205,2012-10-16 06시,5.09
1206,2012-10-16 07시,5.1
1207,2012-10-16 08시,5.1
1208,2012-10-16 09시,5.1
1209,2012-10-16 10시,5.08
1210,2012-10-16 11시,5.04
1211,2012-10-16 12시,5.01
1212,2012-10-16 13시,4.99
1213,2012-10-16 14시,4.96
1214,2012-10-16 15시,4.93
1215,2012-10-16 16시,4.91
1216,2012-10-16 17시,4.91
1217,2012-10-16 18시,4.9
1218,2012-10-16 19시,4.87
1219,2012-10-16 20시,4.86
1220,2012-10-16 21시,4.85
1221,2012-10-16 22시,4.84
1222,2012-10-16 23시,4.85
1223,2012-10-16 24시,4.88
1224,2012-10-17 01시,4.9
1225,2012-10-17 02시,4.91
1226,2012-10-17 03시,4.94
1227,2012-10-17 04시,4.99
1228,2012-10-17 05시,5.02
1229,2012-10-17 06시,5.05
1230,2012-10-17 07시,5.09
1231,2012-10-17 08시,5.11
1232,2012-10-17 09시,5.12
1233,2012-10-17 10시,5.1
1234,2012-10-17 11시,5.07
1235,2012-10-17 12시,5.07
1236,2012-10-17 13시,5.07
1237,2012-10-17 14시,5.07
1238,2012-10-17 15시,5.05
1239,2012-10-17 16시,5.05
1240,2012-10-17 17시,5.05
1241,2012-10-17 18시,5.04
1242,2012-10-17 19시,5.03
1243,2012-10-17 20시,5.02
1244,2012-10-17 21시,5.01
1245,2012-10-17 22시,5.04
1246,2012-10-17 23시,5.06
1247,2012-10-17 24시,5.07
1248,2012-10-18 01시,5.1
1249,2012-10-18 02시,5.11
1250,2012-10-18 03시,5.11
1251,2012-10-18 04시,5.11
1252,2012-10-18 05시,5.12
1253,2012-10-18 06시,5.12
1254,2012-10-18 07시,5.13
1255,2012-10-18 08시,5.13
1256,2012-10-18 09시,5.14
1257,2012-10-18 10시,5.12
1258,2012-10-18 11시,5.09
1259,2012-10-18 12시,5.07
1260,2012-10-18 13시,5.07
1261,2012-10-18 14시,5.05
1262,2012-10-18 15시,5.03
1263,2012-10-18 16시,5.02
1264,2012-10-18 17시,5.01
1265,2012-10-18 18시,4.99
1266,2012-10-18 19시,4.98
1267,2012-10-18 20시,4.98
1268,2012-10-18 21시,4.98
1269,2012-10-18 22시,4.98
1270,2012-10-18 23시,5.01
1271,2012-10-18 24시,5.06
1272,2012-10-19 01시,5.07
1273,2012-10-19 02시,5.08
1274,2012-10-19 03시,5.1
1275,2012-10-19 04시,5.1
1276,2012-10-19 05시,5.11
1277,2012-10-19 06시,5.11
1278,2012-10-19 07시,5.12
1279,2012-10-19 08시,5.13
1280,2012-10-19 09시,5.13
1281,2012-10-19 10시,5.14
1282,2012-10-19 11시,5.1
1283,2012-10-19 12시,5.08
1284,2012-10-19 13시,5.08
1285,2012-10-19 14시,5.07
1286,2012-10-19 15시,5.05
1287,2012-10-19 16시,5.04
1288,2012-10-19 17시,5.04
1289,2012-10-19 18시,5.03
1290,2012-10-19 19시,5.01
1291,2012-10-19 20시,5.01
1292,2012-10-19 21시,5.0
1293,2012-10-19 22시,4.98
1294,2012-10-19 23시,4.97
1295,2012-10-19 24시,4.97
1296,2012-10-20 01시,5.03
1297,2012-10-20 02시,5.07
1298,2012-10-20 03시,5.08
1299,2012-10-20 04시,5.08
1300,2012-10-20 05시,5.09
1301,2012-10-20 06시,5.08
1302,2012-10-20 07시,5.07
1303,2012-10-20 08시,5.07
1304,2012-10-20 09시,5.06
1305,2012-10-20 10시,5.05
1306,2012-10-20 11시,5.04
1307,2012-10-20 12시,5.03
1308,2012-10-20 13시,5.02
1309,2012-10-20 14시,5.01
1310,2012-10-20 15시,5.01
1311,2012-10-20 16시,5.01
1312,2012-10-20 17시,5.0
1313,2012-10-20 18시,5.0
1314,2012-10-20 19시,5.0
1315,2012-10-20 20시,5.0
1316,2012-10-20 21시,4.99
1317,2012-10-20 22시,4.99
1318,2012-10-20 23시,4.99
1319,2012-10-20 24시,5.01
1320,2012-10-21 01시,5.01
1321,2012-10-21 02시,5.01
1322,2012-10-21 03시,5.03
1323,2012-10-21 04시,5.04
1324,2012-10-21 05시,5.04
1325,2012-10-21 06시,5.04
1326,2012-10-21 07시,5.05
1327,2012-10-21 08시,5.06
1328,2012-10-21 09시,5.06
1329,2012-10-21 10시,5.05
1330,2012-10-21 11시,5.04
1331,2012-10-21 12시,5.04
1332,2012-10-21 13시,5.03
1333,2012-10-21 14시,5.02
1334,2012-10-21 15시,5.02
1335,2012-10-21 16시,5.02
1336,2012-10-21 17시,5.01
1337,2012-10-21 18시,5.01
1338,2012-10-21 19시,5.01
1339,2012-10-21 20시,5.01
1340,2012-10-21 21시,5.0
1341,2012-10-21 22시,5.0
1342,2012-10-21 23시,5.0
1343,2012-10-21 24시,5.0
1344,2012-10-22 01시,5.05
1345,2012-10-22 02시,5.07
1346,2012-10-22 03시,5.07
1347,2012-10-22 04시,5.09
1348,2012-10-22 05시,5.14
1349,2012-10-22 06시,5.15
1350,2012-10-22 07시,5.16
1351,2012-10-22 08시,5.19
1352,2012-10-22 09시,5.2
1353,2012-10-22 10시,5.21
1354,2012-10-22 11시,5.16
1355,2012-10-22 12시,5.13
1356,2012-10-22 13시,5.12
1357,2012-10-22 14시,5.1
1358,2012-10-22 15시,5.08
1359,2012-10-22 16시,5.06
1360,2012-10-22 17시,5.06
1361,2012-10-22 18시,5.06
1362,2012-10-22 19시,5.06
1363,2012-10-22 20시,5.05
1364,2012-10-22 21시,5.07
1365,2012-10-22 22시,5.1
1366,2012-10-22 23시,5.1
1367,2012-10-22 24시,5.1
1368,2012-10-23 01시,5.1
1369,2012-10-23 02시,5.1
1370,2012-10-23 03시,5.1
1371,2012-10-23 04시,5.1
1372,2012-10-23 05시,5.11
1373,2012-10-23 06시,5.11
1374,2012-10-23 07시,5.11
1375,2012-10-23 08시,5.11
1376,2012-10-23 09시,5.11
1377,2012-10-23 10시,5.11
1378,2012-10-23 11시,5.1
1379,2012-10-23 12시,5.05
1380,2012-10-23 13시,5.03
1381,2012-10-23 14시,5.03
1382,2012-10-23 15시,5.01
1383,2012-10-23 16시,4.99
1384,2012-10-23 17시,4.98
1385,2012-10-23 18시,4.97
1386,2012-10-23 19시,4.98
1387,2012-10-23 20시,4.97
1388,2012-10-23 21시,4.97
1389,2012-10-23 22시,5.02
1390,2012-10-23 23시,5.05
1391,2012-10-23 24시,5.08
1392,2012-10-24 01시,5.1
1393,2012-10-24 02시,5.12
1394,2012-10-24 03시,5.14
1395,2012-10-24 04시,5.15
1396,2012-10-24 05시,5.17
1397,2012-10-24 06시,5.18
1398,2012-10-24 07시,5.19
1399,2012-10-24 08시,5.2
1400,2012-10-24 09시,5.21
1401,2012-10-24 10시,5.22
1402,2012-10-24 11시,5.22
1403,2012-10-24 12시,5.22
1404,2012-10-24 13시,5.18
1405,2012-10-24 14시,5.16
1406,2012-10-24 15시,5.13
1407,2012-10-24 16시,5.12
1408,2012-10-24 17시,5.1
1409,2012-10-24 18시,5.08
1410,2012-10-24 19시,5.08
1411,2012-10-24 20시,5.07
1412,2012-10-24 21시,5.1
1413,2012-10-24 22시,5.1
1414,2012-10-24 23시,5.1
1415,2012-10-24 24시,5.11
1416,2012-10-25 01시,5.12
1417,2012-10-25 02시,5.13
1418,2012-10-25 03시,5.13
1419,2012-10-25 04시,5.13
1420,2012-10-25 05시,5.14
1421,2012-10-25 06시,5.14
1422,2012-10-25 07시,5.13
1423,2012-10-25 08시,5.12
1424,2012-10-25 09시,5.11
1425,2012-10-25 10시,5.09
1426,2012-10-25 11시,5.09
1427,2012-10-25 12시,5.09
1428,2012-10-25 13시,5.07
1429,2012-10-25 14시,5.05
1430,2012-10-25 15시,5.05
1431,2012-10-25 16시,5.05
1432,2012-10-25 17시,5.03
1433,2012-10-25 18시,5.02
1434,2012-10-25 19시,5.03
1435,2012-10-25 20시,5.06
1436,2012-10-25 21시,5.07
1437,2012-10-25 22시,5.08
1438,2012-10-25 23시,5.1
1439,2012-10-25 24시,5.1
1440,2012-10-26 01시,5.11
1441,2012-10-26 02시,5.12
1442,2012-10-26 03시,5.13
1443,2012-10-26 04시,5.14
1444,2012-10-26 05시,5.14
1445,2012-10-26 06시,5.15
1446,2012-10-26 07시,5.16
1447,2012-10-26 08시,5.16
1448,2012-10-26 09시,5.17
1449,2012-10-26 10시,5.16
1450,2012-10-26 11시,5.12
1451,2012-10-26 12시,5.12
1452,2012-10-26 13시,5.12
1453,2012-10-26 14시,5.1
1454,2012-10-26 15시,5.1
1455,2012-10-26 16시,5.09
1456,2012-10-26 17시,5.08
1457,2012-10-26 18시,5.07
1458,2012-10-26 19시,5.06
1459,2012-10-26 20시,5.06
1460,2012-10-26 21시,5.05
1461,2012-10-26 22시,5.04
1462,2012-10-26 23시,5.04
1463,2012-10-26 24시,5.03
1464,2012-10-27 01시,5.02
1465,2012-10-27 02시,5.02
1466,2012-10-27 03시,5.01
1467,2012-10-27 04시,5.0
1468,2012-10-27 05시,5.0
1469,2012-10-27 06시,5.0
1470,2012-10-27 07시,4.99
1471,2012-10-27 08시,4.99
1472,2012-10-27 09시,4.99
1473,2012-10-27 10시,4.99
1474,2012-10-27 11시,4.99
1475,2012-10-27 12시,4.99
1476,2012-10-27 13시,4.99
1477,2012-10-27 14시,4.99
1478,2012-10-27 15시,4.99
1479,2012-10-27 16시,4.99
1480,2012-10-27 17시,5.0
1481,2012-10-27 18시,5.01
1482,2012-10-27 19시,5.01
1483,2012-10-27 20시,5.05
1484,2012-10-27 21시,5.09
1485,2012-10-27 22시,5.1
1486,2012-10-27 23시,5.11
1487,2012-10-27 24시,5.13
1488,2012-10-28 01시,5.14
1489,2012-10-28 02시,5.14
1490,2012-10-28 03시,5.12
1491,2012-10-28 04시,5.12
1492,2012-10-28 05시,5.12
1493,2012-10-28 06시,5.12
1494,2012-10-28 07시,5.1
1495,2012-10-28 08시,5.1
1496,2012-10-28 09시,5.1
1497,2012-10-28 10시,5.1
1498,2012-10-28 11시,5.1
1499,2012-10-28 12시,5.1
1500,2012-10-28 13시,5.1
1501,2012-10-28 14시,5.1
1502,2012-10-28 15시,5.1
1503,2012-10-28 16시,5.1
1504,2012-10-28 17시,5.09
1505,2012-10-28 18시,5.05
1506,2012-10-28 19시,5.03
1507,2012-10-28 20시,5.01
1508,2012-10-28 21시,4.97
1509,2012-10-28 22시,4.95
1510,2012-10-28 23시,4.92
1511,2012-10-28 24시,4.89
1512,2012-10-29 01시,4.84
1513,2012-10-29 02시,4.8
1514,2012-10-29 03시,4.76
1515,2012-10-29 04시,4.71
1516,2012-10-29 05시,4.65
1517,2012-10-29 06시,4.59
1518,2012-10-29 07시,4.55
1519,2012-10-29 08시,4.5
1520,2012-10-29 09시,4.45
1521,2012-10-29 10시,4.41
1522,2012-10-29 11시,4.4
1523,2012-10-29 12시,4.38
1524,2012-10-29 13시,4.36
1525,2012-10-29 14시,4.35
1526,2012-10-29 15시,4.35
1527,2012-10-29 16시,4.34
1528,2012-10-29 17시,4.33
1529,2012-10-29 18시,4.32
1530,2012-10-29 19시,4.32
1531,2012-10-29 20시,4.32
1532,2012-10-29 21시,4.38
1533,2012-10-29 22시,4.4
1534,2012-10-29 23시,4.38
1535,2012-10-29 24시,4.35
1536,2012-10-30 01시,4.31
1537,2012-10-30 02시,4.29
1538,2012-10-30 03시,4.28
1539,2012-10-30 04시,4.28
1540,2012-10-30 05시,4.28
1541,2012-10-30 06시,4.27
1542,2012-10-30 07시,4.27
1543,2012-10-30 08시,4.27
1544,2012-10-30 09시,4.31
1545,2012-10-30 10시,4.38
1546,2012-10-30 11시,4.36
1547,2012-10-30 12시,4.31
1548,2012-10-30 13시,4.32
1549,2012-10-30 14시,4.35
1550,2012-10-30 15시,4.34
1551,2012-10-30 16시,4.32
1552,2012-10-30 17시,4.32
1553,2012-10-30 18시,4.33
1554,2012-10-30 19시,4.33
1555,2012-10-30 20시,4.32
1556,2012-10-30 21시,4.33
1557,2012-10-30 22시,4.38
1558,2012-10-30 23시,4.39
1559,2012-10-30 24시,4.4
1560,2012-10-31 01시,4.43
1561,2012-10-31 02시,4.45
1562,2012-10-31 03시,4.46
1563,2012-10-31 04시,4.48
1564,2012-10-31 05시,4.49
1565,2012-10-31 06시,4.51
1566,2012-10-31 07시,4.53
1567,2012-10-31 08시,4.54
1568,2012-10-31 09시,4.56
1569,2012-10-31 10시,4.57
1570,2012-10-31 11시,4.55
1571,2012-10-31 12시,4.51
1572,2012-10-31 13시,4.47
1573,2012-10-31 14시,4.45
1574,2012-10-31 15시,4.41
1575,2012-10-31 16시,4.37
1576,2012-10-31 17시,4.35
1577,2012-10-31 18시,4.33
1578,2012-10-31 19시,4.3
1579,2012-10-31 20시,4.28
1580,2012-10-31 21시,4.28
1581,2012-10-31 22시,4.26
1582,2012-10-31 23시,4.25
1583,2012-10-31 24시,4.24
1584,2012-11-01 01시,4.23
1585,2012-11-01 02시,4.22
1586,2012-11-01 03시,4.22
1587,2012-11-01 04시,4.27
1588,2012-11-01 05시,4.32
1589,2012-11-01 06시,4.35
1590,2012-11-01 07시,4.39
1591,2012-11-01 08시,4.43
1592,2012-11-01 09시,4.46
1593,2012-11-01 10시,4.48
1594,2012-11-01 11시,4.42
1595,2012-11-01 12시,4.37
1596,2012-11-01 13시,4.37
1597,2012-11-01 14시,4.35
1598,2012-11-01 15시,4.29
1599,2012-11-01 16시,4.25
1600,2012-11-01 17시,4.24
1601,2012-11-01 18시,4.24
1602,2012-11-01 19시,4.2
1603,2012-11-01 20시,4.14
1604,2012-11-01 21시,4.11
1605,2012-11-01 22시,4.08
1606,2012-11-01 23시,4.03
1607,2012-11-01 24시,3.97
1608,2012-11-02 01시,3.92
1609,2012-11-02 02시,3.88
1610,2012-11-02 03시,3.85
1611,2012-11-02 04시,3.83
1612,2012-11-02 05시,3.81
1613,2012-11-02 06시,3.81
1614,2012-11-02 07시,3.83
1615,2012-11-02 08시,3.86
1616,2012-11-02 09시,3.87
1617,2012-11-02 10시,3.88
1618,2012-11-02 11시,3.87
1619,2012-11-02 12시,3.87
1620,2012-11-02 13시,3.87
1621,2012-11-02 14시,3.86
1622,2012-11-02 15시,3.84
1623,2012-11-02 16시,3.83
1624,2012-11-02 17시,3.83
1625,2012-11-02 18시,3.82
1626,2012-11-02 19시,3.81
1627,2012-11-02 20시,3.8
1628,2012-11-02 21시,3.8
1629,2012-11-02 22시,3.8
1630,2012-11-02 23시,3.8
1631,2012-11-02 24시,3.8
1632,2012-11-03 01시,3.8
1633,2012-11-03 02시,3.81
1634,2012-11-03 03시,3.81
1635,2012-11-03 04시,3.81
1636,2012-11-03 05시,3.82
1637,2012-11-03 06시,3.84
1638,2012-11-03 07시,3.84
1639,2012-11-03 08시,3.84
1640,2012-11-03 09시,3.85
1641,2012-11-03 10시,3.86
1642,2012-11-03 11시,3.86
1643,2012-11-03 12시,3.87
1644,2012-11-03 13시,3.88
1645,2012-11-03 14시,3.88
1646,2012-11-03 15시,3.89
1647,2012-11-03 16시,3.9
1648,2012-11-03 17시,3.96
1649,2012-11-03 18시,4.0
1650,2012-11-03 19시,4.03
1651,2012-11-03 20시,4.06
1652,2012-11-03 21시,4.1
1653,2012-11-03 22시,4.1
1654,2012-11-03 23시,4.09
1655,2012-11-03 24시,4.08
1656,2012-11-04 01시,4.09
1657,2012-11-04 02시,4.09
1658,2012-11-04 03시,4.09
1659,2012-11-04 04시,4.09
1660,2012-11-04 05시,4.09
1661,2012-11-04 06시,4.09
1662,2012-11-04 07시,4.09
1663,2012-11-04 08시,4.09
1664,2012-11-04 09시,4.09
1665,2012-11-04 10시,4.09
1666,2012-11-04 11시,4.09
1667,2012-11-04 12시,4.13
1668,2012-11-04 13시,4.16
1669,2012-11-04 14시,4.17
1670,2012-11-04 15시,4.18
1671,2012-11-04 16시,4.21
1672,2012-11-04 17시,4.23
1673,2012-11-04 18시,4.25
1674,2012-11-04 19시,4.27
1675,2012-11-04 20시,4.29
1676,2012-11-04 21시,4.3
1677,2012-11-04 22시,4.32
1678,2012-11-04 23시,4.33
1679,2012-11-04 24시,4.35
1680,2012-11-05 01시,4.36
1681,2012-11-05 02시,4.37
1682,2012-11-05 03시,4.38
1683,2012-11-05 04시,4.43
1684,2012-11-05 05시,4.46
1685,2012-11-05 06시,4.49
1686,2012-11-05 07시,4.51
1687,2012-11-05 08시,4.55
1688,2012-11-05 09시,4.58
1689,2012-11-05 10시,4.6
1690,2012-11-05 11시,4.59
1691,2012-11-05 12시,4.59
1692,2012-11-05 13시,4.59
1693,2012-11-05 14시,4.59
1694,2012-11-05 15시,4.58
1695,2012-11-05 16시,4.57
1696,2012-11-05 17시,4.57
1697,2012-11-05 18시,4.56
1698,2012-11-05 19시,4.55
1699,2012-11-05 20시,4.55
1700,2012-11-05 21시,4.55
