Unnamed: 0,수위,총유입량,총방류량
6671,4.91,426.478,185.45
6672,4.92,248.571,188.293
6673,4.94,310.825,190.325
6674,4.98,434.304,193.276
6675,5.0,317.305,196.777
6676,5.02,272.919,206.947
6677,5.05,318.152,219.208
6678,5.07,341.143,275.171
6679,5.07,335.431,335.431
6680,5.07,334.852,334.852
6681,5.08,370.282,337.31
6682,5.08,340.818,340.818
6683,5.08,341.458,341.458
6684,5.08,341.631,341.631
6685,5.08,342.589,342.589
6686,5.08,342.636,342.636
6687,5.08,342.466,342.466
6688,5.08,343.019,343.019
6689,5.08,342.869,342.869
6690,5.08,343.419,343.419
6691,5.08,343.939,343.939
6692,5.08,343.517,343.517
6693,5.08,343.111,343.111
6694,5.09,377.615,344.615
6695,5.11,420.481,354.537
6696,5.13,456.05,390.078
6697,5.14,515.28,482.28
6698,5.15,491.193,458.221
6699,5.15,496.207,496.207
6700,5.16,540.453,507.481
6701,5.16,508.525,508.525
6702,5.16,508.852,508.852
6703,5.16,508.602,508.602
6704,5.16,508.77,508.77
6705,5.16,508.832,508.832
6706,5.16,508.582,508.582
6707,5.16,508.053,508.053
6708,5.16,507.654,507.654
6709,5.16,507.564,507.564
6710,5.16,507.55,507.55
6711,5.16,507.745,507.745
6712,5.15,470.076,503.048
6713,5.13,429.165,495.137
6714,5.11,412.436,478.408
6715,5.09,374.286,440.23
6716,5.08,335.452,368.452
6717,5.07,328.738,361.71
6718,5.07,357.222,357.222
6719,5.06,319.461,352.461
6720,5.06,299.322,299.322
6721,5.06,284.28,284.28
6722,5.06,284.075,284.075
6723,5.06,283.86,283.86
6724,5.06,283.764,283.764
6725,5.06,283.24,283.24
6726,5.06,282.974,282.974
6727,5.06,282.835,282.835
6728,5.07,318.779,285.779
6729,5.07,340.239,340.239
6730,5.07,594.468,594.468
6731,5.05,501.35,567.322
6732,5.04,526.206,559.178
6733,5.03,517.812,550.812
6734,5.01,384.066,450.038
6735,5.01,296.554,296.554
6736,5.02,318.45,285.45
6737,5.13,606.198,243.392
6738,5.13,367.228,367.228
6739,5.11,332.301,398.273
6740,5.13,458.3,392.328
6741,5.16,515.494,416.55
6742,5.16,422.632,422.632
6743,5.17,429.517,429.517
6744,5.18,465.613,432.641
6745,5.19,444.689,411.689
6746,5.2,365.993,333.021
6747,5.2,335.943,335.943
6748,5.2,336.095,336.095
6749,5.19,297.827,330.799
6750,5.19,329.667,329.667
6751,5.19,329.68,329.68
6752,5.19,329.615,329.615
6753,5.19,329.565,329.565
6754,5.19,329.616,329.616
6755,5.22,435.149,336.205
6756,5.24,420.031,354.059
6757,5.27,657.531,558.587
6758,5.23,981.274,1113.218
6759,5.18,917.516,1082.433
6760,5.14,644.754,776.671
6761,5.08,127.637,325.554
6762,5.05,195.861,294.805
6763,5.03,209.804,275.776
6764,5.02,237.253,270.225
6765,5.01,230.642,263.642
6766,4.99,161.125,254.347
6767,4.98,119.314,179.592
6768,4.98,150.203,150.203
6769,4.98,147.61,147.61
6770,4.97,86.952,147.202
6771,4.97,147.133,147.133
6772,4.97,147.067,147.067
6773,4.97,147.182,147.182
6774,4.97,146.948,146.948
6775,4.97,130.073,130.073
6776,4.98,108.695,48.445
6777,4.99,108.556,48.278
6778,5.0,108.732,48.482
6779,5.02,118.702,52.73
6780,5.03,98.005,65.033
6781,5.05,142.275,76.303
6782,5.08,225.712,126.768
6783,5.1,223.913,157.941
6784,5.11,202.661,169.689
6785,5.13,244.867,178.895
6786,5.13,185.216,185.216
6787,5.13,185.206,185.206
6788,5.14,222.959,189.959
6789,5.15,230.985,198.013
6790,5.16,254.224,221.252
6791,5.16,245.365,245.365
6792,5.19,352.825,253.853
6793,5.21,335.149,269.205
6794,5.21,277.332,277.332
6795,5.22,316.546,283.546
6796,5.23,325.486,292.514
6797,5.24,332.85,299.85
6798,5.24,301.456,301.456
6799,5.25,336.921,303.949
6800,5.25,307.836,307.836
6801,5.25,297.682,297.682
6802,5.25,281.35,281.35
6803,5.25,304.712,304.712
6804,5.25,305.045,305.045
6805,5.25,305.043,305.043
6806,5.25,305.232,305.232
6807,5.25,305.123,305.123
6808,5.25,305.354,305.354
6809,5.25,305.388,305.388
6810,5.24,266.29,299.262
6811,5.24,298.89,298.89
6812,5.23,261.968,294.968
6813,5.23,292.531,292.531
6814,5.23,292.443,292.443
6815,5.23,292.549,292.549
6816,5.23,292.33,292.33
6817,5.23,292.551,292.551
6818,5.23,292.541,292.541
6819,5.23,292.345,292.345
6820,5.23,292.594,292.594
6821,5.23,292.439,292.439
6822,5.23,292.278,292.278
6823,5.23,292.333,292.333
6824,5.23,292.302,292.302
6825,5.23,293.896,293.896
6826,5.22,340.479,373.451
6827,5.21,322.542,355.542
6828,5.21,366.787,366.787
6829,5.2,331.151,364.123
6830,5.19,320.976,353.948
6831,5.19,332.763,332.763
6832,5.18,297.517,330.517
6833,5.18,344.267,344.267
6834,5.17,305.742,338.714
6835,5.17,337.609,337.609
6836,5.17,337.969,337.969
6837,5.17,337.934,337.934
6838,5.17,338.142,338.142
6839,5.17,337.604,337.604
6840,5.17,338.036,338.036
6841,5.17,337.971,337.971
6842,5.17,337.739,337.739
6843,5.16,300.328,333.328
6844,5.16,331.011,331.011
6845,5.16,330.71,330.71
6846,5.16,330.676,330.676
6847,5.16,330.625,330.625
6848,5.16,330.529,330.529
6849,5.15,291.927,324.899
6850,5.15,323.925,323.925
6851,5.15,323.854,323.854
6852,5.15,323.914,323.914
6853,5.15,323.845,323.845
6854,5.15,323.93,323.93
6855,5.15,324.111,324.111
6856,5.15,324.085,324.085
6857,5.15,324.289,324.289
6858,5.15,324.19,324.19
6859,5.15,324.148,324.148
6860,5.15,324.042,324.042
6861,5.15,323.941,323.941
6862,5.15,323.83,323.83
6863,5.15,324.102,324.102
6864,5.15,324.027,324.027
6865,5.15,323.852,323.852
6866,5.15,324.11,324.11
6867,5.15,323.905,323.905
6868,5.15,323.815,323.815
6869,5.15,323.5,323.5
6870,5.15,323.767,323.767
6871,5.16,359.637,326.665
6872,5.16,330.082,330.082
6873,5.16,330.013,330.013
6874,5.16,330.211,330.211
6875,5.16,330.342,330.342
6876,5.16,329.812,329.812
6877,5.16,329.642,329.642
6878,5.16,329.322,329.322
6879,5.16,329.212,329.212
6880,5.16,328.903,328.903
6881,5.16,328.622,328.622
6882,5.16,329.054,329.054
6883,5.16,329.217,329.217
6884,5.16,329.042,329.042
6885,5.16,328.705,328.705
6886,5.16,328.962,328.962
6887,5.16,329.27,329.27
6888,5.16,329.42,329.42
6889,5.16,329.483,329.483
6890,5.16,329.408,329.408
6891,5.16,329.05,329.05
6892,5.16,328.974,328.974
6893,5.16,328.957,328.957
6894,5.16,328.78,328.78
6895,5.16,328.668,328.668
6896,5.16,328.655,328.655
6897,5.16,328.806,328.806
6898,5.16,328.818,328.818
6899,5.16,452.153,452.153
6900,5.15,423.869,456.841
6901,5.15,456.458,456.458
6902,5.15,408.41,408.41
6903,5.15,293.483,293.483
6904,5.15,293.519,293.519
6905,5.13,220.382,286.354
6906,5.13,234.266,234.266
6907,5.13,216.031,216.031
6908,5.13,215.999,215.999
6909,5.13,216.016,216.016
6910,5.13,216.006,216.006
6911,5.13,216.094,216.094
6912,5.13,215.989,215.989
6913,5.14,255.149,222.149
6914,5.16,326.444,260.5
6915,5.17,325.177,292.177
6916,5.17,304.993,304.993
6917,5.17,304.8,304.8
6918,5.18,339.88,306.908
6919,5.18,311.11,311.11
6920,5.18,310.991,310.991
6921,5.18,311.276,311.276
6922,5.18,311.304,311.304
6923,5.18,311.183,311.183
6924,5.18,311.067,311.067
6925,5.18,311.458,311.458
6926,5.18,311.203,311.203
6927,5.18,310.932,310.932
6928,5.18,311.126,311.126
6929,5.18,311.199,311.199
6930,5.18,310.983,310.983
6931,5.18,310.93,310.93
6932,5.18,310.958,310.958
6933,5.19,357.746,324.746
6934,5.19,348.399,348.399
6935,5.19,348.25,348.25
6936,5.19,356.528,356.528
6937,5.19,415.595,415.595
6938,5.18,396.815,429.815
6939,5.17,389.08,422.052
6940,5.16,382.609,415.609
6941,5.15,374.408,407.38
6942,5.14,367.999,400.971
6943,5.13,363.107,396.107
6944,5.12,357.591,390.563
6945,5.12,384.142,384.142
6946,5.11,345.344,378.344
6947,5.1,342.26,375.232
6948,5.08,296.25,362.222
6949,5.07,320.136,353.108
6950,5.07,351.272,351.272
6951,5.07,351.759,351.759
6952,5.07,351.899,351.899
6953,5.07,312.131,312.131
6954,5.07,265.814,265.814
6955,5.07,265.824,265.824
6956,5.07,266.087,266.087
6957,5.08,302.262,269.29
6958,5.09,309.209,276.209
6959,5.09,278.81,278.81
6960,5.1,280.636,247.663
6961,5.11,285.834,252.862
6962,5.12,292.012,259.012
6963,5.12,260.018,260.018
6964,5.13,293.637,260.665
6965,5.13,265.088,265.088
6966,5.13,265.087,265.087
6967,5.14,300.698,267.698
6968,5.14,270.343,270.343
6969,5.14,270.29,270.29
6970,5.14,270.447,270.447
6971,5.14,311.435,311.435
6972,5.14,359.147,359.147
6973,5.14,359.718,359.718
6974,5.14,360.215,360.215
6975,5.12,291.326,357.298
6976,5.1,277.349,343.322
6977,5.09,303.403,336.375
6978,5.08,301.302,334.302
6979,5.06,263.826,329.798
6980,5.05,293.383,326.355
6981,5.05,324.067,324.067
6982,5.04,319.608,352.58
6983,5.04,422.518,422.518
6984,5.04,448.332,448.332
6985,5.03,502.398,535.398
6986,5.02,499.928,532.9
6987,5.01,496.648,529.648
6988,4.99,432.299,525.522
6989,4.97,473.914,594.442
6990,4.94,540.067,720.845
6991,4.91,521.131,701.908
6992,4.88,502.942,683.72
6993,4.84,287.077,528.105
6994,4.81,210.617,391.395
6995,4.79,58.188,178.688
6996,4.78,72.531,132.808
6997,4.78,132.887,132.887
6998,4.78,132.792,132.792
6999,4.78,134.98,134.98
7000,4.77,73.63,133.88
7001,4.77,81.48,81.48
7002,4.77,132.513,132.513
7003,4.77,133.207,133.207
7004,4.8,314.169,133.392
7005,4.84,374.731,133.703
7006,4.87,314.964,134.187
7007,4.9,315.369,134.592
7008,4.93,315.839,135.062
7009,4.97,376.363,135.335
7010,4.99,339.273,218.745
7011,5.01,341.084,247.862
7012,5.03,319.074,253.102
7013,5.04,291.258,258.258
7014,5.06,328.428,262.483
7015,5.07,298.208,265.208
7016,5.07,267.585,267.585
7017,5.08,303.269,270.297
7018,5.08,270.368,270.368
7019,5.08,271.095,271.095
7020,5.08,271.382,271.382
7021,5.07,236.618,269.59
7022,5.06,234.312,267.312
7023,5.05,232.276,265.248
7024,5.05,264.397,264.397
7025,5.04,229.091,262.063
7026,5.03,227.17,260.17
7027,5.02,226.141,259.113
7028,5.02,257.365,257.365
7029,5.02,257.883,257.883
7030,5.02,257.932,257.932
7031,5.02,257.937,257.937
7032,5.02,258.57,258.57
7033,5.03,292.091,259.118
7034,5.03,261.327,261.327
7035,5.04,297.343,264.343
7036,5.05,300.012,267.04
7037,5.06,301.374,268.402
7038,5.07,303.532,270.532
7039,5.08,307.032,274.06
7040,5.09,310.828,277.828
7041,5.1,312.296,279.323
7042,5.1,281.48,281.48
7043,5.11,319.341,286.368
7044,5.12,322.902,289.902
7045,5.12,294.195,294.195
7046,5.12,293.642,293.642
7047,5.13,316.081,283.108
7048,5.13,283.608,283.608
7049,5.13,283.937,283.937
7050,5.13,284.2,284.2
7051,5.14,337.628,304.628
7052,5.14,340.195,340.195
7053,5.14,340.217,340.217
7054,5.14,380.608,380.608
7055,5.12,367.199,433.172
7056,5.11,398.567,431.567
7057,5.1,392.319,425.292
7058,5.09,388.838,421.81
7059,5.07,350.413,416.385
7060,5.06,380.73,413.73
7061,5.05,377.463,410.435
7062,5.04,373.974,406.947
7063,5.03,422.178,455.178
7064,5.01,408.118,474.09
7065,4.99,388.086,481.308
7066,4.97,358.224,478.752
7067,4.95,344.852,465.352
7068,4.95,158.497,158.497
7069,4.95,130.962,130.962
7070,4.95,90.535,90.535
7071,4.95,126.932,126.932
7072,4.96,171.072,110.822
7073,4.99,301.484,120.707
7074,5.02,256.514,130.292
7075,5.05,236.244,137.3
7076,5.08,229.873,130.928
7077,5.11,236.469,137.525
7078,5.12,249.555,216.555
7079,5.13,277.006,244.033
7080,5.14,280.447,247.447
7081,5.14,249.165,249.165
7082,5.14,249.192,249.192
7083,5.14,248.928,248.928
7084,5.14,248.933,248.933
7085,5.14,249.033,249.033
7086,5.14,248.758,248.758
7087,5.14,248.75,248.75
7088,5.14,284.945,284.945
7089,5.14,401.042,401.042
7090,5.11,408.636,507.608
7091,5.09,486.601,552.545
7092,5.07,479.138,545.11
7093,5.06,509.115,542.115
7094,5.04,471.844,537.788
7095,5.04,536.365,536.365
7096,5.04,543.552,543.552
7097,5.04,543.85,543.85
7098,5.02,467.754,533.727
7099,5.0,488.183,554.155
7100,4.99,636.528,696.778
7101,5.01,793.457,700.235
7102,5.03,934.007,868.035
7103,5.03,1080.42,1080.42
7104,5.03,1532.923,1532.923
7105,5.04,1675.42,1642.42
7106,5.06,1964.668,1898.723
7107,5.11,2205.625,2040.708
7108,5.1,2457.219,2490.192
7109,5.07,2434.441,2533.385
7110,5.04,2428.046,2526.99
7111,5.11,2274.741,2043.88
7112,5.3,2677.073,2050.378
7113,5.48,2776.974,2183.28
7114,5.5,2803.949,2737.977
7115,5.47,2726.046,2824.99
7116,5.47,2813.315,2813.315
7117,5.47,2813.592,2813.592
7118,5.47,2813.227,2813.227
7119,5.47,2806.61,2806.61
7120,5.47,2804.19,2804.19
7121,5.47,2804.225,2804.225
7122,5.48,2824.661,2791.688
7123,5.49,2825.417,2792.417
7124,5.49,2800.73,2800.73
7125,5.49,2799.105,2799.105
7126,5.49,2798.445,2798.445
7127,5.48,2578.46,2611.46
7128,5.55,2695.582,2477.332
7129,5.49,2545.482,2730.732
7130,5.41,2282.174,2546.063
7131,5.36,1955.008,2119.925
7132,5.2,1852.903,2380.625
7133,5.02,1604.852,2198.547
7134,5.0,1684.673,1750.645
7135,5.08,1879.798,1615.937
7136,5.2,2069.866,1674.06
7137,5.28,2009.011,1745.15
7138,5.28,1763.13,1763.13
7139,5.28,929.54,929.54
7140,5.27,625.399,658.372
7141,5.2,394.683,625.572
7142,5.15,447.2,612.117
7143,5.16,1023.702,990.73
7144,5.18,1445.301,1379.328
7145,5.25,1653.102,1422.213
7146,5.24,1895.664,1928.637
7147,5.19,1834.112,1999.028
7148,5.15,1829.872,1961.817
7149,5.13,1878.598,1944.57
7150,5.09,1791.688,1923.605
7151,5.07,1347.679,1413.652
7152,5.12,688.973,524.057
7153,5.12,530.948,530.948
7154,5.09,425.969,524.913
7155,5.06,419.128,518.1
7156,5.05,491.778,524.75
7157,5.04,483.764,516.737
7158,5.03,466.305,499.305
7159,5.01,428.556,494.528
7160,5.0,457.853,490.825
7161,5.0,446.913,446.913
7162,4.99,222.932,283.182
7163,5.0,208.28,148.03
7164,5.0,190.127,190.127
7165,5.0,161.487,161.487
7166,5.0,146.967,146.967
7167,5.0,147.135,147.135
7168,5.0,147.18,147.18
7169,5.0,147.255,147.255
7170,5.01,181.919,148.947
7171,5.02,184.885,151.885
7172,5.02,152.823,152.823
7173,5.03,186.379,153.407
7174,5.07,293.051,161.107
7175,5.09,470.177,404.205
7176,5.1,573.701,540.728
7177,5.11,734.952,701.98
7178,5.14,814.649,715.677
7179,5.15,759.301,726.328
7180,5.15,730.132,730.132
7181,5.16,766.642,733.67
7182,5.16,736.36,736.36
7183,5.16,736.727,736.727
7184,5.16,743.265,743.265
7185,5.16,725.087,725.087
7186,5.16,719.677,719.677
7187,5.16,736.655,736.655
7188,5.15,702.374,735.347
7189,5.14,742.709,775.682
7190,5.12,713.201,779.173
7191,5.12,773.97,773.97
7192,5.12,773.452,773.452
7193,5.11,737.088,770.088
7194,5.11,767.017,767.017
7195,5.06,589.128,754.045
7196,5.02,609.425,741.342
7197,5.0,664.889,730.862
7198,4.99,662.372,722.622
7199,4.99,723.95,723.95
7200,5.01,766.334,673.112
7201,5.04,619.234,520.262
7202,5.05,438.742,405.77
7203,5.05,347.925,347.925
7204,5.04,313.148,346.12
7205,5.04,256.933,256.933
7206,5.04,249.02,249.02
7207,5.04,249.3,249.3
7208,5.05,284.082,251.11
7209,5.06,287.246,254.273
7210,5.08,324.604,258.632
7211,5.08,261.167,261.167
7212,5.09,297.195,264.195
7213,5.1,299.694,266.722
7214,5.11,301.896,268.923
7215,5.11,272.467,272.467
7216,5.12,330.004,297.004
7217,5.13,389.42,356.448
7218,5.13,488.424,488.424
7219,5.13,488.441,488.441
7220,5.16,614.168,515.224
7221,5.17,674.527,641.527
7222,5.17,695.711,695.711
7223,5.17,696.854,696.854
7224,5.17,697.596,697.596
7225,5.17,697.996,697.996
7226,5.17,697.914,697.914
7227,5.17,698.791,698.791
7228,5.17,698.751,698.751
7229,5.17,699.313,699.313
7230,5.17,699.618,699.618
7231,5.17,699.404,699.404
7232,5.17,699.432,699.432
7233,5.17,699.407,699.407
7234,5.17,699.397,699.397
7235,5.17,698.865,698.865
7236,5.16,660.795,693.795
7237,5.16,690.331,690.331
7238,5.15,654.101,687.073
7239,5.1,501.697,666.614
7240,5.07,438.027,536.971
7241,5.06,317.699,350.699
7242,5.06,231.004,231.004
7243,5.06,174.282,174.282
7244,5.07,160.094,127.094
7245,5.08,171.285,138.313
7246,5.1,184.998,119.026
7247,5.11,149.075,116.103
7248,5.14,227.49,128.518
7249,5.16,194.874,128.93
7250,5.18,210.924,144.952
7251,5.21,258.958,160.014
7252,5.23,240.924,174.952
7253,5.25,260.022,194.05
7254,5.26,277.682,244.71
7255,5.27,337.31,304.31
7256,5.27,362.427,362.427
7257,5.26,507.556,540.556
7258,5.23,595.143,694.087
7259,5.21,612.409,678.381
7260,5.18,561.258,660.202
7261,5.16,467.293,533.265
7262,5.15,407.279,440.251
7263,5.15,438.084,438.084
7264,5.15,438.363,438.363
7265,5.15,438.212,438.212
7266,5.15,438.106,438.106
7267,5.15,438.073,438.073
7268,5.16,471.378,438.406
7269,5.16,444.397,444.397
7270,5.16,443.795,443.795
7271,5.16,443.982,443.982
7272,5.16,443.51,443.51
7273,5.16,442.657,442.657
7274,5.16,442.687,442.687
7275,5.16,442.262,442.262
7276,5.16,442.082,442.082
7277,5.16,441.351,441.351
7278,5.16,441.577,441.577
7279,5.16,441.624,441.624
7280,5.16,441.273,441.273
7281,5.15,407.951,440.923
7282,5.14,310.977,343.949
7283,5.14,330.661,330.661
7284,5.14,331.291,331.291
7285,5.13,294.087,327.087
7286,5.13,319.234,319.234
7287,5.13,326.3,326.3
7288,5.13,328.394,328.394
7289,5.13,307.105,307.105
7290,5.13,326.986,326.986
7291,5.14,366.558,333.558
7292,5.15,367.367,334.395
7293,5.15,339.973,339.973
7294,5.15,339.513,339.513
7295,5.15,339.902,339.902
7296,5.15,339.731,339.731
7297,5.15,339.328,339.328
7298,5.15,339.447,339.447
7299,5.15,339.227,339.227
7300,5.15,339.033,339.033
7301,5.15,338.853,338.853
7302,5.15,338.29,338.29
7303,5.15,338.205,338.205
7304,5.15,338.31,338.31
7305,5.16,372.992,340.02
7306,5.16,345.252,345.252
7307,5.16,345.339,345.339
7308,5.16,345.651,345.651
7309,5.16,346.777,346.777
7310,5.16,347.351,347.351
7311,5.16,348.082,348.082
7312,5.16,348.248,348.248
7313,5.16,329.093,329.093
7314,5.16,305.487,305.487
7315,5.16,305.554,305.554
7316,5.17,376.157,343.157
7317,5.17,365.618,365.618
7318,5.17,365.527,365.527
7319,5.17,365.564,365.564
7320,5.17,364.865,364.865
7321,5.17,364.805,364.805
7322,5.17,364.415,364.415
7323,5.17,364.35,364.35
7324,5.17,364.368,364.368
7325,5.17,364.212,364.212
7326,5.17,315.439,315.439
7327,5.18,368.5,335.528
7328,5.18,409.592,409.592
7329,5.18,503.25,503.25
7330,5.18,532.903,532.903
7331,5.17,496.168,529.14
7332,5.15,455.955,521.927
7333,5.14,482.392,515.364
7334,5.13,424.609,457.609
7335,5.11,212.136,278.108
7336,5.09,203.651,269.595
7337,5.05,125.172,257.116
7338,5.1,423.859,258.942
7339,5.18,550.479,286.618
7340,5.19,419.956,386.956
7341,5.14,118.055,282.972
7342,5.13,158.463,191.463
7343,5.15,258.845,192.873
7344,5.15,200.46,200.46
7345,5.15,200.472,200.472
7346,5.15,200.617,200.617
7347,5.15,200.505,200.505
7348,5.15,200.397,200.397
7349,5.15,200.403,200.403
7350,5.15,200.373,200.373
7351,5.15,200.092,200.092
7352,5.15,200.219,200.219
7353,5.15,200.48,200.48
7354,5.15,200.41,200.41
7355,5.15,200.29,200.29
7356,5.15,200.4,200.4
7357,5.15,200.574,200.574
7358,5.15,200.54,200.54
7359,5.15,200.401,200.401
7360,5.14,165.825,198.797
7361,5.14,195.241,195.241
7362,5.14,195.371,195.371
7363,5.14,195.525,195.525
7364,5.14,195.453,195.453
7365,5.14,195.488,195.488
7366,5.14,195.389,195.389
7367,5.14,195.387,195.387
7368,5.14,195.337,195.337
7369,5.14,195.43,195.43
7370,5.14,195.395,195.395
7371,5.14,195.292,195.292
7372,5.14,195.355,195.355
7373,5.14,195.329,195.329
7374,5.14,195.297,195.297
7375,5.16,266.661,200.717
7376,5.16,205.732,205.732
7377,5.17,242.214,209.214
7378,5.17,210.861,210.861
7379,5.17,210.863,210.863
7380,5.17,210.924,210.924
7381,5.18,248.961,215.989
7382,5.18,216.178,216.178
7383,5.18,264.165,264.165
7384,5.18,270.337,270.337
7385,5.18,270.25,270.25
7386,5.17,232.706,265.678
7387,5.16,229.401,262.401
7388,5.16,260.415,260.415
7389,5.15,227.399,260.371
7390,5.15,255.424,255.424
7391,5.15,245.203,245.203
7392,5.15,226.239,226.239
7393,5.15,226.533,226.533
7394,5.15,226.73,226.73
7395,5.15,226.6,226.6
7396,5.15,226.33,226.33
7397,5.15,226.34,226.34
7398,5.15,226.237,226.237
7399,5.15,226.023,226.023
7400,5.15,228.849,228.849
7401,5.15,255.238,255.238
7402,5.14,221.593,254.565
7403,5.14,249.294,249.294
7404,5.14,249.721,249.721
7405,5.14,240.025,240.025
7406,5.14,221.46,221.46
7407,5.14,245.912,245.912
7408,5.14,252.207,252.207
7409,5.14,244.307,244.307
7410,5.14,243.668,243.668
7411,5.14,246.973,246.973
7412,5.15,284.817,251.845
7413,5.16,287.185,254.213
7414,5.17,291.885,258.885
7415,5.17,261.367,261.367
7416,5.18,298.51,265.538
7417,5.18,266.52,266.52
7418,5.18,266.48,266.48
7419,5.18,266.487,266.487
7420,5.18,266.245,266.245
7421,5.18,266.2,266.2
7422,5.18,288.369,288.369
7423,5.18,288.96,288.96
7424,5.18,288.92,288.92
7425,5.15,353.932,452.876
7426,5.11,416.632,548.576
7427,5.07,398.317,530.234
7428,5.05,455.657,521.629
7429,5.02,412.931,511.875
7430,4.99,375.936,502.158
7431,4.97,368.869,489.397
7432,4.94,296.098,476.876
7433,4.92,343.66,464.16
7434,4.9,301.034,421.562
7435,4.89,259.943,320.193
7436,4.88,259.363,319.641
7437,4.88,317.249,317.249
7438,4.88,317.232,317.232
7439,4.88,318.297,318.297
7440,4.88,317.865,317.865
7441,4.88,318.083,318.083
7442,4.88,317.88,317.88
7443,4.88,317.918,317.918
7444,4.88,317.598,317.598
7445,4.88,317.853,317.853
7446,4.88,317.398,317.398
7447,4.88,317.157,317.157
7448,4.88,317.242,317.242
7449,4.88,316.803,316.803
7450,4.9,441.608,321.08
7451,4.91,386.885,326.635
7452,4.93,451.903,331.375
7453,4.94,396.551,336.301
7454,4.96,462.306,341.778
7455,4.97,408.003,347.753
7456,4.98,412.675,352.425
7457,4.99,446.936,386.658
7458,5.0,458.786,398.536
7459,5.01,500.107,467.135
7460,5.01,506.366,506.366
7461,5.01,538.918,538.918
7462,4.99,442.817,536.039
7463,4.98,469.079,529.357
7464,4.97,462.362,522.612
7465,4.95,393.292,513.792
7466,4.94,447.712,507.99
7467,4.92,380.165,500.665
7468,4.91,432.648,492.926
7469,4.9,427.145,487.395
7470,4.89,421.533,481.783
7471,4.88,415.57,475.848
7472,4.87,409.853,470.103
7473,4.87,469.413,469.413
7474,4.86,406.148,466.398
7475,4.86,464.129,464.129
7476,4.86,464.122,464.122
7477,4.86,464.455,464.455
7478,4.86,464.022,464.022
7479,4.86,464.503,464.503
7480,4.86,464.167,464.167
7481,4.85,400.59,460.84
7482,4.85,458.803,458.803
7483,4.85,458.866,458.866
7484,4.85,459.259,459.259
7485,4.86,524.95,464.7
7486,4.87,590.22,529.97
7487,4.87,755.487,755.487
7488,4.87,751.099,751.099
7489,4.89,878.668,758.14
7490,4.91,920.701,800.201
7491,4.94,1052.348,871.57
7492,5.0,1281.246,919.69
7493,5.04,1385.359,1253.415
7494,5.12,1626.836,1362.975
7495,5.22,1747.767,1417.934
7496,5.27,1990.894,1825.977
7497,5.26,2044.126,2077.126
7498,5.28,2153.928,2087.956
7499,5.32,2350.644,2218.7
7500,5.33,2440.755,2407.783
7501,5.36,2640.973,2542.029
7502,5.35,2659.016,2691.988
7503,5.37,2748.424,2682.452
7504,5.57,3426.671,2784.699
7505,5.67,3353.064,3048.508
7506,5.77,3542.4,3237.844
7507,5.9,3737.828,3341.911
7508,6.02,3824.769,3419.936
7509,6.07,3799.161,3548.494
7510,6.13,3935.004,3634.171
7511,6.19,4016.496,3715.69
7512,6.25,4087.681,3786.848
7513,6.29,4043.909,3843.381
7514,6.32,4041.414,3890.997
7515,6.35,4079.357,3928.94
7516,6.36,3999.823,3949.712
7517,6.37,4014.822,3964.683
7518,6.37,3973.602,3973.602
7519,6.36,3919.221,3969.36
7520,6.34,3847.141,3947.391
7521,6.3,3713.43,3913.986
7522,6.27,3716.825,3867.242
7523,6.21,3511.803,3812.609
7524,6.16,3496.639,3747.333
7525,6.11,3429.048,3679.715
7526,6.05,3309.008,3609.814
7527,5.99,3254.993,3536.132
7528,5.93,3302.94,3485.69
7529,5.87,3249.221,3431.943
7530,5.84,3251.254,3342.615
7531,5.83,3231.658,3262.13
7532,5.87,3203.288,3081.455
7533,5.84,2965.166,3056.527
7534,5.79,2877.549,3029.827
7535,5.78,2967.3,2997.773
7536,5.78,2963.187,2963.187
7537,5.6,2349.065,2897.259
7538,5.54,2607.43,2790.152
7539,5.45,2425.224,2711.974
7540,5.33,2200.417,2596.223
7541,5.2,2031.71,2460.488
7542,5.07,1920.75,2349.528
7543,4.99,1999.634,2290.773
7544,4.91,1748.714,2230.797
7545,4.85,1799.33,2160.858
7546,4.81,1870.327,2111.383
7547,4.8,2028.957,2089.207
7548,4.84,2343.153,2102.125
7549,4.9,2515.684,2154.128
7550,4.98,2716.883,2234.827
7551,5.03,2608.517,2389.045
7552,5.1,2656.854,2425.965
7553,5.18,2735.466,2471.605
7554,5.22,2649.148,2517.204
7555,5.25,2649.817,2550.873
7556,5.23,2489.425,2555.397
7557,5.16,2119.164,2350.053
7558,5.14,1869.561,1935.505
7559,5.09,1745.274,1910.191
7560,5.04,1716.413,1881.33
7561,5.03,1835.047,1868.047
7562,5.03,1866.78,1866.78
7563,5.03,1865.333,1865.333
7564,5.05,1935.916,1869.944
7565,5.06,1946.867,1913.895
7566,5.07,1948.478,1915.478
7567,5.07,1917.752,1917.752
7568,5.06,1906.23,1939.23
7569,5.04,1657.519,1723.463
7570,5.17,1401.098,972.32
7571,5.21,1128.621,996.704
7572,5.21,1002.245,1002.245
7573,5.22,1035.797,1002.797
7574,5.24,1308.92,1242.948
7575,5.21,1367.001,1465.973
7576,5.22,1485.421,1452.421
7577,5.27,1644.965,1480.048
7578,5.3,1608.22,1509.276
7579,5.32,1671.822,1605.85
7580,5.28,1554.943,1686.887
7581,5.23,1492.145,1657.062
7582,5.19,1493.267,1625.184
7583,5.16,1375.689,1474.661
