Unnamed: 0,수위,총유입량,총방류량
17805,5.16,255.453,255.453
17806,5.16,255.465,255.465
17807,5.15,218.823,251.795
17808,5.15,250.556,250.556
17809,5.14,214.525,247.497
17810,5.14,244.792,244.792
17811,5.13,209.185,242.185
17812,5.13,239.741,239.741
17813,5.13,239.457,239.457
17814,5.12,203.692,236.664
17815,5.12,222.648,222.648
17816,5.12,155.034,155.034
17817,5.12,154.771,154.771
17818,5.12,154.901,154.901
17819,5.13,190.92,157.948
17820,5.14,195.213,162.213
17821,5.14,165.668,165.668
17822,5.15,200.12,167.148
17823,5.15,171.231,171.231
17824,5.16,209.009,176.037
17825,5.17,212.385,179.385
17826,5.17,181.788,181.788
17827,5.18,216.806,183.834
17828,5.18,187.061,187.061
17829,5.18,186.961,186.961
17830,5.19,223.821,190.821
17831,5.19,222.017,222.017
17832,5.19,230.323,230.323
17833,5.19,256.546,256.546
17834,5.19,272.193,272.193
17835,5.19,271.788,271.788
17836,5.18,235.396,268.396
17837,5.17,231.19,264.162
17838,5.16,228.383,261.383
17839,5.16,256.755,256.755
17840,5.15,223.175,256.147
17841,5.15,251.517,251.517
17842,5.14,216.561,249.533
17843,5.14,246.03,246.03
17844,5.13,210.625,243.625
17845,5.13,222.93,222.93
17846,5.13,197.062,197.062
17847,5.13,197.272,197.272
17848,5.13,197.256,197.256
17849,5.13,197.24,197.24
17850,5.13,197.248,197.248
17851,5.13,197.265,197.265
17852,5.14,230.916,197.916
17853,5.13,169.495,202.495
17854,5.14,235.471,202.471
17855,5.14,202.781,202.781
17856,5.14,202.443,202.443
17857,5.15,237.907,204.935
17858,5.15,207.87,207.87
17859,5.15,207.55,207.55
17860,5.15,207.792,207.792
17861,5.15,207.805,207.805
17862,5.15,207.705,207.705
17863,5.16,243.828,210.856
17864,5.16,212.722,212.722
17865,5.16,212.564,212.564
17866,5.16,212.738,212.738
17867,5.16,212.761,212.761
17868,5.16,212.597,212.597
17869,5.16,212.843,212.843
17870,5.16,212.917,212.917
17871,5.15,179.89,212.862
17872,5.16,245.877,212.905
17873,5.16,212.918,212.918
17874,5.16,212.801,212.801
17875,5.16,212.704,212.704
17876,5.16,212.948,212.948
17877,5.16,212.634,212.634
17878,5.16,212.661,212.661
17879,5.16,212.786,212.786
17880,5.15,180.067,213.039
17881,5.16,245.716,212.744
17882,5.16,213.098,213.098
17883,5.16,213.21,213.21
17884,5.16,213.02,213.02
17885,5.16,212.89,212.89
17886,5.16,212.973,212.973
17887,5.16,212.799,212.799
17888,5.16,212.82,212.82
17889,5.16,273.809,273.809
17890,5.07,696.094,992.927
17891,5.0,913.582,1144.471
17892,4.92,579.819,1061.875
17893,4.92,153.48,153.48
17894,4.91,54.702,114.98
17895,4.87,0.0,114.88
17896,4.86,41.752,102.002
17897,4.9,249.46,8.432
17898,4.91,169.565,109.315
17899,4.91,113.268,113.268
17900,4.92,173.543,113.265
17901,4.95,294.111,113.333
17902,4.95,113.315,113.315
17903,4.95,113.165,113.165
17904,4.97,250.345,129.845
17905,4.97,316.568,316.568
17906,4.95,479.133,599.633
17907,4.91,349.437,590.493
17908,4.91,345.305,345.305
17909,4.9,78.31,138.56
17910,4.89,4.403,64.653
17911,4.88,0.0,41.94
17912,4.9,157.876,37.348
17913,4.92,197.258,76.73
17914,4.92,112.855,112.855
17915,4.93,175.155,114.905
17916,4.95,235.321,114.793
17917,4.95,114.932,114.932
17918,4.94,54.652,114.93
17919,4.94,115.068,115.068
17920,4.94,114.923,114.923
17921,4.93,54.888,115.138
17922,4.92,55.018,115.268
17923,4.92,115.663,115.663
17924,4.92,114.99,114.99
17925,4.91,54.565,114.843
17926,4.91,115.085,115.085
17927,4.91,114.93,114.93
17928,4.91,114.99,114.99
17929,4.91,114.988,114.988
17930,4.9,54.788,115.038
17931,4.9,115.113,115.113
17932,4.9,114.928,114.928
17933,4.9,114.922,114.922
17934,4.9,115.04,115.04
17935,4.9,114.87,114.87
17936,4.9,115.043,115.043
17937,4.91,65.178,4.928
17938,4.92,61.568,1.29
17939,4.93,61.54,1.29
17940,4.96,185.063,4.285
17941,4.96,107.717,107.717
17942,4.97,175.245,114.995
17943,4.99,235.381,114.853
17944,5.0,175.255,115.005
17945,5.0,115.177,115.177
17946,5.01,148.475,115.503
17947,5.02,152.291,119.291
17948,5.03,155.934,122.962
17949,5.04,158.302,125.302
17950,5.05,160.798,127.826
17951,5.06,164.14,131.168
17952,5.07,167.167,134.167
17953,5.08,168.314,135.342
17954,5.09,170.466,137.466
17955,5.09,140.093,140.093
17956,5.1,175.628,142.656
17957,5.1,142.938,142.938
17958,5.1,143.022,143.022
17959,5.1,143.003,143.003
17960,5.1,142.925,142.925
17961,5.1,143.08,143.08
17962,5.1,142.992,142.992
17963,5.1,142.898,142.898
17964,5.09,108.84,141.812
17965,5.09,139.993,139.993
17966,5.09,140.147,140.147
17967,5.09,140.178,140.178
17968,5.08,104.725,137.725
17969,5.08,101.808,101.808
17970,5.08,70.435,70.435
17971,5.08,70.457,70.457
17972,5.08,70.472,70.472
17973,5.09,105.287,72.287
17974,5.1,110.153,77.181
17975,5.1,82.06,82.06
17976,5.11,116.33,83.358
17977,5.11,86.849,86.849
17978,5.11,86.949,86.949
17979,5.11,86.874,86.874
17980,5.12,124.374,91.374
17981,5.12,97.391,97.391
17982,5.13,126.672,93.7
17983,5.14,137.763,104.763
17984,5.14,115.316,115.316
17985,5.14,115.388,115.388
17986,5.14,115.552,115.552
17987,5.13,74.363,107.363
17988,5.13,77.623,77.623
17989,5.13,77.66,77.66
17990,5.12,40.099,73.071
17991,5.12,60.383,60.383
17992,5.12,60.338,60.338
17993,5.12,60.3,60.3
17994,5.11,28.946,61.946
17995,5.11,131.165,131.165
17996,5.15,287.259,155.315
17997,5.17,285.282,219.31
17998,5.16,380.666,413.666
17999,5.15,372.476,405.448
18000,5.15,404.872,404.872
18001,5.15,404.665,404.665
18002,5.11,259.047,390.991
18003,5.09,232.711,298.655
18004,5.08,214.343,247.343
18005,5.08,247.12,247.12
18006,5.08,247.205,247.205
18007,5.06,153.093,219.065
18008,5.06,131.702,131.702
18009,5.06,131.67,131.67
18010,5.06,131.703,131.703
18011,5.06,131.95,131.95
18012,5.07,166.755,133.755
18013,5.07,134.617,134.617
18014,5.07,134.64,134.64
18015,5.07,134.513,134.513
18016,5.06,101.108,134.108
18017,5.04,62.956,128.9
18018,5.04,121.297,121.297
18019,5.05,135.922,102.95
18020,5.05,103.832,103.832
18021,5.04,69.828,102.8
18022,5.04,101.208,101.208
18023,5.05,135.112,102.14
18024,5.06,138.782,105.81
18025,5.06,106.622,106.622
18026,5.07,139.778,106.778
18027,5.08,143.661,110.689
18028,5.08,112.318,112.318
18029,5.08,112.365,112.365
18030,5.09,147.123,114.123
18031,5.1,150.188,117.216
18032,5.1,117.925,117.925
18033,5.1,141.785,141.785
18034,5.12,213.988,148.016
18035,5.12,152.792,152.792
18036,5.12,152.949,152.949
18037,5.12,153.123,153.123
18038,5.13,190.14,157.168
18039,5.13,158.201,158.201
18040,5.13,158.195,158.195
18041,5.14,194.165,161.165
18042,5.14,163.43,163.43
18043,5.14,163.239,163.239
18044,5.15,199.31,166.338
18045,5.15,168.473,168.473
18046,5.15,168.47,168.47
18047,5.16,203.851,170.879
18048,5.16,173.802,173.802
18049,5.16,173.825,173.825
18050,5.17,207.384,174.384
18051,5.17,179.109,179.109
18052,5.17,178.727,178.727
18053,5.16,145.213,178.213
18054,5.16,173.565,173.565
18055,5.16,173.681,173.681
18056,5.15,137.326,170.298
18057,5.14,133.422,166.394
18058,5.14,163.345,163.345
18059,5.13,128.735,161.735
18060,5.12,122.716,155.688
18061,5.12,143.699,143.699
18062,5.12,146.122,146.122
18063,5.11,132.732,165.732
18064,5.1,288.685,321.657
18065,5.1,320.143,320.143
18066,5.1,320.328,320.328
18067,5.07,217.766,316.71
18068,5.05,241.863,307.835
18069,5.03,235.923,301.895
18070,5.03,299.332,299.332
18071,5.01,230.083,296.055
18072,4.99,195.938,289.16
18073,4.98,224.107,284.385
18074,4.96,160.465,280.965
18075,4.95,152.449,212.699
18076,4.94,54.54,114.818
18077,4.94,114.837,114.837
18078,4.93,54.64,114.89
18079,4.93,114.917,114.917
18080,4.93,114.842,114.842
18081,4.93,115.087,115.087
18082,4.93,115.03,115.03
18083,4.93,115.085,115.085
18084,4.93,115.088,115.088
18085,4.93,115.113,115.113
18086,4.93,114.863,114.863
18087,4.93,114.96,114.96
18088,4.93,115.082,115.082
18089,4.92,0.0,59.028
18090,4.92,48.088,48.088
18091,4.92,48.048,48.048
18092,4.92,48.113,48.113
18093,4.92,47.987,47.987
18094,4.94,168.54,48.04
18095,4.95,108.346,48.068
18096,4.96,108.28,48.03
18097,4.97,108.27,48.02
18098,4.99,168.576,48.048
18099,5.0,111.338,51.088
18100,5.0,73.615,73.615
18101,5.01,108.4,75.428
18102,5.02,113.577,80.577
18103,5.03,138.829,105.857
18104,5.03,123.193,123.193
18105,5.04,157.378,124.378
18106,5.05,160.703,127.731
18107,5.05,128.942,128.942
18108,5.05,129.035,129.035
18109,5.06,161.927,128.955
18110,5.06,131.837,131.837
18111,5.06,131.747,131.747
18112,5.06,131.758,131.758
18113,5.06,131.782,131.782
18114,5.06,131.77,131.77
18115,5.06,131.765,131.765
18116,5.06,131.835,131.835
18117,5.06,131.708,131.708
18118,5.06,131.765,131.765
18119,5.06,131.677,131.677
18120,5.05,97.605,130.577
18121,5.05,128.92,128.92
18122,5.05,129.018,129.018
18123,5.05,128.802,128.802
18124,5.05,128.905,128.905
18125,5.05,128.967,128.967
18126,5.05,128.982,128.982
18127,5.05,129.01,129.01
18128,5.04,95.075,128.047
18129,5.04,126.165,126.165
18130,5.05,159.329,126.357
18131,5.05,129.128,129.128
18132,5.06,164.294,131.322
18133,5.06,131.805,131.805
18134,5.08,200.425,134.453
18135,5.08,137.428,137.428
18136,5.08,137.503,137.503
18137,5.08,137.258,137.258
18138,5.08,155.087,155.087
18139,5.08,175.867,175.867
18140,5.08,175.557,175.557
18141,5.08,189.638,189.638
18142,5.07,181.785,214.757
18143,5.06,179.948,212.948
18144,5.06,210.548,210.548
18145,5.05,200.656,233.628
18146,5.05,249.894,249.894
18147,5.04,251.063,284.035
18148,5.02,214.994,280.966
18149,5.01,281.378,314.378
18150,5.0,287.093,320.065
18151,4.99,283.428,343.678
18152,4.97,217.859,338.387
18153,4.96,177.141,237.391
18154,4.96,114.847,114.847
18155,4.93,0.0,115.065
18156,4.91,0.0,115.058
18157,4.9,54.705,114.955
18158,4.9,114.935,114.935
18159,4.9,115.075,115.075
18160,4.9,115.105,115.105
18161,4.89,47.477,107.727
18162,4.87,0.0,43.05
18163,4.88,85.0,24.75
18164,4.9,154.196,33.668
18165,4.91,99.517,39.267
18166,4.93,159.748,39.22
18167,4.96,247.388,66.61
18168,4.99,264.426,83.648
18169,5.01,193.507,100.285
18170,5.03,170.894,104.922
18171,5.05,191.71,125.738
18172,5.07,197.452,131.48
18173,5.07,134.442,134.442
18174,5.07,134.535,134.535
18175,5.08,168.1,135.128
18176,5.08,137.432,137.432
18177,5.08,137.45,137.45
18178,5.08,137.24,137.24
18179,5.06,68.858,134.83
18180,5.05,98.611,131.583
18181,5.04,95.808,128.78
18182,5.03,86.856,119.856
18183,5.03,85.428,85.428
18184,5.02,50.821,83.793
18185,5.02,82.487,82.487
18186,5.02,82.57,82.57
18187,5.04,150.857,84.885
18188,5.06,157.404,91.46
18189,5.06,126.258,126.258
18190,5.08,201.379,135.407
18191,5.1,270.346,204.374
18192,5.1,322.66,322.66
18193,5.09,287.572,320.544
18194,5.09,319.383,319.383
18195,5.09,319.395,319.395
18196,5.09,319.312,319.312
18197,5.09,318.54,318.54
18198,5.09,318.525,318.525
18199,5.1,351.772,318.8
18200,5.12,390.086,324.114
18201,5.13,558.422,525.45
18202,5.21,836.952,573.091
18203,5.31,966.54,636.707
18204,5.31,292.049,292.049
18205,5.32,298.629,265.629
18206,5.41,627.216,330.383
18207,5.48,1271.772,1040.883
18208,5.44,1968.421,2100.338
18209,5.42,1858.701,1924.673
18210,5.41,1971.766,2004.766
18211,5.41,1997.942,1997.942
18212,5.41,1997.84,1997.84
18213,5.42,2034.971,2001.971
18214,5.44,2085.412,2019.44
18215,5.44,2029.698,2029.698
18216,5.44,2030.013,2030.013
18217,5.44,2029.942,2029.942
18218,5.45,2068.078,2035.106
18219,5.47,2116.781,2050.809
18220,5.48,2137.824,2104.852
18221,5.49,2155.639,2122.639
18222,5.49,2261.994,2261.994
18223,5.45,2323.285,2455.229
18224,5.42,2311.038,2409.982
18225,5.39,2304.483,2403.427
18226,5.34,2204.08,2368.997
18227,5.38,2107.035,1975.118
18228,5.41,2108.424,2009.48
18229,5.44,2142.215,2043.243
18230,5.45,2302.26,2269.288
18231,5.45,2295.517,2295.517
18232,5.45,2297.03,2297.03
18233,5.45,2296.881,2296.881
18234,5.42,2201.227,2300.171
18235,5.39,2170.341,2269.285
18236,5.35,2104.54,2236.484
18237,5.32,2104.819,2203.763
18238,5.29,2080.689,2179.633
18239,5.23,1952.592,2150.509
18240,5.14,1783.979,2080.812
18241,5.08,1582.765,1780.682
18242,5.02,1461.478,1659.367
18243,4.97,1161.352,1408.102
18244,4.96,1047.137,1107.387
18245,4.95,1034.362,1094.612
18246,4.94,1024.883,1085.161
18247,4.94,940.065,940.065
18248,4.96,932.041,811.513
18249,4.97,907.209,846.959
18250,4.98,919.419,859.169
18251,4.96,733.599,854.099
18252,4.95,786.685,846.935
18253,4.94,780.58,840.858
18254,4.97,858.597,677.819
18255,5.04,954.759,642.037
18256,5.12,821.238,557.377
18257,5.14,708.902,642.93
18258,5.11,594.045,693.017
18259,5.08,573.253,672.197
18260,5.06,603.674,669.646
18261,5.04,596.838,662.782
18262,5.03,486.471,519.471
18263,5.02,412.648,445.62
18264,5.02,330.872,330.872
18265,5.05,434.529,335.585
18266,5.07,409.003,343.031
18267,5.1,449.706,350.762
18268,5.13,461.394,362.45
18269,5.15,441.538,375.566
18270,5.17,452.408,386.436
18271,5.21,532.595,400.678
18272,5.26,597.322,432.405
18273,5.28,524.204,458.232
18274,5.3,571.892,505.92
18275,5.3,598.27,598.27
18276,5.3,704.014,704.014
18277,5.3,744.517,744.517
18278,5.29,702.366,735.338
18279,5.27,660.318,726.29
18280,5.26,681.083,714.083
18281,5.24,638.434,704.378
18282,5.23,661.91,694.91
18283,5.2,471.684,570.628
18284,5.2,459.789,459.789
18285,5.19,422.245,455.217
18286,5.19,455.2,455.2
18287,5.19,455.133,455.133
18288,5.19,455.278,455.278
18289,5.19,455.399,455.399
18290,5.19,455.16,455.16
18291,5.19,455.01,455.01
18292,5.19,454.412,454.412
18293,5.18,421.751,454.751
18294,5.19,487.169,454.169
18295,5.19,454.207,454.207
18296,5.19,453.841,453.841
18297,5.19,453.648,453.648
18298,5.19,452.175,452.175
18299,5.19,452.836,452.836
18300,5.19,453.598,453.598
18301,5.17,473.086,539.058
18302,5.15,507.226,573.198
18303,5.2,749.762,584.845
18304,5.23,708.792,609.848
18305,5.24,655.283,622.283
18306,5.19,437.909,602.826
18307,5.16,480.233,579.205
18308,5.13,464.991,563.935
18309,5.11,484.753,550.725
18310,5.1,448.515,481.487
18311,5.09,397.953,430.925
18312,5.08,397.807,430.807
18313,5.08,428.445,428.445
18314,5.08,428.85,428.85
18315,5.09,464.553,431.553
18316,5.09,432.472,432.472
18317,5.1,468.152,435.18
18318,5.11,469.684,436.712
18319,5.11,439.73,439.73
18320,5.12,474.023,441.023
18321,5.12,444.94,444.94
18322,5.12,444.895,444.895
18323,5.14,513.226,447.254
18324,5.16,526.37,460.426
18325,5.16,408.389,408.389
18326,5.15,316.715,349.687
18327,5.11,260.122,392.066
18328,5.11,441.553,441.553
18329,5.09,368.681,434.625
18330,5.08,396.506,429.506
18331,5.07,392.806,425.778
18332,5.07,425.007,425.007
18333,5.07,424.759,424.759
18334,5.07,424.767,424.767
18335,5.07,424.808,424.808
18336,5.06,383.073,416.073
18337,5.04,299.546,365.49
18338,5.04,305.445,305.445
18339,5.04,236.33,236.33
18340,5.04,236.34,236.34
18341,5.04,236.488,236.488
18342,5.04,236.284,236.284
18343,5.04,236.05,236.05
18344,5.05,270.135,237.163
18345,5.07,306.35,240.378
18346,5.08,263.403,230.431
18347,5.07,195.328,228.3
18348,5.07,226.113,226.113
18349,5.08,261.101,228.129
18350,5.08,222.96,222.96
18351,5.09,279.813,246.813
18352,5.1,385.953,352.981
18353,5.08,493.835,559.807
18354,5.04,631.375,763.292
18355,5.01,653.539,752.511
18356,4.99,648.564,741.786
18357,4.96,502.703,683.481
24191,5.07,174.693,174.693
24192,5.07,174.585,174.585
24193,5.07,174.612,174.612
24194,5.07,174.565,174.565
24195,5.07,174.523,174.523
24196,5.07,174.643,174.643
24197,5.07,174.493,174.493
24198,5.07,174.685,174.685
24199,5.07,174.578,174.578
24200,5.07,171.732,171.732
24201,5.07,165.478,165.478
24202,5.07,175.41,175.41
24203,5.07,175.147,175.147
24204,5.06,138.656,171.656
24205,5.06,171.58,171.58
24206,5.05,135.8,168.772
24207,5.04,135.799,168.771
24208,5.04,166.018,166.018
24209,5.04,165.992,165.992
24210,5.03,130.22,163.22
24211,5.03,163.33,163.33
24212,5.02,128.684,161.656
24213,5.02,156.97,156.97
24214,5.02,145.85,145.85
24215,5.02,143.76,143.76
24216,5.01,109.107,142.107
24217,5.01,141.037,141.037
24218,5.01,140.968,140.968
24219,5.01,140.862,140.862
24220,5.01,132.638,132.638
24221,5.01,132.667,132.667
24222,5.01,132.608,132.608
24223,5.01,132.665,132.665
24224,5.01,132.703,132.703
24225,5.01,132.653,132.653
24226,5.01,132.627,132.627
24227,5.01,132.65,132.65
24228,5.01,132.617,132.617
24229,5.01,132.775,132.775
24230,5.01,132.613,132.613
24231,5.01,132.837,132.837
24232,5.01,132.675,132.675
24233,5.01,132.845,132.845
24234,5.01,132.913,132.913
24235,5.01,132.957,132.957
24236,5.02,166.149,133.149
24237,5.02,135.607,135.607
24238,5.02,135.693,135.693
24239,5.02,135.425,135.425
24240,5.02,135.653,135.653
24241,5.02,135.457,135.457
24242,5.02,135.572,135.572
24243,5.02,135.432,135.432
24244,5.02,135.673,135.673
24245,5.02,135.473,135.473
24246,5.02,135.472,135.472
24247,5.02,135.43,135.43
24248,5.02,135.533,135.533
24249,5.03,163.277,130.305
24250,5.04,165.496,132.496
24251,5.04,134.78,134.78
24252,5.05,174.364,141.392
24253,5.05,148.997,148.997
24254,5.05,148.968,148.968
24255,5.05,149.183,149.183
24256,5.05,149.178,149.178
24257,5.05,149.663,149.663
24258,5.05,149.953,149.953
24259,5.05,149.443,149.443
24260,5.05,149.07,149.07
24261,5.04,115.141,148.113
24262,5.04,146.235,146.235
24263,5.03,111.98,144.98
24264,5.02,110.367,143.339
24265,5.02,140.62,140.62
24266,5.01,106.797,139.797
24267,5.01,137.825,137.825
24268,5.01,137.82,137.82
24269,5.01,137.758,137.758
24270,5.01,137.812,137.812
24271,5.01,137.76,137.76
24272,5.0,91.503,124.475
24273,5.0,120.452,120.452
24274,5.0,120.417,120.417
24275,5.0,120.427,120.427
24276,5.0,120.467,120.467
24277,5.0,120.462,120.462
24278,5.0,120.452,120.452
24279,5.0,120.487,120.487
24280,5.0,120.442,120.442
24281,5.0,116.352,116.352
24282,5.0,111.508,111.508
24283,5.0,111.492,111.492
24284,5.01,145.419,112.447
24285,5.01,114.288,114.288
24286,5.01,114.302,114.302
24287,5.02,148.803,115.803
24288,5.02,117.085,117.085
24289,5.02,117.017,117.017
24290,5.03,150.314,117.342
24291,5.03,119.883,119.883
24292,5.03,119.885,119.885
24293,5.03,119.867,119.867
24294,5.03,119.867,119.867
24295,5.03,119.882,119.882
24296,5.03,119.907,119.907
24297,5.03,119.867,119.867
24298,5.04,155.236,122.236
24299,5.04,122.687,122.687
24300,5.04,122.677,122.677
24301,5.04,122.642,122.642
24302,5.04,122.667,122.667
24303,5.05,156.748,123.776
24304,5.05,125.463,125.463
24305,5.05,145.217,145.217
24306,5.05,153.79,153.79
24307,5.05,167.092,167.092
24308,5.05,168.812,168.812
24309,5.05,168.798,168.798
24310,5.05,166.17,166.17
24311,5.05,163.778,163.778
24312,5.05,163.828,163.828
24313,5.05,163.797,163.797
24314,5.05,163.757,163.757
24315,5.05,163.758,163.758
24316,5.05,163.85,163.85
24317,5.05,163.775,163.775
24318,5.05,163.752,163.752
24319,5.05,168.057,168.057
24320,5.05,168.842,168.842
24321,5.05,168.753,168.753
24322,5.05,168.748,168.748
24323,5.04,135.648,168.62
24324,5.04,166.035,166.035
24325,5.04,166.048,166.048
24326,5.04,166.028,166.028
24327,5.04,166.015,166.015
24328,5.04,166.04,166.04
24329,5.03,132.87,165.87
24330,5.03,163.262,163.262
24331,5.03,163.278,163.278
24332,5.03,163.278,163.278
24333,5.03,163.175,163.175
24334,5.03,163.182,163.182
24335,5.03,163.228,163.228
24336,5.03,163.192,163.192
24337,5.03,163.155,163.155
24338,5.03,163.243,163.243
24339,5.03,163.217,163.217
24340,5.03,163.157,163.157
24341,5.03,163.178,163.178
24342,5.03,163.203,163.203
24343,5.03,163.185,163.185
24344,5.03,163.232,163.232
24345,5.03,163.137,163.137
24346,5.03,163.2,163.2
24347,5.03,163.203,163.203
24348,5.03,163.227,163.227
24349,5.02,129.378,162.35
24350,5.02,160.398,160.398
24351,5.02,160.325,160.325
24352,5.02,160.532,160.532
24353,5.01,126.43,159.43
24354,5.01,157.565,157.565
24355,5.0,108.605,141.577
24356,5.0,110.0,110.0
24357,5.0,108.753,108.753
24358,5.0,108.802,108.802
24359,5.0,108.815,108.815
24360,5.0,108.793,108.793
24361,5.01,142.897,109.925
24362,5.01,119.835,119.835
24363,5.03,189.04,123.068
24364,5.04,159.148,126.148
24365,5.05,161.387,128.415
24366,5.05,131.048,131.048
24367,5.06,166.6,133.628
24368,5.07,168.871,135.871
24369,5.07,155.963,155.963
24370,5.08,208.965,175.993
24371,5.08,177.33,177.33
24372,5.08,177.427,177.427
24373,5.08,177.362,177.362
24374,5.08,177.335,177.335
24375,5.08,177.267,177.267
24376,5.08,177.432,177.432
24377,5.08,177.33,177.33
24378,5.08,177.455,177.455
24379,5.08,177.377,177.377
24380,5.08,177.423,177.423
24381,5.08,177.473,177.473
24382,5.08,177.332,177.332
24383,5.08,177.565,177.565
24384,5.08,177.362,177.362
24385,5.08,177.378,177.378
24386,5.07,141.613,174.585
24387,5.06,141.436,174.436
24388,5.06,171.83,171.83
24389,5.05,137.606,170.578
24390,5.05,168.948,168.948
24391,5.04,133.495,166.467
24392,5.03,132.193,165.193
24393,5.03,163.365,163.365
24394,5.03,163.397,163.397
24395,5.03,163.495,163.495
24396,5.02,129.714,162.686
24397,5.01,126.737,159.737
24398,5.0,124.196,157.168
24399,5.0,119.282,119.282
24400,4.99,44.667,101.223
24401,4.99,100.395,100.395
24402,4.99,100.427,100.427
24403,4.99,100.39,100.39
24404,5.0,156.979,100.423
24405,5.01,133.795,100.823
24406,5.02,149.272,116.272
24407,5.04,227.423,161.451
24408,5.05,199.862,166.89
24409,5.06,202.536,169.564
24410,5.07,205.123,172.123
24411,5.07,174.342,174.342
24412,5.08,209.832,176.86
24413,5.08,177.183,177.183
24414,5.08,177.177,177.177
24415,5.08,177.172,177.172
24416,5.07,143.768,176.74
24417,5.07,174.41,174.41
24418,5.06,139.577,172.577
24419,5.05,137.418,170.39
24420,5.04,133.966,166.938
24421,5.02,97.027,162.999
24422,5.01,109.69,142.69
24423,5.0,86.256,119.228
24424,5.0,117.065,117.065
24425,5.0,104.208,104.208
24426,4.99,29.982,86.538
24427,4.99,61.942,61.942
24428,5.0,118.499,61.943
24429,5.01,97.135,64.163
24430,5.02,100.417,67.417
24431,5.03,101.462,68.49
24432,5.04,104.615,71.615
24433,5.05,107.892,74.92
24434,5.05,75.91,75.91
24435,5.06,109.649,76.677
24436,5.06,78.687,78.687
24437,5.07,115.295,82.295
24438,5.07,98.69,98.69
24439,5.07,98.663,98.663
24440,5.08,132.374,99.402
24441,5.08,101.498,101.498
24442,5.08,101.482,101.482
24443,5.08,101.475,101.475
24444,5.08,101.507,101.507
24445,5.08,101.475,101.475
24446,5.08,101.473,101.473
24447,5.07,66.742,99.714
24448,5.07,98.66,98.66
24449,5.07,98.708,98.708
24450,5.06,64.017,97.017
24451,5.06,95.913,95.913
24452,5.07,129.079,96.079
24453,5.08,132.844,99.872
24454,5.09,136.075,103.075
24455,5.11,176.387,110.443
24456,5.13,221.155,155.183
24457,5.13,160.15,160.15
24458,5.13,160.012,160.012
24459,5.13,160.257,160.257
24460,5.13,160.328,160.328
24461,5.13,160.194,160.194
24462,5.13,160.242,160.242
24463,5.13,191.343,191.343
24464,5.13,198.26,198.26
24465,5.13,198.097,198.097
24466,5.12,164.265,197.237
24467,5.1,122.444,188.416
24468,5.09,149.389,182.361
24469,5.08,146.74,179.74
24470,5.07,143.546,176.518
24471,5.06,127.14,160.14
24472,5.05,113.411,146.383
24473,5.05,116.187,116.187
24474,5.05,102.082,102.082
24475,5.04,50.331,83.303
24476,5.05,108.517,75.545
24477,5.07,144.55,78.578
24478,5.08,115.392,82.42
24479,5.1,152.922,86.95
24480,5.12,161.999,96.027
24481,5.14,180.688,114.716
24482,5.15,175.759,142.787
24483,5.15,193.327,193.327
24484,5.16,264.507,231.535
24485,5.15,218.496,251.468
24486,5.14,211.29,244.262
24487,5.13,204.383,237.383
24488,5.13,236.243,236.243
24489,5.12,185.835,218.807
24490,5.1,120.778,186.75
24491,5.09,85.228,118.2
24492,5.08,61.209,94.209
24493,5.07,59.818,92.79
24494,5.07,90.4,90.4
24495,5.06,43.61,76.61
24496,5.06,58.09,58.09
24497,5.06,62.958,62.958
24498,5.06,132.54,132.54
24499,5.06,133.87,133.87
24500,5.06,133.865,133.865
24501,5.07,169.046,136.046
24502,5.08,172.225,139.253
24503,5.09,174.507,141.507
24504,5.1,177.703,144.731
24505,5.1,145.093,145.093
24506,5.1,145.043,145.043
24507,5.1,178.323,178.323
24508,5.1,182.868,182.868
24509,5.1,182.745,182.745
24510,5.1,182.807,182.807
24511,5.1,182.888,182.888
24512,5.1,182.787,182.787
24513,5.1,182.747,182.747
24514,5.1,182.795,182.795
24515,5.09,119.711,152.683
24516,5.08,93.055,126.055
24517,5.07,66.895,99.867
24518,5.07,98.712,98.712
24519,5.06,55.411,88.411
24520,5.06,90.122,90.122
24521,5.06,133.023,133.023
24522,5.05,99.148,132.12
24523,5.05,131.178,131.178
24524,5.06,165.896,132.924
24525,5.07,168.091,135.091
24526,5.08,169.85,136.878
24527,5.09,172.955,139.955
24528,5.09,142.248,142.248
24529,5.09,142.262,142.262
24530,5.1,176.149,143.177
24531,5.1,145.117,145.117
24532,5.1,145.073,145.073
24533,5.1,145.063,145.063
24534,5.1,145.045,145.045
24535,5.1,145.112,145.112
24536,5.1,145.032,145.032
24537,5.1,145.038,145.038
24538,5.1,145.043,145.043
24539,5.09,111.552,144.524
24540,5.08,108.833,141.833
24541,5.08,139.47,139.47
24542,5.07,104.012,136.984
24543,5.06,97.16,130.16
24544,5.06,104.962,104.962
24545,5.06,104.983,104.983
24546,5.06,104.958,104.958
24547,5.06,104.957,104.957
24548,5.08,172.972,107.0
24549,5.09,145.285,112.285
24550,5.1,170.307,137.335
24551,5.11,186.357,153.385
24552,5.13,261.161,195.189
24553,5.13,231.616,231.616
24554,5.13,236.08,236.08
24555,5.13,235.855,235.855
24556,5.13,236.144,236.144
24557,5.12,198.67,231.642
24558,5.11,193.06,226.06
24559,5.09,155.01,220.954
24560,5.08,184.528,217.528
24561,5.07,181.156,214.128
24562,5.05,144.138,210.11
24563,5.03,232.114,298.086
