Unnamed: 0,수산대교(창원)_수위,여의리(의령군)_수위,의령군(정암교)_수위,함안군(서출리)_수위,합천군(적포교)_수위,date,time
42893,0.0524433849821215,0.1658878504672897,0.0443349753694581,0.1626506024096385,0.1629475869226777,2017-07-19,6
42894,0.0488676996424314,0.1647196261682243,0.041871921182266,0.1576305220883533,0.161909704203425,2017-07-19,7
42895,0.0476758045292014,0.1647196261682243,0.0394088669950739,0.1586345381526104,0.1670991177996886,2017-07-19,8
42896,0.0452920143027413,0.1664719626168224,0.0369458128078817,0.1626506024096385,0.1702127659574468,2017-07-19,9
42897,0.0405244338498212,0.1676401869158878,0.0357142857142857,0.1676706827309236,0.1670991177996886,2017-07-19,10
42898,0.0464839094159713,0.1676401869158878,0.0344827586206896,0.1726907630522088,0.1645044110015568,2017-07-19,11
42899,0.0452920143027413,0.1676401869158878,0.0344827586206896,0.1666666666666666,0.1634665282823041,2017-07-19,12
42900,0.0464839094159713,0.1658878504672897,0.0357142857142857,0.1606425702811244,0.161909704203425,2017-07-19,13
42901,0.0464839094159713,0.1641355140186916,0.0369458128078817,0.1566265060240963,0.1587960560456668,2017-07-19,14
42902,0.0405244338498212,0.1623831775700934,0.0381773399014778,0.1536144578313252,0.1577581733264141,2017-07-19,15
42903,0.0405244338498212,0.1617990654205607,0.0394088669950739,0.1556224899598393,0.161909704203425,2017-07-19,16
42904,0.0441001191895113,0.1635514018691589,0.0406403940886699,0.1556224899598393,0.1665801764400622,2017-07-19,17
42905,0.0488676996424314,0.1647196261682243,0.041871921182266,0.1616465863453815,0.1655422937208095,2017-07-19,18
42906,0.0500595947556615,0.165303738317757,0.041871921182266,0.1706827309236947,0.1660612350804359,2017-07-19,19
42907,0.0536352800953515,0.1670560747663551,0.041871921182266,0.1696787148594377,0.1686559418785677,2017-07-19,20
42908,0.0488676996424314,0.1676401869158878,0.041871921182266,0.1646586345381525,0.1645044110015568,2017-07-19,21
42909,0.0488676996424314,0.1664719626168224,0.041871921182266,0.1676706827309236,0.1629475869226777,2017-07-19,22
42910,0.0464839094159713,0.165303738317757,0.041871921182266,0.1646586345381525,0.161909704203425,2017-07-19,23
42911,0.0488676996424314,0.1641355140186916,0.0406403940886699,0.1586345381526104,0.1608718214841722,2017-07-20,0
42912,0.0452920143027413,0.1635514018691589,0.0394088669950739,0.1596385542168674,0.161909704203425,2017-07-20,1
42913,0.0429082240762812,0.1635514018691589,0.0394088669950739,0.1616465863453815,0.167618059159315,2017-07-20,2
42914,0.0429082240762812,0.1676401869158878,0.0381773399014778,0.1616465863453815,0.1733264141152049,2017-07-20,3
42915,0.0441001191895113,0.1699766355140187,0.0394088669950739,0.1736947791164658,0.1728074727555786,2017-07-20,4
42916,0.0536352800953515,0.1717289719626168,0.041871921182266,0.181726907630522,0.174883238194084,2017-07-20,5
42917,0.0536352800953515,0.1723130841121495,0.0443349753694581,0.1757028112449798,0.1712506486766995,2017-07-20,6
42918,0.0560190703218116,0.1699766355140187,0.0467980295566502,0.1686746987951807,0.1645044110015568,2017-07-20,7
42919,0.0572109654350417,0.1658878504672897,0.0492610837438423,0.1636546184738955,0.1587960560456668,2017-07-20,8
42920,0.0429082240762812,0.1629672897196261,0.0517241379310344,0.1516064257028112,0.1567202906071614,2017-07-20,9
42921,0.0405244338498212,0.1623831775700934,0.0554187192118226,0.1566265060240963,0.167618059159315,2017-07-20,10
42922,0.0369487485101311,0.1647196261682243,0.0578817733990147,0.1556224899598393,0.167618059159315,2017-07-20,11
42923,0.0405244338498212,0.165303738317757,0.0603448275862069,0.1656626506024096,0.1650233523611831,2017-07-20,12
42924,0.0452920143027413,0.1664719626168224,0.0615763546798029,0.1767068273092369,0.1686559418785677,2017-07-20,13
42925,0.0488676996424314,0.1682242990654205,0.064039408866995,0.1706827309236947,0.167618059159315,2017-07-20,14
42926,0.0464839094159713,0.1682242990654205,0.0652709359605911,0.1666666666666666,0.1645044110015568,2017-07-20,15
42927,0.0452920143027413,0.1664719626168224,0.0665024630541872,0.1676706827309236,0.1624286455630513,2017-07-20,16
42928,0.0452920143027413,0.1647196261682243,0.0677339901477832,0.1636546184738955,0.1634665282823041,2017-07-20,17
42929,0.0488676996424314,0.1647196261682243,0.0677339901477832,0.1556224899598393,0.1624286455630513,2017-07-20,18
42930,0.0512514898688915,0.1641355140186916,0.0689655172413793,0.1596385542168674,0.161909704203425,2017-07-20,19
42931,0.0512514898688915,0.1641355140186916,0.0689655172413793,0.1636546184738955,0.1634665282823041,2017-07-20,20
42932,0.0500595947556615,0.1641355140186916,0.0701970443349753,0.1636546184738955,0.1650233523611831,2017-07-20,21
42933,0.0500595947556615,0.165303738317757,0.0701970443349753,0.1646586345381525,0.1670991177996886,2017-07-20,22
42934,0.0476758045292014,0.1664719626168224,0.0689655172413793,0.1686746987951807,0.1670991177996886,2017-07-20,23
42935,0.0464839094159713,0.1670560747663551,0.0689655172413793,0.1716867469879517,0.167618059159315,2017-07-21,0
42936,0.0512514898688915,0.1682242990654205,0.0677339901477832,0.1726907630522088,0.1681370005189413,2017-07-21,1
42937,0.0524433849821215,0.1682242990654205,0.0652709359605911,0.1706827309236947,0.1665801764400622,2017-07-21,2
42938,0.0512514898688915,0.1682242990654205,0.064039408866995,0.1706827309236947,0.1655422937208095,2017-07-21,3
42939,0.0500595947556615,0.1676401869158878,0.064039408866995,0.1696787148594377,0.1655422937208095,2017-07-21,4
42940,0.0500595947556615,0.1670560747663551,0.062807881773399,0.1676706827309236,0.1650233523611831,2017-07-21,5
42941,0.0524433849821215,0.1664719626168224,0.062807881773399,0.1666666666666666,0.1639854696419304,2017-07-21,6
42942,0.0536352800953515,0.1658878504672897,0.0615763546798029,0.1646586345381525,0.1634665282823041,2017-07-21,7
42943,0.0548271752085816,0.165303738317757,0.0603448275862069,0.1636546184738955,0.1639854696419304,2017-07-21,8
42944,0.0548271752085816,0.165303738317757,0.0591133004926108,0.1636546184738955,0.1645044110015568,2017-07-21,9
42945,0.0536352800953515,0.165303738317757,0.0591133004926108,0.1626506024096385,0.1645044110015568,2017-07-21,10
42946,0.0524433849821215,0.165303738317757,0.0578817733990147,0.1656626506024096,0.1686559418785677,2017-07-21,11
42947,0.0476758045292014,0.1682242990654205,0.0566502463054187,0.1656626506024096,0.1702127659574468,2017-07-21,12
