Unnamed: 0,Unnamed: 단위(mm),길곡강수량,대병강수량,창녕강수량,창덕강수량,함안강수량,date,time
6671,6671,0.0,0.0,0.0,0.0,0.0,2013-06-01,0
6672,6672,0.0,0.0,0.0,0.0,0.0,2013-06-01,1
6673,6673,0.0,0.0,0.0,0.0,0.0,2013-06-01,2
6674,6674,0.0,0.0,0.0,0.0,0.0,2013-06-01,3
6675,6675,0.0,0.0,0.0,0.0,0.0,2013-06-01,4
6676,6676,0.0,0.0,0.0,0.0,0.0,2013-06-01,5
6677,6677,0.0,0.0,0.0,0.0,0.0,2013-06-01,6
6678,6678,0.0,0.0,0.0,0.0,0.0,2013-06-01,7
6679,6679,0.0,0.0,0.0,0.0,0.0,2013-06-01,8
6680,6680,0.0,0.0,0.0,0.0,0.0,2013-06-01,9
6681,6681,0.0,0.0,0.0,0.0,0.0,2013-06-01,10
6682,6682,0.0,0.0,0.0,0.0,0.0,2013-06-01,11
6683,6683,0.0,0.0,0.0,0.0,0.0,2013-06-01,12
6684,6684,0.0,0.0,0.0,0.0,0.0,2013-06-01,13
6685,6685,0.0,0.0,0.0,0.0,0.0,2013-06-01,14
6686,6686,0.0,0.0,0.0,0.0,0.0,2013-06-01,15
6687,6687,0.0,0.0,0.0,0.0,0.0,2013-06-01,16
6688,6688,0.0,0.0,0.0,0.0,0.0,2013-06-01,17
6689,6689,0.0,0.0,0.0,0.0,0.0,2013-06-01,18
6690,6690,0.0,0.0,0.0,0.0,0.0,2013-06-01,19
6691,6691,0.0,0.0,0.0,0.0,0.0,2013-06-01,20
6692,6692,0.0,0.0,0.0,0.0,0.0,2013-06-01,21
6693,6693,0.0,0.0,0.0,0.0,0.0,2013-06-01,22
6694,6694,0.0,0.0,0.0,0.0,0.0,2013-06-01,23
6695,6695,0.0,0.0,0.0,0.0,0.0,2013-06-02,0
6696,6696,0.0,0.0,0.0,0.0,0.0,2013-06-02,1
6697,6697,0.0,0.0,0.0,0.0,0.0,2013-06-02,2
6698,6698,0.0,0.0,0.0,0.0,0.0,2013-06-02,3
6699,6699,0.0,0.0,0.0,0.0,0.0,2013-06-02,4
6700,6700,0.0,0.0,0.0,0.0,0.0,2013-06-02,5
6701,6701,0.0,0.0,0.0,0.0,0.0,2013-06-02,6
6702,6702,0.0,0.0,0.0,0.0,0.0,2013-06-02,7
6703,6703,0.0,0.0,0.0,0.0,0.0,2013-06-02,8
6704,6704,0.0,0.0,0.0,0.0,0.0,2013-06-02,9
6705,6705,0.0,0.0,0.0,0.0,0.0,2013-06-02,10
6706,6706,0.0,0.0,0.0,0.0,0.0,2013-06-02,11
6707,6707,0.0,0.0,0.0,0.0,0.0,2013-06-02,12
6708,6708,0.0,0.0,0.0,0.0,0.0,2013-06-02,13
6709,6709,0.0,0.0,0.0,0.0,0.0,2013-06-02,14
6710,6710,0.0,0.0,0.0,0.0,0.0,2013-06-02,15
6711,6711,0.0,0.0,0.0,0.0,0.0,2013-06-02,16
6712,6712,0.0,0.0,0.0,0.0,0.0,2013-06-02,17
6713,6713,0.0,0.0,0.0,0.0,0.0,2013-06-02,18
6714,6714,0.0,0.0,0.0,0.0,0.0,2013-06-02,19
6715,6715,0.0,0.0,0.0,0.0,0.0,2013-06-02,20
6716,6716,0.0,0.0,0.0,0.0,0.0,2013-06-02,21
6717,6717,0.0,0.0,0.0,0.0,0.0,2013-06-02,22
6718,6718,0.0,0.0,0.0,0.0,0.0,2013-06-02,23
6719,6719,0.0,0.0,0.0,0.0,0.0,2013-06-03,0
6720,6720,0.0,0.0,0.0,0.0,0.0,2013-06-03,1
6721,6721,0.0,0.0,0.0,0.0,0.0,2013-06-03,2
6722,6722,0.0,0.0,0.0,0.0,0.0,2013-06-03,3
6723,6723,0.0,0.0,0.0,0.0,0.0,2013-06-03,4
6724,6724,0.0,0.0,0.0,0.0,0.0,2013-06-03,5
6725,6725,0.0,0.0,0.0,0.0,0.0,2013-06-03,6
6726,6726,0.0,0.0,0.0,0.0,0.0,2013-06-03,7
6727,6727,0.0,0.0,0.0,0.0,0.0,2013-06-03,8
6728,6728,0.0,0.0,0.0,0.0,0.0,2013-06-03,9
6729,6729,0.0,0.0,0.0,0.0,0.0,2013-06-03,10
6730,6730,0.0,0.0,0.0,0.0,0.0,2013-06-03,11
6731,6731,0.0,0.0,0.0,0.0,0.0,2013-06-03,12
6732,6732,0.0,0.0,0.0,0.0,0.0,2013-06-03,13
6733,6733,0.0,0.0,0.0,0.0,0.0,2013-06-03,14
6734,6734,0.0,0.0,0.0,0.0,0.0,2013-06-03,15
6735,6735,0.0,0.0,0.0,0.0,0.0,2013-06-03,16
6736,6736,0.0,0.0,0.0,0.0,0.0,2013-06-03,17
6737,6737,0.0,0.0,0.0,0.0,0.0,2013-06-03,18
6738,6738,0.0,0.0,0.0,0.0,0.0,2013-06-03,19
6739,6739,0.0,0.0,0.0,0.0,0.0,2013-06-03,20
6740,6740,0.0,0.0,0.0,0.0,0.0,2013-06-03,21
6741,6741,0.0,0.0,0.0,0.0,0.0,2013-06-03,22
6742,6742,0.0,0.0,0.0,0.0,0.0,2013-06-03,23
6743,6743,0.0,0.0,0.0,0.0,0.0,2013-06-04,0
6744,6744,0.0,0.0,0.0,0.0,0.0,2013-06-04,1
6745,6745,0.0,0.0,0.0,0.0,0.0,2013-06-04,2
6746,6746,0.0,0.0,0.0,0.0,0.0,2013-06-04,3
6747,6747,0.0,0.0,0.0,0.0,0.0,2013-06-04,4
6748,6748,0.0,0.0,0.0,0.0,0.0,2013-06-04,5
6749,6749,0.0,0.0,0.0,0.0,0.0,2013-06-04,6
6750,6750,0.0,0.0,0.0,0.0,0.0,2013-06-04,7
6751,6751,0.0,0.0,0.0,0.0,0.0,2013-06-04,8
6752,6752,0.0,0.0,0.0,0.0,0.0,2013-06-04,9
6753,6753,0.0,0.0,0.0,0.0,0.0,2013-06-04,10
6754,6754,0.0,0.0,0.0,0.0,0.0,2013-06-04,11
6755,6755,0.0,0.0,0.0,0.0,0.0,2013-06-04,12
6756,6756,0.0,0.0,0.0,0.0,0.0,2013-06-04,13
6757,6757,0.0,0.0,0.0,0.0,0.0,2013-06-04,14
6758,6758,0.0,0.0,0.0,0.0,0.0,2013-06-04,15
6759,6759,0.0,0.0,0.0,0.0,0.0,2013-06-04,16
6760,6760,0.0,0.0,0.0,0.0,0.0,2013-06-04,17
6761,6761,0.0,0.0,0.0,0.0,0.0,2013-06-04,18
6762,6762,0.0,0.0,0.0,0.0,0.0,2013-06-04,19
6763,6763,0.0,0.0,0.0,0.0,0.0,2013-06-04,20
6764,6764,0.0,0.0,0.0,0.0,0.0,2013-06-04,21
6765,6765,0.0,0.0,0.0,0.0,0.0,2013-06-04,22
6766,6766,0.0,0.0,0.0,0.0,0.0,2013-06-04,23
6767,6767,0.0,0.0,0.0,0.0,0.0,2013-06-05,0
6768,6768,0.0,0.0,0.0,0.0,0.0,2013-06-05,1
6769,6769,0.0,0.0,0.0,0.0,0.0,2013-06-05,2
6770,6770,0.0,0.0,0.0,0.0,0.0,2013-06-05,3
6771,6771,0.0,0.0,0.0,0.0,0.0,2013-06-05,4
6772,6772,0.0,0.0,0.0,0.0,0.0,2013-06-05,5
6773,6773,0.0,0.0,0.0,0.0,0.0,2013-06-05,6
6774,6774,0.0,0.0,0.0,0.0,0.0,2013-06-05,7
6775,6775,0.0,0.0,0.0,0.0,0.0,2013-06-05,8
6776,6776,0.0,0.0,0.0,0.0,0.0,2013-06-05,9
6777,6777,0.0,0.0,0.0,0.0,0.0,2013-06-05,10
6778,6778,0.0,0.0,0.0,0.0,0.0,2013-06-05,11
6779,6779,0.0,0.0,0.0,0.0,0.0,2013-06-05,12
6780,6780,0.0,0.0,0.0,0.0,0.0,2013-06-05,13
6781,6781,0.0,0.0,0.0,0.0,0.0,2013-06-05,14
6782,6782,0.0,0.0,0.0,0.0,0.0,2013-06-05,15
6783,6783,0.0,0.0,0.0,0.0,0.0,2013-06-05,16
6784,6784,0.0,0.0,0.0,0.0,0.0,2013-06-05,17
6785,6785,0.0,0.0,0.0,0.0,0.0,2013-06-05,18
6786,6786,0.0,0.0,0.0,0.0,0.0,2013-06-05,19
6787,6787,0.0,0.0,0.0,0.0,0.0,2013-06-05,20
6788,6788,0.0,0.0,0.0,0.0,0.0,2013-06-05,21
6789,6789,0.0,0.0,0.0,0.0,0.0,2013-06-05,22
6790,6790,0.0,0.0,0.0,0.0,0.0,2013-06-05,23
6791,6791,0.0,0.0,0.0,0.0,0.0,2013-06-06,0
6792,6792,0.0,0.0,0.0,0.0,0.0,2013-06-06,1
6793,6793,0.0,0.0,0.0,0.0,0.0,2013-06-06,2
6794,6794,0.0,0.0,0.0,0.0,0.0,2013-06-06,3
6795,6795,0.0,0.0,0.0,0.0,0.0,2013-06-06,4
6796,6796,0.0,0.0,0.0,0.0,0.0,2013-06-06,5
6797,6797,0.0,0.0,0.0,0.0,0.0,2013-06-06,6
6798,6798,0.0,0.0,0.0,0.0,0.0,2013-06-06,7
6799,6799,0.0,0.0,0.0,0.0,0.0,2013-06-06,8
6800,6800,0.0,0.0,0.0,0.0,0.0,2013-06-06,9
6801,6801,0.0,0.0,0.0,0.0,0.0,2013-06-06,10
6802,6802,0.0,0.0,0.0,0.0,0.0,2013-06-06,11
6803,6803,0.0,0.0,0.0,0.0,0.0,2013-06-06,12
6804,6804,0.0,0.0,0.0,0.0,0.0,2013-06-06,13
6805,6805,0.0,0.0,0.0,0.0,0.0,2013-06-06,14
6806,6806,0.0,0.0,0.0,0.0,0.0,2013-06-06,15
6807,6807,0.0,0.0,0.0,0.0,0.0,2013-06-06,16
6808,6808,0.0,0.0,0.0,0.0,0.0,2013-06-06,17
6809,6809,0.0,0.0,0.0,0.0,0.0,2013-06-06,18
6810,6810,0.0,0.0,0.0,0.0,0.0,2013-06-06,19
6811,6811,0.0,0.0,0.0,0.0,0.0,2013-06-06,20
6812,6812,0.0,0.0,0.0,0.0,0.0,2013-06-06,21
6813,6813,0.0,0.0,0.0,0.0,0.0,2013-06-06,22
6814,6814,0.0,0.0,0.0,0.0,0.0,2013-06-06,23
6815,6815,0.0,0.0,0.0,0.0,0.0,2013-06-07,0
6816,6816,0.0,0.0,0.0,0.0,0.0,2013-06-07,1
6817,6817,0.0,0.0,0.0,0.0,0.0,2013-06-07,2
6818,6818,0.0,0.0,0.0,0.0,0.0,2013-06-07,3
6819,6819,0.0,0.0,0.0,0.0,0.0,2013-06-07,4
6820,6820,0.0,0.0,0.0,0.0,0.0,2013-06-07,5
6821,6821,0.0,0.0,0.0,0.0,0.0,2013-06-07,6
6822,6822,0.0,0.0,0.0,0.0,0.0,2013-06-07,7
6823,6823,0.0,0.0,0.0,0.0,0.0,2013-06-07,8
6824,6824,0.0,0.0,0.0,0.0,0.0,2013-06-07,9
6825,6825,0.0,0.0,0.0,0.0,0.0,2013-06-07,10
6826,6826,0.0,0.0,0.0,0.0,0.0,2013-06-07,11
6827,6827,0.0,0.0,0.0,0.0,0.0,2013-06-07,12
6828,6828,0.0,0.0,0.0,0.0,0.0,2013-06-07,13
6829,6829,0.0,0.0,0.0,0.0,0.0,2013-06-07,14
6830,6830,0.0,0.0,0.0,0.0,0.0,2013-06-07,15
6831,6831,0.0,0.0,0.0,0.0,0.0,2013-06-07,16
6832,6832,0.0,0.0,0.0,0.0,0.0,2013-06-07,17
6833,6833,0.0,0.0,0.0,0.0,0.0,2013-06-07,18
6834,6834,0.0,0.0,0.0,0.0,0.0,2013-06-07,19
6835,6835,0.0,0.0,0.0,0.0,0.0,2013-06-07,20
6836,6836,0.0,0.0,0.0,0.0,0.0,2013-06-07,21
6837,6837,0.0,0.0,0.0,0.0,0.0,2013-06-07,22
6838,6838,0.0,0.0,0.0,0.0,0.0,2013-06-07,23
6839,6839,0.0,0.0,0.0,0.0,0.0,2013-06-08,0
6840,6840,0.0,0.0,0.0,0.0,0.0,2013-06-08,1
6841,6841,0.0,0.0,0.0,0.0,0.0,2013-06-08,2
6842,6842,0.0,0.0,0.0,0.0,0.0,2013-06-08,3
6843,6843,0.0,0.0,0.0,0.0,0.0,2013-06-08,4
6844,6844,0.0,0.0,0.0,0.0,0.0,2013-06-08,5
6845,6845,0.0,0.0,0.0,0.0,0.0,2013-06-08,6
6846,6846,0.0,0.0,0.0,0.0,0.0,2013-06-08,7
6847,6847,0.0,0.0,0.0,0.0,0.0,2013-06-08,8
6848,6848,0.0,0.0,0.0,0.0,0.0,2013-06-08,9
6849,6849,0.0,0.0,0.0,0.0,0.0,2013-06-08,10
6850,6850,0.0,0.0,0.0,0.0,0.0,2013-06-08,11
6851,6851,0.0,0.0,0.0,0.0,0.0,2013-06-08,12
6852,6852,0.0,0.0,0.0,0.0,0.0,2013-06-08,13
6853,6853,0.0,0.0,0.0,0.0,0.0,2013-06-08,14
6854,6854,0.0,0.0,0.0,0.0,0.0,2013-06-08,15
6855,6855,0.0,0.0,0.0,0.0,0.0,2013-06-08,16
6856,6856,0.0,0.0,0.0,0.0,0.0,2013-06-08,17
6857,6857,0.0,0.0,0.0,0.0,0.0,2013-06-08,18
6858,6858,0.0,0.0,0.0,0.0,0.0,2013-06-08,19
6859,6859,0.0,0.0,0.0,0.0,0.0,2013-06-08,20
6860,6860,0.0,0.0,0.0,0.0,0.0,2013-06-08,21
6861,6861,0.0,0.0,0.0,0.0,0.0,2013-06-08,22
6862,6862,0.0,0.0,0.0,0.0,0.0,2013-06-08,23
6863,6863,0.0,0.0,0.0,0.0,0.0,2013-06-09,0
6864,6864,0.0,0.0,0.0,0.0,0.0,2013-06-09,1
6865,6865,0.0,0.0,0.0,0.0,0.0,2013-06-09,2
6866,6866,0.0,0.0,0.0,0.0,0.0,2013-06-09,3
6867,6867,0.0,0.0,0.0,0.0,0.0,2013-06-09,4
6868,6868,0.0,0.0,0.0,0.0,0.0,2013-06-09,5
6869,6869,0.0,0.0,0.0,0.0,0.0,2013-06-09,6
6870,6870,0.0,0.0,0.0,0.0,0.0,2013-06-09,7
6871,6871,0.0,0.0,0.0,0.0,0.0,2013-06-09,8
6872,6872,0.0,0.0,0.0,0.0,0.0,2013-06-09,9
6873,6873,0.0,0.0,0.0,0.0,0.0,2013-06-09,10
6874,6874,0.0,0.0,0.0,0.0,0.0,2013-06-09,11
6875,6875,0.0,0.0,0.0,0.0,0.0,2013-06-09,12
6876,6876,0.0,0.0,0.0,0.0,0.0,2013-06-09,13
6877,6877,0.0,0.0,0.0,0.0,0.0,2013-06-09,14
6878,6878,0.0,0.0,0.0,0.0,0.0,2013-06-09,15
6879,6879,0.0,0.0,0.0,0.0,0.0,2013-06-09,16
6880,6880,0.0,0.0,0.0,0.0,0.0,2013-06-09,17
6881,6881,0.0,0.0,0.0,0.0,0.0,2013-06-09,18
6882,6882,0.0,0.0,0.0,0.0,0.0,2013-06-09,19
6883,6883,0.0,0.0,0.0,0.0,0.0,2013-06-09,20
6884,6884,0.0,0.0,0.0,0.0,0.0,2013-06-09,21
6885,6885,0.0,0.0,0.0,0.0,0.0,2013-06-09,22
6886,6886,0.0,0.0,0.0,0.0,0.0,2013-06-09,23
6887,6887,0.0,0.0,0.0,0.0,0.0,2013-06-10,0
6888,6888,0.0,0.0,0.0,0.0,0.0,2013-06-10,1
6889,6889,0.0,0.0,0.0,0.0,0.0,2013-06-10,2
6890,6890,0.0,0.0,0.0,0.0,0.0,2013-06-10,3
6891,6891,0.0,0.0,0.0,0.0,0.0,2013-06-10,4
6892,6892,0.0,0.0,0.0,0.0,0.0,2013-06-10,5
6893,6893,0.0,0.0,0.0,0.0,0.0,2013-06-10,6
6894,6894,0.0,0.0,0.0,0.0,0.0,2013-06-10,7
6895,6895,0.0,0.0,0.0,0.0,0.0,2013-06-10,8
6896,6896,0.0,0.0,0.0,0.0,0.0,2013-06-10,9
6897,6897,0.0,0.0,0.0,0.0,0.0,2013-06-10,10
6898,6898,0.0,0.0,0.0,0.0,0.0,2013-06-10,11
6899,6899,0.0,0.0,0.0,0.0,0.0,2013-06-10,12
6900,6900,0.0,0.0,0.0,0.0,0.0,2013-06-10,13
6901,6901,0.0,0.0,0.0,0.0,0.0,2013-06-10,14
6902,6902,0.0,0.0,0.0,0.0,0.0,2013-06-10,15
6903,6903,0.0,0.0,0.0,0.0,0.0,2013-06-10,16
6904,6904,0.0,0.0,0.0,0.0,0.0,2013-06-10,17
6905,6905,0.0,0.0,0.0,0.0,0.0,2013-06-10,18
6906,6906,0.0,0.0,0.0,0.0,0.0,2013-06-10,19
6907,6907,0.0,0.0,0.0,0.0,0.0,2013-06-10,20
6908,6908,0.0,0.0,0.0,0.0,0.0,2013-06-10,21
6909,6909,0.0,0.0,0.0,0.0,0.0,2013-06-10,22
6910,6910,0.0,0.0,0.0,0.0,0.0,2013-06-10,23
6911,6911,0.0,0.0,0.0,0.0,0.0,2013-06-11,0
6912,6912,0.0,0.0,0.0,0.0,0.0,2013-06-11,1
6913,6913,0.0,0.0,0.0,0.0,0.0,2013-06-11,2
6914,6914,0.0,0.0,0.0,0.0,0.0,2013-06-11,3
6915,6915,0.0,0.0,0.0,0.0,0.0,2013-06-11,4
6916,6916,0.0,0.0,0.0,0.0,0.0,2013-06-11,5
6917,6917,0.0,0.0,0.0,0.0,0.0,2013-06-11,6
6918,6918,0.0,0.0,0.0,0.0,0.0,2013-06-11,7
6919,6919,0.0,0.0,0.0,0.0,0.0,2013-06-11,8
6920,6920,0.0,0.0,0.0,0.0,0.0,2013-06-11,9
6921,6921,0.0,0.0,0.0,0.0,0.0,2013-06-11,10
6922,6922,0.0,0.0,0.0,0.0,0.0,2013-06-11,11
6923,6923,0.0,0.0,0.0,0.0,0.0,2013-06-11,12
6924,6924,0.0,0.0,0.0,0.0,0.0,2013-06-11,13
6925,6925,0.0196078431372549,0.0084033613445378,0.0,0.0,0.0166666666666666,2013-06-11,14
6926,6926,0.0294117647058823,0.0252100840336134,0.02,0.0094339622641509,0.0333333333333333,2013-06-11,15
6927,6927,0.0392156862745098,0.0,0.01,0.0377358490566037,0.025,2013-06-11,16
6928,6928,0.0392156862745098,0.0336134453781512,0.02,0.0566037735849056,0.0416666666666666,2013-06-11,17
6929,6929,0.0490196078431372,0.0252100840336134,0.05,0.0471698113207547,0.0583333333333333,2013-06-11,18
6930,6930,0.0686274509803921,0.0168067226890756,0.04,0.0377358490566037,0.025,2013-06-11,19
6931,6931,0.0392156862745098,0.0168067226890756,0.03,0.0188679245283018,0.025,2013-06-11,20
6932,6932,0.0196078431372549,0.0168067226890756,0.01,0.0188679245283018,0.0083333333333333,2013-06-11,21
6933,6933,0.0294117647058823,0.0336134453781512,0.04,0.0283018867924528,0.0666666666666666,2013-06-11,22
6934,6934,0.0098039215686274,0.0252100840336134,0.14,0.0566037735849056,0.1083333333333333,2013-06-11,23
6935,6935,0.0098039215686274,0.0252100840336134,0.03,0.0188679245283018,0.025,2013-06-12,0
6936,6936,0.0,0.0336134453781512,0.02,0.0188679245283018,0.0,2013-06-12,1
6937,6937,0.0,0.0168067226890756,0.01,0.0188679245283018,0.0,2013-06-12,2
6938,6938,0.0098039215686274,0.0168067226890756,0.0,0.0,0.0,2013-06-12,3
6939,6939,0.0,0.0,0.0,0.0094339622641509,0.0083333333333333,2013-06-12,4
6940,6940,0.0,0.0,0.0,0.0,0.0,2013-06-12,5
6941,6941,0.0098039215686274,0.0,0.01,0.0094339622641509,0.0083333333333333,2013-06-12,6
6942,6942,0.0,0.0,0.0,0.0,0.0,2013-06-12,7
6943,6943,0.0,0.0,0.0,0.0,0.0,2013-06-12,8
6944,6944,0.0,0.0,0.0,0.0,0.0,2013-06-12,9
6945,6945,0.0,0.0,0.0,0.0,0.0,2013-06-12,10
6946,6946,0.0,0.0,0.0,0.0,0.0,2013-06-12,11
6947,6947,0.0,0.0,0.0,0.0,0.0,2013-06-12,12
6948,6948,0.0,0.0,0.0,0.0,0.0,2013-06-12,13
6949,6949,0.0,0.0,0.0,0.0,0.0,2013-06-12,14
6950,6950,0.0,0.0,0.0,0.0,0.0,2013-06-12,15
6951,6951,0.0,0.0,0.0,0.0,0.0,2013-06-12,16
6952,6952,0.0,0.0,0.0,0.0,0.0,2013-06-12,17
6953,6953,0.0,0.0,0.0,0.0,0.0,2013-06-12,18
6954,6954,0.0,0.0,0.0,0.0,0.0,2013-06-12,19
6955,6955,0.0,0.0,0.0,0.0,0.0,2013-06-12,20
6956,6956,0.0,0.0,0.0,0.0,0.0,2013-06-12,21
6957,6957,0.0,0.0,0.0,0.0,0.0,2013-06-12,22
6958,6958,0.0,0.0,0.0,0.0,0.0,2013-06-12,23
6959,6959,0.0,0.0,0.0,0.0,0.0,2013-06-13,0
6960,6960,0.0,0.0,0.0,0.0,0.0,2013-06-13,1
6961,6961,0.0,0.0,0.0,0.0,0.0,2013-06-13,2
6962,6962,0.0,0.0,0.0,0.0,0.0,2013-06-13,3
6963,6963,0.0,0.0,0.0,0.0,0.0,2013-06-13,4
6964,6964,0.0,0.0,0.0,0.0,0.0,2013-06-13,5
6965,6965,0.0,0.0,0.0,0.0,0.0,2013-06-13,6
6966,6966,0.0,0.0,0.0,0.0,0.0,2013-06-13,7
6967,6967,0.0,0.0,0.0,0.0,0.0,2013-06-13,8
6968,6968,0.0,0.0,0.0,0.0,0.0,2013-06-13,9
6969,6969,0.0,0.0,0.0,0.0,0.0,2013-06-13,10
6970,6970,0.0,0.0,0.0,0.0,0.0,2013-06-13,11
6971,6971,0.0,0.0,0.0,0.0,0.0,2013-06-13,12
6972,6972,0.0,0.0,0.0,0.0,0.0,2013-06-13,13
6973,6973,0.0,0.0,0.0,0.0,0.0,2013-06-13,14
6974,6974,0.0,0.0,0.0,0.0,0.0,2013-06-13,15
6975,6975,0.0,0.0,0.0,0.0,0.0,2013-06-13,16
6976,6976,0.0,0.0,0.0,0.0,0.0,2013-06-13,17
6977,6977,0.0,0.0,0.0,0.0,0.0,2013-06-13,18
6978,6978,0.0,0.0,0.0,0.0,0.0,2013-06-13,19
6979,6979,0.0,0.0,0.0,0.0,0.0,2013-06-13,20
6980,6980,0.0,0.0,0.0,0.0,0.0,2013-06-13,21
6981,6981,0.0,0.0,0.0,0.0,0.0,2013-06-13,22
6982,6982,0.0,0.0,0.0,0.0,0.0,2013-06-13,23
6983,6983,0.0,0.0,0.0,0.0,0.0,2013-06-14,0
6984,6984,0.0,0.0,0.0,0.0,0.0,2013-06-14,1
6985,6985,0.0,0.0,0.0,0.0,0.0,2013-06-14,2
6986,6986,0.0,0.0084033613445378,0.0,0.0,0.0,2013-06-14,3
6987,6987,0.0,0.0084033613445378,0.0,0.0,0.0,2013-06-14,4
6988,6988,0.0,0.0,0.01,0.0094339622641509,0.0,2013-06-14,5
6989,6989,0.0098039215686274,0.0168067226890756,0.0,0.0,0.0083333333333333,2013-06-14,6
6990,6990,0.0,0.0,0.01,0.0094339622641509,0.0083333333333333,2013-06-14,7
6991,6991,0.0098039215686274,0.0,0.0,0.0,0.0083333333333333,2013-06-14,8
6992,6992,0.0098039215686274,0.0,0.0,0.0,0.0,2013-06-14,9
6993,6993,0.0,0.0,0.0,0.0,0.0083333333333333,2013-06-14,10
6994,6994,0.0,0.0,0.0,0.0,0.0,2013-06-14,11
6995,6995,0.0,0.0084033613445378,0.0,0.0,0.0,2013-06-14,12
6996,6996,0.0098039215686274,0.0,0.0,0.0,0.0083333333333333,2013-06-14,13
6997,6997,0.0,0.0,0.0,0.0,0.0,2013-06-14,14
6998,6998,0.0,0.0,0.0,0.0,0.0,2013-06-14,15
6999,6999,0.0392156862745098,0.0,0.0,0.0,0.0,2013-06-14,16
7000,7000,0.0,0.0,0.0,0.0,0.0,2013-06-14,17
7001,7001,0.0,0.0,0.0,0.0,0.0,2013-06-14,18
7002,7002,0.0,0.0,0.01,0.0,0.0,2013-06-14,19
7003,7003,0.0,0.0,0.0,0.0,0.0,2013-06-14,20
7004,7004,0.0,0.0,0.0,0.0,0.0,2013-06-14,21
7005,7005,0.0,0.0,0.0,0.0,0.0,2013-06-14,22
7006,7006,0.0,0.0,0.0,0.0,0.0,2013-06-14,23
7007,7007,0.0,0.0,0.0,0.0,0.0,2013-06-15,0
7008,7008,0.0,0.0,0.0,0.0,0.0,2013-06-15,1
7009,7009,0.0,0.0,0.0,0.0,0.0,2013-06-15,2
7010,7010,0.0,0.0,0.0,0.0,0.0,2013-06-15,3
7011,7011,0.0,0.0,0.0,0.0,0.0,2013-06-15,4
7012,7012,0.0,0.0,0.0,0.0,0.0,2013-06-15,5
7013,7013,0.0,0.0,0.0,0.0,0.0,2013-06-15,6
7014,7014,0.0,0.0,0.0,0.0,0.0,2013-06-15,7
7015,7015,0.0,0.0,0.0,0.0,0.0,2013-06-15,8
7016,7016,0.0,0.0,0.0,0.0,0.0,2013-06-15,9
7017,7017,0.0,0.0,0.0,0.0,0.0,2013-06-15,10
7018,7018,0.0,0.0,0.0,0.0,0.0,2013-06-15,11
7019,7019,0.0,0.0,0.0,0.0,0.0,2013-06-15,12
7020,7020,0.0,0.0,0.0,0.0,0.0,2013-06-15,13
7021,7021,0.0,0.0,0.0,0.0,0.0,2013-06-15,14
7022,7022,0.0,0.0,0.0,0.0,0.0,2013-06-15,15
7023,7023,0.0,0.0,0.0,0.0,0.0,2013-06-15,16
7024,7024,0.0,0.0,0.0,0.0,0.0,2013-06-15,17
7025,7025,0.0,0.0,0.0,0.0,0.0,2013-06-15,18
7026,7026,0.0,0.0,0.0,0.0,0.0,2013-06-15,19
7027,7027,0.0,0.0,0.0,0.0,0.0,2013-06-15,20
7028,7028,0.0,0.0,0.0,0.0,0.0,2013-06-15,21
7029,7029,0.0,0.0,0.0,0.0,0.0,2013-06-15,22
7030,7030,0.0,0.0,0.0,0.0,0.0,2013-06-15,23
7031,7031,0.0,0.0,0.0,0.0,0.0,2013-06-16,0
7032,7032,0.0,0.0,0.0,0.0,0.0,2013-06-16,1
7033,7033,0.0,0.0,0.0,0.0,0.0,2013-06-16,2
7034,7034,0.0,0.0,0.0,0.0,0.0,2013-06-16,3
7035,7035,0.0,0.0,0.0,0.0,0.0,2013-06-16,4
7036,7036,0.0,0.0,0.0,0.0,0.0,2013-06-16,5
7037,7037,0.0,0.0,0.0,0.0,0.0,2013-06-16,6
7038,7038,0.0,0.0,0.0,0.0,0.0,2013-06-16,7
7039,7039,0.0,0.0,0.0,0.0,0.0,2013-06-16,8
7040,7040,0.0,0.0,0.0,0.0,0.0,2013-06-16,9
7041,7041,0.0,0.0,0.0,0.0,0.0,2013-06-16,10
7042,7042,0.0,0.0,0.0,0.0,0.0,2013-06-16,11
7043,7043,0.0,0.0,0.0,0.0,0.0,2013-06-16,12
7044,7044,0.0,0.0,0.0,0.0,0.0,2013-06-16,13
7045,7045,0.0,0.0,0.0,0.0,0.0,2013-06-16,14
7046,7046,0.0,0.0,0.0,0.0,0.0,2013-06-16,15
7047,7047,0.0,0.0,0.0,0.0,0.0,2013-06-16,16
7048,7048,0.0,0.0,0.0,0.0,0.0,2013-06-16,17
7049,7049,0.0,0.0,0.0,0.0,0.0,2013-06-16,18
7050,7050,0.0,0.0,0.0,0.0,0.0,2013-06-16,19
7051,7051,0.0,0.0,0.0,0.0,0.0,2013-06-16,20
7052,7052,0.0,0.0,0.0,0.0,0.0,2013-06-16,21
7053,7053,0.0,0.0,0.0,0.0,0.0,2013-06-16,22
7054,7054,0.0,0.0,0.0,0.0,0.0,2013-06-16,23
7055,7055,0.0,0.0,0.0,0.0,0.0,2013-06-17,0
7056,7056,0.0,0.0,0.0,0.0,0.0,2013-06-17,1
7057,7057,0.0,0.0,0.0,0.0,0.0,2013-06-17,2
7058,7058,0.0,0.0,0.0,0.0,0.0,2013-06-17,3
7059,7059,0.0,0.0,0.0,0.0,0.0,2013-06-17,4
